year,series,region_or_material,value,unit,source,method
2005,msw_compost,ARG,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2010,msw_compost,ARG,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2007,msw_compost,AUS,1978217.6969752,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2008,msw_compost,AUS,923500.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_E
2009,msw_compost,AUS,2129220.9569575004,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2010,msw_compost,AUS,2155767.8238847004,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2011,msw_compost,AUS,2515791.3789301002,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2012,msw_compost,AUS,1521333.333,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_E
2013,msw_compost,AUS,1792666.667,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_E
2014,msw_compost,AUS,3114557.5342420004,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2015,msw_compost,AUS,3119691.006226,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2016,msw_compost,AUS,2678796.9701775,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2017,msw_compost,AUS,2455199.0334457,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2018,msw_compost,AUS,2490489.7597385,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2019,msw_compost,AUS,2576144.5464503,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2020,msw_compost,AUS,2676984.9171195,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2021,msw_compost,AUS,3081890.39456,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2022,msw_compost,AUS,3352024.3570565,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2023,msw_compost,AUS,3491560.0171197997,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1990,msw_compost,AUT,814000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1991,msw_compost,AUT,308000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1992,msw_compost,AUT,332000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1993,msw_compost,AUT,451000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1994,msw_compost,AUT,485000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1995,msw_compost,AUT,936000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1996,msw_compost,AUT,1674000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_B
1997,msw_compost,AUT,1752000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1998,msw_compost,AUT,1744000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1999,msw_compost,AUT,1792000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2000,msw_compost,AUT,1818000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2001,msw_compost,AUT,1855000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_E
2002,msw_compost,AUT,1955000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_E
2003,msw_compost,AUT,2055000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_E
2004,msw_compost,AUT,1572000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2005,msw_compost,AUT,1577000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_E
2006,msw_compost,AUT,1661400.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2007,msw_compost,AUT,1661100.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2008,msw_compost,AUT,1682600.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2009,msw_compost,AUT,1553200.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2010,msw_compost,AUT,1520000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2011,msw_compost,AUT,1578000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2012,msw_compost,AUT,1650000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2013,msw_compost,AUT,1626600.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2014,msw_compost,AUT,1492300.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2015,msw_compost,AUT,1511000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2016,msw_compost,AUT,1583800.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2017,msw_compost,AUT,1601100.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2018,msw_compost,AUT,1650600.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2019,msw_compost,AUT,1676640.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_E
2020,msw_compost,AUT,1592230.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_B
2021,msw_compost,AUT,1556237.747,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2022,msw_compost,AUT,1478217.521,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2023,msw_compost,AUT,1534691.127,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2024,msw_compost,AUT,1595638.435,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2004,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2005,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2006,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2007,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2008,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2009,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2010,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2011,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2012,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2013,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2014,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2015,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2016,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2017,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2018,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2019,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2020,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2021,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2022,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2023,msw_compost,AZE,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1990,msw_compost,BEL,237000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1991,msw_compost,BEL,248000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1992,msw_compost,BEL,282000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1993,msw_compost,BEL,292000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1994,msw_compost,BEL,329000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1995,msw_compost,BEL,363487.304,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1996,msw_compost,BEL,495140.785,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1997,msw_compost,BEL,758970.4500000001,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1998,msw_compost,BEL,849827.8840000001,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1999,msw_compost,BEL,950772.277,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2000,msw_compost,BEL,1090729.9619999998,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2001,msw_compost,BEL,1029519.7849999999,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2002,msw_compost,BEL,1097615.454,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2003,msw_compost,BEL,1123208.449,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2004,msw_compost,BEL,1208074.5,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2005,msw_compost,BEL,1172763.036,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2006,msw_compost,BEL,1189813.914,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2007,msw_compost,BEL,1235937.105,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2008,msw_compost,BEL,1046796.591,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2009,msw_compost,BEL,1025432.109,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2010,msw_compost,BEL,1056539.102,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2011,msw_compost,BEL,1028264.0610000001,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2012,msw_compost,BEL,1037930.7069999999,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2013,msw_compost,BEL,1030489.464,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2014,msw_compost,BEL,969820.3770999999,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2015,msw_compost,BEL,899686.8579,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2016,msw_compost,BEL,965783.7843999999,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2017,msw_compost,BEL,923750.8657,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2018,msw_compost,BEL,931559.116,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2019,msw_compost,BEL,982363.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2020,msw_compost,BEL,1585388.84,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2021,msw_compost,BEL,1758330.463,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2022,msw_compost,BEL,1577658.917,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2023,msw_compost,BEL,1688973.976,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2024,msw_compost,BEL,1821110.187,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2019,msw_compost,BGD,211016.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2020,msw_compost,BGD,186257.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2021,msw_compost,BGD,199808.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1995,msw_compost,BGR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1996,msw_compost,BGR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1997,msw_compost,BGR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1998,msw_compost,BGR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
1999,msw_compost,BGR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2000,msw_compost,BGR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2001,msw_compost,BGR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2002,msw_compost,BGR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2003,msw_compost,BGR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2004,msw_compost,BGR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2005,msw_compost,BGR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2006,msw_compost,BGR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2007,msw_compost,BGR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2008,msw_compost,BGR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2009,msw_compost,BGR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2010,msw_compost,BGR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2011,msw_compost,BGR,83870.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2012,msw_compost,BGR,91890.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2013,msw_compost,BGR,107000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2014,msw_compost,BGR,59000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2015,msw_compost,BGR,311000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2016,msw_compost,BGR,263000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2017,msw_compost,BGR,238000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2018,msw_compost,BGR,52000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2019,msw_compost,BGR,238000.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2020,msw_compost,BGR,88731.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2021,msw_compost,BGR,66294.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2022,msw_compost,BGR,95339.2324,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2023,msw_compost,BGR,80357.12,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2024,msw_compost,BGR,88202.498,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2008,msw_compost,BIH,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2009,msw_compost,BIH,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2010,msw_compost,BIH,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2011,msw_compost,BIH,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2012,msw_compost,BIH,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2013,msw_compost,BIH,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2014,msw_compost,BIH,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2015,msw_compost,BIH,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2016,msw_compost,BIH,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2017,msw_compost,BIH,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2023,msw_compost,BIH,137.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2024,msw_compost,BIH,272.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2004,msw_compost,BLR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2005,msw_compost,BLR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2006,msw_compost,BLR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2007,msw_compost,BLR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2008,msw_compost,BLR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2009,msw_compost,BLR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
2010,msw_compost,BLR,0.0,tonnes,"OECD Environment Statistics, Municipal waste: generation and treatment (OECD.ENV.EPI, DSD_MUNW@DF_MUNW)",observed_status_A
