year,series,commodity,value,unit,source,method
1861,fossil_mass_central,coal,0.14268531188029568,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1862,fossil_mass_central,coal,0.14528428429781862,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1863,fossil_mass_central,coal,0.15497395029254143,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1864,fossil_mass_central,coal,0.16733677581657572,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1865,fossil_mass_central,coal,0.17762738581051185,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1866,fossil_mass_central,coal,0.18319289788091844,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1867,fossil_mass_central,coal,0.19618677540685384,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1868,fossil_mass_central,coal,0.20166717472179885,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1869,fossil_mass_central,coal,0.21392279118934068,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1870,fossil_mass_central,coal,0.21837787296982808,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1871,fossil_mass_central,coal,0.2321053292525034,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1872,fossil_mass_central,coal,0.25700361743448547,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1873,fossil_mass_central,coal,0.2723824262090893,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1874,fossil_mass_central,coal,0.2550191360604422,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1875,fossil_mass_central,coal,0.2766499623055869,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1876,fossil_mass_central,coal,0.2802696051919957,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1877,fossil_mass_central,coal,0.2848431937001164,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1878,fossil_mass_central,coal,0.286646274398938,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1879,fossil_mass_central,coal,0.306118714046905,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1880,fossil_mass_central,coal,0.34527058852450954,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1881,fossil_mass_central,coal,0.3567555017454152,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1882,fossil_mass_central,coal,0.3764473163216808,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1883,fossil_mass_central,coal,0.401787864447613,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1884,fossil_mass_central,coal,0.40559928503531806,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1885,fossil_mass_central,coal,0.40745733484110985,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1886,fossil_mass_central,coal,0.41099879091072977,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1887,fossil_mass_central,coal,0.4295772059426062,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1888,fossil_mass_central,coal,0.47505154465149063,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1889,fossil_mass_central,coal,0.4756398528279004,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1890,fossil_mass_central,coal,0.5163537833718471,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1891,fossil_mass_central,coal,0.5404797654751955,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1892,fossil_mass_central,coal,0.5456795688086927,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1893,fossil_mass_central,coal,0.5378348210334825,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1894,fossil_mass_central,coal,0.5585070783552124,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1895,fossil_mass_central,coal,0.5898599550125375,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1896,fossil_mass_central,coal,0.6085368553026206,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1897,fossil_mass_central,coal,0.6369851906026189,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1898,fossil_mass_central,coal,0.6720795134962387,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1899,fossil_mass_central,coal,0.7343052092039923,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1900,fossil_mass_central,coal,0.7713606585050068,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1901,fossil_mass_central,coal,0.7933672439647967,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1902,fossil_mass_central,coal,0.8113717123916285,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1903,fossil_mass_central,coal,0.885800377763574,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1904,fossil_mass_central,coal,0.8909133216972319,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1905,fossil_mass_central,coal,0.9509228403559664,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1906,fossil_mass_central,coal,0.993759492436534,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1907,fossil_mass_central,coal,1.1304141345854435,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1908,fossil_mass_central,coal,1.0797328691184425,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1909,fossil_mass_central,coal,1.1229752548470098,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1910,fossil_mass_central,coal,1.176653323663897,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1911,fossil_mass_central,coal,1.19193979833489,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1912,fossil_mass_central,coal,1.2531247070488554,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1913,fossil_mass_central,coal,1.353046772211023,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1914,fossil_mass_central,coal,1.2173761164921253,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1915,fossil_mass_central,coal,1.1915803571135912,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1916,fossil_mass_central,coal,1.2846851668387498,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1917,fossil_mass_central,coal,1.3379965751347986,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1918,fossil_mass_central,coal,1.3176234348624152,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1919,fossil_mass_central,coal,1.11450691446646,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1920,fossil_mass_central,coal,1.2835014524640673,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1921,fossil_mass_central,coal,1.0948196301850304,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1922,fossil_mass_central,coal,1.136336665191668,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1923,fossil_mass_central,coal,1.2905070365635807,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1924,fossil_mass_central,coal,1.2930626382811348,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1925,fossil_mass_central,coal,1.2921305558287035,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1926,fossil_mass_central,coal,1.2636003040136357,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1927,fossil_mass_central,coal,1.3784679744989101,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1928,fossil_mass_central,coal,1.3551883602110886,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1929,fossil_mass_central,coal,1.443812163413475,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1930,fossil_mass_central,coal,1.3177683157972369,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1931,fossil_mass_central,coal,1.1608222089745481,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1932,fossil_mass_central,coal,1.0334701759345755,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1933,fossil_mass_central,coal,1.0811770178802629,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1934,fossil_mass_central,coal,1.1801916334791942,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1935,fossil_mass_central,coal,1.2284972560925644,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1936,fossil_mass_central,coal,1.3470510636380024,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1937,fossil_mass_central,coal,1.4200927610338103,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1938,fossil_mass_central,coal,1.3236416740416606,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1939,fossil_mass_central,coal,1.4077147020502485,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1940,fossil_mass_central,coal,1.5551007108674633,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1941,fossil_mass_central,coal,1.5921640383008013,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1942,fossil_mass_central,coal,1.6022404391399119,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1943,fossil_mass_central,coal,1.60884916129931,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1944,fossil_mass_central,coal,1.5852578875559273,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1945,fossil_mass_central,coal,1.2291148073487717,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1946,fossil_mass_central,coal,1.3258643439533246,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1947,fossil_mass_central,coal,1.4844853385122179,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1948,fossil_mass_central,coal,1.5326576486880705,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1949,fossil_mass_central,coal,1.4533957872396217,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1950,fossil_mass_central,coal,1.589702337873052,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1951,fossil_mass_central,coal,1.6733639760230756,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1952,fossil_mass_central,coal,1.6512020014913877,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1953,fossil_mass_central,coal,1.6639218713637183,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1954,fossil_mass_central,coal,1.660879677384991,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1955,fossil_mass_central,coal,1.7970740166674861,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1956,fossil_mass_central,coal,1.8881199764000198,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1957,fossil_mass_central,coal,1.9222440426438534,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1958,fossil_mass_central,coal,1.9508736540636216,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1959,fossil_mass_central,coal,2.0297343703394137,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1960,fossil_mass_central,coal,2.113477674254716,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1961,fossil_mass_central,coal,2.0257412930003116,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1962,fossil_mass_central,coal,2.0193500475277384,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1963,fossil_mass_central,coal,2.092831056508842,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1964,fossil_mass_central,coal,2.1359681191307343,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1965,fossil_mass_central,coal,2.1670552768081026,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1966,fossil_mass_central,coal,2.192002895504532,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1967,fossil_mass_central,coal,2.1559024595604503,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1968,fossil_mass_central,coal,2.179580504203747,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1969,fossil_mass_central,coal,2.2609573532785947,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1970,fossil_mass_central,coal,2.334946978301129,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1971,fossil_mass_central,coal,2.335437314600849,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1972,fossil_mass_central,coal,2.3318435157415145,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1973,fossil_mass_central,coal,2.4013382991625285,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1974,fossil_mass_central,coal,2.4000251253748957,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1975,fossil_mass_central,coal,2.4658354011996657,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1976,fossil_mass_central,coal,2.5510676094367146,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1977,fossil_mass_central,coal,2.611986629136142,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1978,fossil_mass_central,coal,2.667341862513726,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1979,fossil_mass_central,coal,2.7860603344149992,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1980,fossil_mass_central,coal,2.8619030925807563,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1981,fossil_mass_central,coal,2.844675086451317,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1982,fossil_mass_central,coal,2.89550313478211,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1983,fossil_mass_central,coal,2.9783663950210597,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1984,fossil_mass_central,coal,3.108197489224314,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1985,fossil_mass_central,coal,3.337112636642247,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1986,fossil_mass_central,coal,3.384903352754151,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1987,fossil_mass_central,coal,3.502806422390482,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1988,fossil_mass_central,coal,3.620478215907042,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1989,fossil_mass_central,coal,3.616941742055493,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1990,fossil_mass_central,coal,3.5481043668158057,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1991,fossil_mass_central,coal,3.5129923132077945,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1992,fossil_mass_central,coal,3.425755934411722,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1993,fossil_mass_central,coal,3.470356022501926,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1994,fossil_mass_central,coal,3.488268278102824,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1995,fossil_mass_central,coal,3.588524996722225,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1996,fossil_mass_central,coal,3.6780583833194034,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1997,fossil_mass_central,coal,3.657710253699789,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1998,fossil_mass_central,coal,3.5600738560565093,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1999,fossil_mass_central,coal,3.6092780036711085,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2000,fossil_mass_central,coal,3.751674806611273,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2001,fossil_mass_central,coal,3.772894716636347,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2002,fossil_mass_central,coal,3.9456959347394984,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2003,fossil_mass_central,coal,4.288381067161611,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2004,fossil_mass_central,coal,4.4304831297015586,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2005,fossil_mass_central,coal,4.71118714497599,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2006,fossil_mass_central,coal,4.972482284855041,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2007,fossil_mass_central,coal,5.213486182539293,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2008,fossil_mass_central,coal,5.387707096792697,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2009,fossil_mass_central,coal,5.3276842138256555,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2010,fossil_mass_central,coal,5.702600648589738,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2011,fossil_mass_central,coal,6.024641684284708,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2012,fossil_mass_central,coal,6.091663771571857,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2013,fossil_mass_central,coal,6.126634029860531,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2014,fossil_mass_central,coal,6.151926431568252,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2015,fossil_mass_central,coal,6.004480825015979,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2016,fossil_mass_central,coal,5.868441998131668,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2017,fossil_mass_central,coal,5.938577741858827,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2018,fossil_mass_central,coal,6.048598951931429,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2019,fossil_mass_central,coal,6.024123398397169,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2020,fossil_mass_central,coal,5.845517045249684,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2021,fossil_mass_central,coal,6.1332290128161,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2022,fossil_mass_central,coal,6.329865853778456,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2023,fossil_mass_central,coal,6.406564292738089,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
2024,fossil_mass_central,coal,6.475758457479063,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1882,fossil_mass_central,gas,6.122994652406417e-05,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1883,fossil_mass_central,gas,0.00014150735294117645,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1884,fossil_mass_central,gas,0.00043541295306001186,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1885,fossil_mass_central,gas,0.0013797147950089126,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1886,fossil_mass_central,gas,0.0028505941770647653,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1887,fossil_mass_central,gas,0.004377260843731432,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1888,fossil_mass_central,gas,0.006229126559714795,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1889,fossil_mass_central,gas,0.004540540701128936,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1890,fossil_mass_central,gas,0.004340483140225788,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1891,fossil_mass_central,gas,0.003322745098039216,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1892,fossil_mass_central,gas,0.0028873321449792034,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1893,fossil_mass_central,gas,0.0027063636363636365,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1894,fossil_mass_central,gas,0.0024873180332739154,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1895,fossil_mass_central,gas,0.0026151789958407602,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1896,fossil_mass_central,gas,0.002543064468211527,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1897,fossil_mass_central,gas,0.002706343954248366,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1898,fossil_mass_central,gas,0.003141776589423648,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1899,fossil_mass_central,gas,0.00404934046345811,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1900,fossil_mass_central,gas,0.004286096256684492,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1901,fossil_mass_central,gas,0.004775935828877005,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1902,fossil_mass_central,gas,0.005086167557932264,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1903,fossil_mass_central,gas,0.00539503862150921,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1904,fossil_mass_central,gas,0.005631771390374332,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1905,fossil_mass_central,gas,0.006376078431372549,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1906,fossil_mass_central,gas,0.007065935828877006,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1907,fossil_mass_central,gas,0.007381587566844919,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1908,fossil_mass_central,gas,0.007306773618538325,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1909,fossil_mass_central,gas,0.008735471628045156,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1910,fossil_mass_central,gas,0.009252525252525252,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1911,fossil_mass_central,gas,0.00955052473262032,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1912,fossil_mass_central,gas,0.010515222816399286,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1913,fossil_mass_central,gas,0.010991455733808674,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1914,fossil_mass_central,gas,0.011191496954842542,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1915,fossil_mass_central,gas,0.011833686125965536,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1916,fossil_mass_central,gas,0.014251637700534758,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1917,fossil_mass_central,gas,0.015043495246583482,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1918,fossil_mass_central,gas,0.013561753565062387,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1919,fossil_mass_central,gas,0.014092407531194295,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1920,fossil_mass_central,gas,0.015480315656565656,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1921,fossil_mass_central,gas,0.012994786838978015,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1922,fossil_mass_central,gas,0.014894171494355318,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1923,fossil_mass_central,gas,0.019506138220439687,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1924,fossil_mass_central,gas,0.022173598484848484,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1925,fossil_mass_central,gas,0.023738390151515153,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1926,fossil_mass_central,gas,0.025677732843137253,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1927,fossil_mass_central,gas,0.028229909016636957,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1928,fossil_mass_central,gas,0.030683093434343434,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1929,fossil_mass_central,gas,0.038211062834224596,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1930,fossil_mass_central,gas,0.03870496806298277,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1931,fossil_mass_central,gas,0.034495139631610224,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1932,fossil_mass_central,gas,0.0327613844325609,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1933,fossil_mass_central,gas,0.03376357954545454,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1934,fossil_mass_central,gas,0.037860884209744504,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1935,fossil_mass_central,gas,0.04136006870172311,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1936,fossil_mass_central,gas,0.04661760063874034,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1937,fossil_mass_central,gas,0.052205044191919195,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1938,fossil_mass_central,gas,0.05031812834224599,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1939,fossil_mass_central,gas,0.0524849171865716,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1940,fossil_mass_central,gas,0.057011196152703496,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1941,fossil_mass_central,gas,0.05699020313428402,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1942,fossil_mass_central,gas,0.06166404597445039,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1943,fossil_mass_central,gas,0.06792182672311348,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1944,fossil_mass_central,gas,0.07338117424242425,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1945,fossil_mass_central,gas,0.08047397950089126,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1946,fossil_mass_central,gas,0.08312439765300059,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1947,fossil_mass_central,gas,0.09205755273321449,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1948,fossil_mass_central,gas,0.10402824049316696,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1949,fossil_mass_central,gas,0.11157893679441475,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1950,fossil_mass_central,gas,0.1311482538621509,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1951,fossil_mass_central,gas,0.1545552428698752,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1952,fossil_mass_central,gas,0.16603013814616757,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1953,fossil_mass_central,gas,0.17622188094177066,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1954,fossil_mass_central,gas,0.18618390002970883,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1955,fossil_mass_central,gas,0.20322419637551992,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1956,fossil_mass_central,gas,0.21807857583184787,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1957,fossil_mass_central,gas,0.24015416518122398,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1958,fossil_mass_central,gas,0.2621260802881759,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1959,fossil_mass_central,gas,0.28158793077837196,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1960,fossil_mass_central,gas,0.3099442383392751,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1961,fossil_mass_central,gas,0.3275867543077837,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1962,fossil_mass_central,gas,0.3594102269013666,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1963,fossil_mass_central,gas,0.3887960565210933,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1964,fossil_mass_central,gas,0.42817578691325014,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1965,fossil_mass_central,gas,0.4570211690433749,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1966,fossil_mass_central,gas,0.4976158433600713,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1967,fossil_mass_central,gas,0.5321964999257278,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1968,fossil_mass_central,gas,0.579230101010101,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1969,fossil_mass_central,gas,0.6345513784907901,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1970,fossil_mass_central,gas,0.6650832234105762,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1971,fossil_mass_central,gas,0.7180586092543078,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1972,fossil_mass_central,gas,0.7621616373291741,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1973,fossil_mass_central,gas,0.8180045124034462,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1974,fossil_mass_central,gas,0.8379903628193701,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1975,fossil_mass_central,gas,0.8323181862745098,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1976,fossil_mass_central,gas,0.8760432783719548,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1977,fossil_mass_central,gas,0.8956181298276885,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1978,fossil_mass_central,gas,0.9439012570558526,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1979,fossil_mass_central,gas,0.990814353832442,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1980,fossil_mass_central,gas,1.0180905247326204,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
1981,fossil_mass_central,gas,1.0262080355020795,Gt,gcb2025v15+ipcc2006_v2_ch1,derived
