year,series,category,value,unit,source,method
1995,N,total,45.44536055,Gt/yr,krausmann2009,observed
1996,N,total,46.67319911,Gt/yr,krausmann2009,observed
1997,N,total,47.46028861,Gt/yr,krausmann2009,observed
1998,N,total,47.77075077,Gt/yr,krausmann2009,observed
1999,N,total,48.69299611,Gt/yr,krausmann2009,observed
2000,N,total,49.69791253,Gt/yr,krausmann2009,observed
2001,N,total,50.74388742,Gt/yr,krausmann2009,observed
2002,N,total,52.015617,Gt/yr,krausmann2009,observed
2003,N,total,54.29396379,Gt/yr,krausmann2009,observed
2004,N,total,57.22548458,Gt/yr,krausmann2009,observed
2005,N,total,59.62960776,Gt/yr,krausmann2009,observed
2006,N,total,62.62137034,Gt/yr,krausmann2009,observed
2007,N,total,65.27231038,Gt/yr,krausmann2009,observed
2008,N,total,66.83880549,Gt/yr,krausmann2009,observed
2009,N,total,68.14068489,Gt/yr,krausmann2009,observed
