year,series,category,value,unit,source,method
1900,N,biomass,5.271598443,Gt/yr,haas2020,observed
1901,N,biomass,5.332061472,Gt/yr,haas2020,observed
1902,N,biomass,5.392524501,Gt/yr,haas2020,observed
1903,N,biomass,5.452987529,Gt/yr,haas2020,observed
1904,N,biomass,5.513450558,Gt/yr,haas2020,observed
1905,N,biomass,5.573913587,Gt/yr,haas2020,observed
1906,N,biomass,5.634376615,Gt/yr,haas2020,observed
1907,N,biomass,5.694839644,Gt/yr,haas2020,observed
1908,N,biomass,5.755302673,Gt/yr,haas2020,observed
1909,N,biomass,5.815765702,Gt/yr,haas2020,observed
1910,N,biomass,5.87622873,Gt/yr,haas2020,observed
1911,N,biomass,5.947307715,Gt/yr,haas2020,observed
1912,N,biomass,6.0183867,Gt/yr,haas2020,observed
1913,N,biomass,6.089465684,Gt/yr,haas2020,observed
1914,N,biomass,6.160544669,Gt/yr,haas2020,observed
1915,N,biomass,6.231623654,Gt/yr,haas2020,observed
1916,N,biomass,6.302702638,Gt/yr,haas2020,observed
1917,N,biomass,6.373781623,Gt/yr,haas2020,observed
1918,N,biomass,6.444860608,Gt/yr,haas2020,observed
1919,N,biomass,6.515939593,Gt/yr,haas2020,observed
1920,N,biomass,6.587018577,Gt/yr,haas2020,observed
1921,N,biomass,6.658097562,Gt/yr,haas2020,observed
1922,N,biomass,6.729176547,Gt/yr,haas2020,observed
1923,N,biomass,6.800255531,Gt/yr,haas2020,observed
1924,N,biomass,6.871334516,Gt/yr,haas2020,observed
1925,N,biomass,6.942413501,Gt/yr,haas2020,observed
1926,N,biomass,7.013492485,Gt/yr,haas2020,observed
1927,N,biomass,7.08457147,Gt/yr,haas2020,observed
1928,N,biomass,7.155650455,Gt/yr,haas2020,observed
1929,N,biomass,7.22672944,Gt/yr,haas2020,observed
1930,N,biomass,7.297808424,Gt/yr,haas2020,observed
1931,N,biomass,7.342558234,Gt/yr,haas2020,observed
1932,N,biomass,7.387308043,Gt/yr,haas2020,observed
1933,N,biomass,7.432057852,Gt/yr,haas2020,observed
1934,N,biomass,7.476807662,Gt/yr,haas2020,observed
1935,N,biomass,7.521557471,Gt/yr,haas2020,observed
1936,N,biomass,7.566307281,Gt/yr,haas2020,observed
1937,N,biomass,7.61105709,Gt/yr,haas2020,observed
1938,N,biomass,7.6558069,Gt/yr,haas2020,observed
1939,N,biomass,7.700556709,Gt/yr,haas2020,observed
1940,N,biomass,7.745306518,Gt/yr,haas2020,observed
1941,N,biomass,7.790056328,Gt/yr,haas2020,observed
1942,N,biomass,7.834806137,Gt/yr,haas2020,observed
1943,N,biomass,7.879555947,Gt/yr,haas2020,observed
1944,N,biomass,7.924305756,Gt/yr,haas2020,observed
1945,N,biomass,7.969055566,Gt/yr,haas2020,observed
1946,N,biomass,8.013805375,Gt/yr,haas2020,observed
1947,N,biomass,8.058555184,Gt/yr,haas2020,observed
1948,N,biomass,8.103304994,Gt/yr,haas2020,observed
1949,N,biomass,8.148054803,Gt/yr,haas2020,observed
1950,N,biomass,8.192804613,Gt/yr,haas2020,observed
1951,N,biomass,8.309263353,Gt/yr,haas2020,observed
1952,N,biomass,8.425722093,Gt/yr,haas2020,observed
1953,N,biomass,8.542180833,Gt/yr,haas2020,observed
1954,N,biomass,8.658639574,Gt/yr,haas2020,observed
1955,N,biomass,8.775098314,Gt/yr,haas2020,observed
1956,N,biomass,8.891557054,Gt/yr,haas2020,observed
1957,N,biomass,9.008015794,Gt/yr,haas2020,observed
1958,N,biomass,9.124474534,Gt/yr,haas2020,observed
1959,N,biomass,9.240933275,Gt/yr,haas2020,observed
1960,N,biomass,9.357392015,Gt/yr,haas2020,observed
1961,N,biomass,9.473850755,Gt/yr,haas2020,observed
1962,N,biomass,9.616477254,Gt/yr,haas2020,observed
1963,N,biomass,9.737299986,Gt/yr,haas2020,observed
1964,N,biomass,10.11986499,Gt/yr,haas2020,observed
1965,N,biomass,10.30190887,Gt/yr,haas2020,observed
1966,N,biomass,10.68614457,Gt/yr,haas2020,observed
1967,N,biomass,10.98178634,Gt/yr,haas2020,observed
1968,N,biomass,11.18348722,Gt/yr,haas2020,observed
1969,N,biomass,11.28885261,Gt/yr,haas2020,observed
1970,N,biomass,11.57350618,Gt/yr,haas2020,observed
1971,N,biomass,11.92007202,Gt/yr,haas2020,observed
1972,N,biomass,11.91285869,Gt/yr,haas2020,observed
1973,N,biomass,12.38955295,Gt/yr,haas2020,observed
1974,N,biomass,12.5200675,Gt/yr,haas2020,observed
1975,N,biomass,12.59878556,Gt/yr,haas2020,observed
1976,N,biomass,12.96998909,Gt/yr,haas2020,observed
1977,N,biomass,13.08525345,Gt/yr,haas2020,observed
1978,N,biomass,13.4567124,Gt/yr,haas2020,observed
1979,N,biomass,13.5171866,Gt/yr,haas2020,observed
1980,N,biomass,13.51803751,Gt/yr,haas2020,observed
1981,N,biomass,13.89319371,Gt/yr,haas2020,observed
1982,N,biomass,14.18902226,Gt/yr,haas2020,observed
1983,N,biomass,14.1474248,Gt/yr,haas2020,observed
1984,N,biomass,14.6905423,Gt/yr,haas2020,observed
1985,N,biomass,14.89941964,Gt/yr,haas2020,observed
1986,N,biomass,15.06484129,Gt/yr,haas2020,observed
1987,N,biomass,15.15500489,Gt/yr,haas2020,observed
1988,N,biomass,15.21320124,Gt/yr,haas2020,observed
1989,N,biomass,15.74169017,Gt/yr,haas2020,observed
1990,N,biomass,16.04596797,Gt/yr,haas2020,observed
1991,N,biomass,15.94001386,Gt/yr,haas2020,observed
1992,N,biomass,16.14785439,Gt/yr,haas2020,observed
1993,N,biomass,15.87673699,Gt/yr,haas2020,observed
1994,N,biomass,16.10603627,Gt/yr,haas2020,observed
1995,N,biomass,16.2174489,Gt/yr,haas2020,observed
1996,N,biomass,16.68329088,Gt/yr,haas2020,observed
1997,N,biomass,16.75297711,Gt/yr,haas2020,observed
1998,N,biomass,16.79842385,Gt/yr,haas2020,observed
1999,N,biomass,17.04088603,Gt/yr,haas2020,observed
2000,N,biomass,17.14054848,Gt/yr,haas2020,observed
2001,N,biomass,17.22129193,Gt/yr,haas2020,observed
2002,N,biomass,17.41902762,Gt/yr,haas2020,observed
2003,N,biomass,17.73274993,Gt/yr,haas2020,observed
2004,N,biomass,18.38029679,Gt/yr,haas2020,observed
2005,N,biomass,18.68878601,Gt/yr,haas2020,observed
2006,N,biomass,19.02984543,Gt/yr,haas2020,observed
2007,N,biomass,19.7396055,Gt/yr,haas2020,observed
2008,N,biomass,20.38369123,Gt/yr,haas2020,observed
2009,N,biomass,20.41650414,Gt/yr,haas2020,observed
2010,N,biomass,20.81683143,Gt/yr,haas2020,observed
2011,N,biomass,21.34257868,Gt/yr,haas2020,observed
2012,N,biomass,21.53982488,Gt/yr,haas2020,observed
2013,N,biomass,22.250732,Gt/yr,haas2020,observed
2014,N,biomass,22.52203074,Gt/yr,haas2020,observed
2015,N,biomass,22.6824349,Gt/yr,haas2020,observed
1900,N,fossil,0.9674449631,Gt/yr,haas2020,observed
1901,N,fossil,0.9945563339,Gt/yr,haas2020,observed
1902,N,fossil,1.016628579,Gt/yr,haas2020,observed
1903,N,fossil,1.114395693,Gt/yr,haas2020,observed
1904,N,fossil,1.125502716,Gt/yr,haas2020,observed
1905,N,fossil,1.188792326,Gt/yr,haas2020,observed
1906,N,fossil,1.280764473,Gt/yr,haas2020,observed
1907,N,fossil,1.417625727,Gt/yr,haas2020,observed
1908,N,fossil,1.349321262,Gt/yr,haas2020,observed
1909,N,fossil,1.40820668,Gt/yr,haas2020,observed
1910,N,fossil,1.473345563,Gt/yr,haas2020,observed
1911,N,fossil,1.503989375,Gt/yr,haas2020,observed
1912,N,fossil,1.584716221,Gt/yr,haas2020,observed
1913,N,fossil,1.699370061,Gt/yr,haas2020,observed
1914,N,fossil,1.529214891,Gt/yr,haas2020,observed
1915,N,fossil,1.514020971,Gt/yr,haas2020,observed
1916,N,fossil,1.629912112,Gt/yr,haas2020,observed
1917,N,fossil,1.720420503,Gt/yr,haas2020,observed
1918,N,fossil,1.694956301,Gt/yr,haas2020,observed
1919,N,fossil,1.496440284,Gt/yr,haas2020,observed
1920,N,fossil,1.723399927,Gt/yr,haas2020,observed
1921,N,fossil,1.476020173,Gt/yr,haas2020,observed
1922,N,fossil,1.57814278,Gt/yr,haas2020,observed
1923,N,fossil,1.79387524,Gt/yr,haas2020,observed
1924,N,fossil,1.775711243,Gt/yr,haas2020,observed
1925,N,fossil,1.785741231,Gt/yr,haas2020,observed
1926,N,fossil,1.782714467,Gt/yr,haas2020,observed
1927,N,fossil,1.902372897,Gt/yr,haas2020,observed
1928,N,fossil,2.065291264,Gt/yr,haas2020,observed
1929,N,fossil,2.060073193,Gt/yr,haas2020,observed
1930,N,fossil,1.896365959,Gt/yr,haas2020,observed
1931,N,fossil,1.691397595,Gt/yr,haas2020,observed
1932,N,fossil,1.520362939,Gt/yr,haas2020,observed
1933,N,fossil,1.599461733,Gt/yr,haas2020,observed
1934,N,fossil,1.746018057,Gt/yr,haas2020,observed
1935,N,fossil,1.838210724,Gt/yr,haas2020,observed
1936,N,fossil,2.015176554,Gt/yr,haas2020,observed
1937,N,fossil,2.14894637,Gt/yr,haas2020,observed
1938,N,fossil,1.961674599,Gt/yr,haas2020,observed
1939,N,fossil,2.158324311,Gt/yr,haas2020,observed
1940,N,fossil,2.370280257,Gt/yr,haas2020,observed
1941,N,fossil,2.447681176,Gt/yr,haas2020,observed
1942,N,fossil,2.469791584,Gt/yr,haas2020,observed
1943,N,fossil,2.543647746,Gt/yr,haas2020,observed
1944,N,fossil,2.529573132,Gt/yr,haas2020,observed
1945,N,fossil,2.065616949,Gt/yr,haas2020,observed
1946,N,fossil,2.206678535,Gt/yr,haas2020,observed
1947,N,fossil,2.477714917,Gt/yr,haas2020,observed
1948,N,fossil,2.603893228,Gt/yr,haas2020,observed
1949,N,fossil,2.517806111,Gt/yr,haas2020,observed
1950,N,fossil,2.751761411,Gt/yr,haas2020,observed
1951,N,fossil,2.935821511,Gt/yr,haas2020,observed
1952,N,fossil,2.984792357,Gt/yr,haas2020,observed
1953,N,fossil,3.030953097,Gt/yr,haas2020,observed
1954,N,fossil,3.081555162,Gt/yr,haas2020,observed
1955,N,fossil,3.358170969,Gt/yr,haas2020,observed
1956,N,fossil,3.562493412,Gt/yr,haas2020,observed
1957,N,fossil,3.71122275,Gt/yr,haas2020,observed
1958,N,fossil,3.899910043,Gt/yr,haas2020,observed
1959,N,fossil,4.117225628,Gt/yr,haas2020,observed
1960,N,fossil,4.422777226,Gt/yr,haas2020,observed
1961,N,fossil,4.47803806,Gt/yr,haas2020,observed
1962,N,fossil,4.746241353,Gt/yr,haas2020,observed
1963,N,fossil,5.113097356,Gt/yr,haas2020,observed
1964,N,fossil,5.385983445,Gt/yr,haas2020,observed
1965,N,fossil,5.28333271,Gt/yr,haas2020,observed
1966,N,fossil,5.517977697,Gt/yr,haas2020,observed
1967,N,fossil,5.554445515,Gt/yr,haas2020,observed
1968,N,fossil,5.881066318,Gt/yr,haas2020,observed
1969,N,fossil,6.063904955,Gt/yr,haas2020,observed
1970,N,fossil,6.309324811,Gt/yr,haas2020,observed
1971,N,fossil,6.5127011,Gt/yr,haas2020,observed
1972,N,fossil,6.74671812,Gt/yr,haas2020,observed
1973,N,fossil,7.06038594,Gt/yr,haas2020,observed
1974,N,fossil,7.10872088,Gt/yr,haas2020,observed
1975,N,fossil,7.17154368,Gt/yr,haas2020,observed
1976,N,fossil,7.5060362,Gt/yr,haas2020,observed
1977,N,fossil,7.77196226,Gt/yr,haas2020,observed
1978,N,fossil,7.91417494,Gt/yr,haas2020,observed
1979,N,fossil,8.26891386,Gt/yr,haas2020,observed
1980,N,fossil,8.22607866,Gt/yr,haas2020,observed
1981,N,fossil,8.10932272,Gt/yr,haas2020,observed
1982,N,fossil,8.29872746,Gt/yr,haas2020,observed
1983,N,fossil,8.32600336,Gt/yr,haas2020,observed
1984,N,fossil,8.7003234,Gt/yr,haas2020,observed
1985,N,fossil,8.7049467,Gt/yr,haas2020,observed
1986,N,fossil,8.9512068,Gt/yr,haas2020,observed
1987,N,fossil,9.13932162,Gt/yr,haas2020,observed
1988,N,fossil,9.3876675,Gt/yr,haas2020,observed
1989,N,fossil,9.55830828,Gt/yr,haas2020,observed
1990,N,fossil,9.49776058,Gt/yr,haas2020,observed
1991,N,fossil,9.351519,Gt/yr,haas2020,observed
1992,N,fossil,9.1966478,Gt/yr,haas2020,observed
1993,N,fossil,9.14349198,Gt/yr,haas2020,observed
1994,N,fossil,9.27028622,Gt/yr,haas2020,observed
1995,N,fossil,9.50074372,Gt/yr,haas2020,observed
1996,N,fossil,9.7182689,Gt/yr,haas2020,observed
1997,N,fossil,9.79176704,Gt/yr,haas2020,observed
1998,N,fossil,9.85659494,Gt/yr,haas2020,observed
1999,N,fossil,9.78153448,Gt/yr,haas2020,observed
2000,N,fossil,10.10193684,Gt/yr,haas2020,observed
2001,N,fossil,10.36266516,Gt/yr,haas2020,observed
2002,N,fossil,10.42901334,Gt/yr,haas2020,observed
2003,N,fossil,10.98797416,Gt/yr,haas2020,observed
2004,N,fossil,11.57643716,Gt/yr,haas2020,observed
2005,N,fossil,12.03213362,Gt/yr,haas2020,observed
2006,N,fossil,12.43660204,Gt/yr,haas2020,observed
2007,N,fossil,12.6862178,Gt/yr,haas2020,observed
2008,N,fossil,12.9855631,Gt/yr,haas2020,observed
2009,N,fossil,12.90849438,Gt/yr,haas2020,observed
2010,N,fossil,13.49564792,Gt/yr,haas2020,observed
2011,N,fossil,14.20065708,Gt/yr,haas2020,observed
2012,N,fossil,14.42767576,Gt/yr,haas2020,observed
2013,N,fossil,14.591768,Gt/yr,haas2020,observed
2014,N,fossil,14.62459504,Gt/yr,haas2020,observed
2015,N,fossil,14.59789782,Gt/yr,haas2020,observed
1900,N,metals,0.1528495985,Gt/yr,haas2020,observed
1901,N,metals,0.1575352451,Gt/yr,haas2020,observed
1902,N,metals,0.1617502122,Gt/yr,haas2020,observed
1903,N,metals,0.1658964368,Gt/yr,haas2020,observed
1904,N,metals,0.171545121,Gt/yr,haas2020,observed
1905,N,metals,0.1975973477,Gt/yr,haas2020,observed
1906,N,metals,0.1878147738,Gt/yr,haas2020,observed
1907,N,metals,0.2238182507,Gt/yr,haas2020,observed
1908,N,metals,0.2071882511,Gt/yr,haas2020,observed
1909,N,metals,0.2303050859,Gt/yr,haas2020,observed
1910,N,metals,0.25298784,Gt/yr,haas2020,observed
1911,N,metals,0.2491021195,Gt/yr,haas2020,observed
1912,N,metals,0.278701475,Gt/yr,haas2020,observed
1913,N,metals,0.3114502575,Gt/yr,haas2020,observed
1914,N,metals,0.2436711256,Gt/yr,haas2020,observed
1915,N,metals,0.2485528041,Gt/yr,haas2020,observed
1916,N,metals,0.292379766,Gt/yr,haas2020,observed
1917,N,metals,0.2990065405,Gt/yr,haas2020,observed
1918,N,metals,0.2804621626,Gt/yr,haas2020,observed
1919,N,metals,0.2321566311,Gt/yr,haas2020,observed
1920,N,metals,0.2479648324,Gt/yr,haas2020,observed
1921,N,metals,0.1637071007,Gt/yr,haas2020,observed
1922,N,metals,0.2224898312,Gt/yr,haas2020,observed
1923,N,metals,0.2819053746,Gt/yr,haas2020,observed
1924,N,metals,0.2889787749,Gt/yr,haas2020,observed
1925,N,metals,0.3259848911,Gt/yr,haas2020,observed
1926,N,metals,0.3314322752,Gt/yr,haas2020,observed
1927,N,metals,0.3558663803,Gt/yr,haas2020,observed
1928,N,metals,0.3808933454,Gt/yr,haas2020,observed
1929,N,metals,0.4278886559,Gt/yr,haas2020,observed
1930,N,metals,0.3797616024,Gt/yr,haas2020,observed
1931,N,metals,0.2882490389,Gt/yr,haas2020,observed
1932,N,metals,0.1922882163,Gt/yr,haas2020,observed
1933,N,metals,0.2191245358,Gt/yr,haas2020,observed
1934,N,metals,0.2832197412,Gt/yr,haas2020,observed
1935,N,metals,0.3268623823,Gt/yr,haas2020,observed
1936,N,metals,0.3980943383,Gt/yr,haas2020,observed
1937,N,metals,0.4958571527,Gt/yr,haas2020,observed
1938,N,metals,0.4122798428,Gt/yr,haas2020,observed
1939,N,metals,0.4673195809,Gt/yr,haas2020,observed
1940,N,metals,0.5133880209,Gt/yr,haas2020,observed
1941,N,metals,0.5400300982,Gt/yr,haas2020,observed
1942,N,metals,0.5203051653,Gt/yr,haas2020,observed
1943,N,metals,0.5331612309,Gt/yr,haas2020,observed
1944,N,metals,0.4615269668,Gt/yr,haas2020,observed
1945,N,metals,0.3851630138,Gt/yr,haas2020,observed
1946,N,metals,0.3519248276,Gt/yr,haas2020,observed
1947,N,metals,0.426792233,Gt/yr,haas2020,observed
1948,N,metals,0.4870549377,Gt/yr,haas2020,observed
1949,N,metals,0.4899577242,Gt/yr,haas2020,observed
1950,N,metals,0.5424840887,Gt/yr,haas2020,observed
1951,N,metals,0.5994543738,Gt/yr,haas2020,observed
1952,N,metals,0.6219664688,Gt/yr,haas2020,observed
1953,N,metals,0.6845096954,Gt/yr,haas2020,observed
1954,N,metals,0.7592830486,Gt/yr,haas2020,observed
1955,N,metals,0.7504720596,Gt/yr,haas2020,observed
1956,N,metals,0.8038461524,Gt/yr,haas2020,observed
1957,N,metals,0.8566004864,Gt/yr,haas2020,observed
1958,N,metals,0.786092002,Gt/yr,haas2020,observed
1959,N,metals,0.8515419746,Gt/yr,haas2020,observed
1960,N,metals,0.9883093056,Gt/yr,haas2020,observed
1961,N,metals,0.9854270964,Gt/yr,haas2020,observed
1962,N,metals,1.000042102,Gt/yr,haas2020,observed
1963,N,metals,1.025004719,Gt/yr,haas2020,observed
1964,N,metals,1.108309066,Gt/yr,haas2020,observed
1965,N,metals,1.183464967,Gt/yr,haas2020,observed
1966,N,metals,1.213622438,Gt/yr,haas2020,observed
1967,N,metals,1.224746994,Gt/yr,haas2020,observed
1968,N,metals,1.325486454,Gt/yr,haas2020,observed
1969,N,metals,1.407338669,Gt/yr,haas2020,observed
1970,N,metals,1.54308837,Gt/yr,haas2020,observed
1971,N,metals,1.561165909,Gt/yr,haas2020,observed
1972,N,metals,1.595636301,Gt/yr,haas2020,observed
1973,N,metals,1.717560089,Gt/yr,haas2020,observed
1974,N,metals,1.806117468,Gt/yr,haas2020,observed
1975,N,metals,1.811983902,Gt/yr,haas2020,observed
1976,N,metals,1.837513839,Gt/yr,haas2020,observed
1977,N,metals,1.814546279,Gt/yr,haas2020,observed
1978,N,metals,1.841645494,Gt/yr,haas2020,observed
1979,N,metals,1.93477447,Gt/yr,haas2020,observed
1980,N,metals,1.951333151,Gt/yr,haas2020,observed
1981,N,metals,1.941325024,Gt/yr,haas2020,observed
1982,N,metals,1.835129006,Gt/yr,haas2020,observed
1983,N,metals,1.747762526,Gt/yr,haas2020,observed
1984,N,metals,1.90953957,Gt/yr,haas2020,observed
1985,N,metals,1.978188351,Gt/yr,haas2020,observed
1986,N,metals,1.998456441,Gt/yr,haas2020,observed
1987,N,metals,2.097932947,Gt/yr,haas2020,observed
1988,N,metals,2.284236234,Gt/yr,haas2020,observed
1989,N,metals,2.41795825,Gt/yr,haas2020,observed
1990,N,metals,2.421878166,Gt/yr,haas2020,observed
1991,N,metals,2.362139085,Gt/yr,haas2020,observed
1992,N,metals,2.334994354,Gt/yr,haas2020,observed
1993,N,metals,2.344241776,Gt/yr,haas2020,observed
1994,N,metals,2.384664672,Gt/yr,haas2020,observed
1995,N,metals,2.533081979,Gt/yr,haas2020,observed
1996,N,metals,2.631250765,Gt/yr,haas2020,observed
1997,N,metals,2.768273159,Gt/yr,haas2020,observed
1998,N,metals,2.84940539,Gt/yr,haas2020,observed
1999,N,metals,2.897275815,Gt/yr,haas2020,observed
2000,N,metals,3.060359264,Gt/yr,haas2020,observed
2001,N,metals,3.083325036,Gt/yr,haas2020,observed
2002,N,metals,3.132815039,Gt/yr,haas2020,observed
2003,N,metals,3.269009496,Gt/yr,haas2020,observed
2004,N,metals,3.632155218,Gt/yr,haas2020,observed
2005,N,metals,3.92441831,Gt/yr,haas2020,observed
2006,N,metals,4.238860668,Gt/yr,haas2020,observed
2007,N,metals,4.58537758,Gt/yr,haas2020,observed
2008,N,metals,4.825261419,Gt/yr,haas2020,observed
2009,N,metals,4.854106726,Gt/yr,haas2020,observed
2010,N,metals,5.253004725,Gt/yr,haas2020,observed
2011,N,metals,5.784444466,Gt/yr,haas2020,observed
2012,N,metals,5.835787412,Gt/yr,haas2020,observed
2013,N,metals,6.246761714,Gt/yr,haas2020,observed
2014,N,metals,6.417903538,Gt/yr,haas2020,observed
2015,N,metals,6.462668367,Gt/yr,haas2020,observed
1900,N,non_metallic_minerals,0.8893690225,Gt/yr,haas2020,observed
1901,N,non_metallic_minerals,0.9183494781,Gt/yr,haas2020,observed
1902,N,non_metallic_minerals,0.9304219806,Gt/yr,haas2020,observed
1903,N,non_metallic_minerals,0.9586924252,Gt/yr,haas2020,observed
1904,N,non_metallic_minerals,0.9687757182,Gt/yr,haas2020,observed
1905,N,non_metallic_minerals,1.011482825,Gt/yr,haas2020,observed
1906,N,non_metallic_minerals,1.033766706,Gt/yr,haas2020,observed
1907,N,non_metallic_minerals,1.060330006,Gt/yr,haas2020,observed
1908,N,non_metallic_minerals,1.095000947,Gt/yr,haas2020,observed
1909,N,non_metallic_minerals,1.133422464,Gt/yr,haas2020,observed
1910,N,non_metallic_minerals,1.144561946,Gt/yr,haas2020,observed
1911,N,non_metallic_minerals,1.157036747,Gt/yr,haas2020,observed
1912,N,non_metallic_minerals,1.178017932,Gt/yr,haas2020,observed
1913,N,non_metallic_minerals,1.20117876,Gt/yr,haas2020,observed
1914,N,non_metallic_minerals,1.177992718,Gt/yr,haas2020,observed
1915,N,non_metallic_minerals,1.148750261,Gt/yr,haas2020,observed
1916,N,non_metallic_minerals,1.155740711,Gt/yr,haas2020,observed
1917,N,non_metallic_minerals,1.115947298,Gt/yr,haas2020,observed
1918,N,non_metallic_minerals,1.134221437,Gt/yr,haas2020,observed
1919,N,non_metallic_minerals,1.049840877,Gt/yr,haas2020,observed
1920,N,non_metallic_minerals,1.125325868,Gt/yr,haas2020,observed
1921,N,non_metallic_minerals,1.133578522,Gt/yr,haas2020,observed
1922,N,non_metallic_minerals,1.245363042,Gt/yr,haas2020,observed
1923,N,non_metallic_minerals,1.271715079,Gt/yr,haas2020,observed
1924,N,non_metallic_minerals,1.387611289,Gt/yr,haas2020,observed
1925,N,non_metallic_minerals,1.467720515,Gt/yr,haas2020,observed
1926,N,non_metallic_minerals,1.553686373,Gt/yr,haas2020,observed
1927,N,non_metallic_minerals,1.643668171,Gt/yr,haas2020,observed
1928,N,non_metallic_minerals,1.691127048,Gt/yr,haas2020,observed
1929,N,non_metallic_minerals,1.741113314,Gt/yr,haas2020,observed
1930,N,non_metallic_minerals,1.730676287,Gt/yr,haas2020,observed
1931,N,non_metallic_minerals,1.696616751,Gt/yr,haas2020,observed
1932,N,non_metallic_minerals,1.613130795,Gt/yr,haas2020,observed
1933,N,non_metallic_minerals,1.628828736,Gt/yr,haas2020,observed
1934,N,non_metallic_minerals,1.750879537,Gt/yr,haas2020,observed
1935,N,non_metallic_minerals,1.811709005,Gt/yr,haas2020,observed
1936,N,non_metallic_minerals,1.87188188,Gt/yr,haas2020,observed
1937,N,non_metallic_minerals,2.077810834,Gt/yr,haas2020,observed
1938,N,non_metallic_minerals,2.133194722,Gt/yr,haas2020,observed
1939,N,non_metallic_minerals,2.211017548,Gt/yr,haas2020,observed
1940,N,non_metallic_minerals,2.217087597,Gt/yr,haas2020,observed
1941,N,non_metallic_minerals,2.306235315,Gt/yr,haas2020,observed
1942,N,non_metallic_minerals,2.27280019,Gt/yr,haas2020,observed
1943,N,non_metallic_minerals,2.266697995,Gt/yr,haas2020,observed
1944,N,non_metallic_minerals,2.234763103,Gt/yr,haas2020,observed
1945,N,non_metallic_minerals,2.223121588,Gt/yr,haas2020,observed
1946,N,non_metallic_minerals,2.481026023,Gt/yr,haas2020,observed
1947,N,non_metallic_minerals,2.730987233,Gt/yr,haas2020,observed
1948,N,non_metallic_minerals,2.959452908,Gt/yr,haas2020,observed
1949,N,non_metallic_minerals,3.175466239,Gt/yr,haas2020,observed
1950,N,non_metallic_minerals,3.502406742,Gt/yr,haas2020,observed
1951,N,non_metallic_minerals,3.794687109,Gt/yr,haas2020,observed
1952,N,non_metallic_minerals,4.04784461,Gt/yr,haas2020,observed
1953,N,non_metallic_minerals,4.252290649,Gt/yr,haas2020,observed
1954,N,non_metallic_minerals,4.554200955,Gt/yr,haas2020,observed
1955,N,non_metallic_minerals,4.822193251,Gt/yr,haas2020,observed
1956,N,non_metallic_minerals,5.197642361,Gt/yr,haas2020,observed
1957,N,non_metallic_minerals,5.441507864,Gt/yr,haas2020,observed
1958,N,non_metallic_minerals,5.724792606,Gt/yr,haas2020,observed
1959,N,non_metallic_minerals,6.131551587,Gt/yr,haas2020,observed
1960,N,non_metallic_minerals,6.505316091,Gt/yr,haas2020,observed
1961,N,non_metallic_minerals,6.888605458,Gt/yr,haas2020,observed
1962,N,non_metallic_minerals,7.315191812,Gt/yr,haas2020,observed
1963,N,non_metallic_minerals,7.814420173,Gt/yr,haas2020,observed
1964,N,non_metallic_minerals,8.437986687,Gt/yr,haas2020,observed
1965,N,non_metallic_minerals,8.859223556,Gt/yr,haas2020,observed
1966,N,non_metallic_minerals,9.568800078,Gt/yr,haas2020,observed
1967,N,non_metallic_minerals,9.742002538,Gt/yr,haas2020,observed
1968,N,non_metallic_minerals,10.43393114,Gt/yr,haas2020,observed
1969,N,non_metallic_minerals,10.85840331,Gt/yr,haas2020,observed
1970,N,non_metallic_minerals,11.77108857,Gt/yr,haas2020,observed
1971,N,non_metallic_minerals,11.99821731,Gt/yr,haas2020,observed
1972,N,non_metallic_minerals,13.39370937,Gt/yr,haas2020,observed
1973,N,non_metallic_minerals,13.81448999,Gt/yr,haas2020,observed
1974,N,non_metallic_minerals,14.16295732,Gt/yr,haas2020,observed
1975,N,non_metallic_minerals,13.87343299,Gt/yr,haas2020,observed
1976,N,non_metallic_minerals,13.97667082,Gt/yr,haas2020,observed
1977,N,non_metallic_minerals,14.36320818,Gt/yr,haas2020,observed
1978,N,non_metallic_minerals,15.00620432,Gt/yr,haas2020,observed
1979,N,non_metallic_minerals,15.38763415,Gt/yr,haas2020,observed
1980,N,non_metallic_minerals,15.46663161,Gt/yr,haas2020,observed
1981,N,non_metallic_minerals,14.92370026,Gt/yr,haas2020,observed
1982,N,non_metallic_minerals,14.75264474,Gt/yr,haas2020,observed
1983,N,non_metallic_minerals,14.94769167,Gt/yr,haas2020,observed
1984,N,non_metallic_minerals,15.62856432,Gt/yr,haas2020,observed
1985,N,non_metallic_minerals,15.83905487,Gt/yr,haas2020,observed
1986,N,non_metallic_minerals,16.41606747,Gt/yr,haas2020,observed
1987,N,non_metallic_minerals,17.12389886,Gt/yr,haas2020,observed
1988,N,non_metallic_minerals,18.38167184,Gt/yr,haas2020,observed
1989,N,non_metallic_minerals,17.91000252,Gt/yr,haas2020,observed
1990,N,non_metallic_minerals,17.99648309,Gt/yr,haas2020,observed
1991,N,non_metallic_minerals,19.29551243,Gt/yr,haas2020,observed
1992,N,non_metallic_minerals,19.38905133,Gt/yr,haas2020,observed
1993,N,non_metallic_minerals,21.06092827,Gt/yr,haas2020,observed
1994,N,non_metallic_minerals,21.99266647,Gt/yr,haas2020,observed
1995,N,non_metallic_minerals,24.45182396,Gt/yr,haas2020,observed
1996,N,non_metallic_minerals,24.43146278,Gt/yr,haas2020,observed
1997,N,non_metallic_minerals,24.78118733,Gt/yr,haas2020,observed
1998,N,non_metallic_minerals,25.86761999,Gt/yr,haas2020,observed
1999,N,non_metallic_minerals,26.48069983,Gt/yr,haas2020,observed
