year,series,region_or_material,value,unit,source,method
2011,rc,Sb,10.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from Roskill (2007)",transcribed_table_range_low
2011,rc,Sb,25.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from Roskill (2007)",transcribed_table_range_high
2011,rc,Sb,10.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,eolrr,Sb,89.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from Carlin (2006)",transcribed_table_point
2011,eolrr,Sb,5.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,eolrr,Te,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,rc,La,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_low
2011,rc,La,10.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_high
2011,eolrr,La,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,rc,Ce,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_low
2011,rc,Ce,10.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_high
2011,eolrr,Ce,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,rc,Pr,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_low
2011,rc,Pr,10.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_high
2011,eolrr,Pr,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,rc,Nd,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_low
2011,rc,Nd,10.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_high
2011,eolrr,Nd,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,rc,Sm,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,eolrr,Sm,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,rc,Eu,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,eolrr,Eu,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,rc,Gd,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_low
2011,rc,Gd,10.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_high
2011,eolrr,Gd,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,rc,Tb,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,eolrr,Tb,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,rc,Dy,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_low
2011,rc,Dy,10.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_high
2011,eolrr,Dy,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,rc,Ho,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,eolrr,Ho,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,rc,Er,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,eolrr,Er,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,rc,Tm,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,eolrr,Tm,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,rc,Yb,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,eolrr,Yb,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,rc,Lu,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,eolrr,Lu,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,eolrr,Hf,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,osr,Ta,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_low
2011,osr,Ta,10.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_high
2011,osr,Ta,43.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from Cunningham (2004b)",transcribed_table_point
2011,rc,Ta,10.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_low
2011,rc,Ta,25.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_high
2011,rc,Ta,21.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from Cunningham (2004b)",transcribed_table_point
2011,eolrr,Ta,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,eolrr,Ta,35.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from Cunningham (2004b)",transcribed_table_point
2011,osr,W,80.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from Shedd (2005)",transcribed_table_point
2011,rc,W,46.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from Shedd (2005)",transcribed_table_point
2011,eolrr,W,10.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_low
2011,eolrr,W,25.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_high
2011,eolrr,W,66.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from Shedd (2005)",transcribed_table_point
2011,osr,Re,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_approximate
2011,rc,Re,10.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_low
2011,rc,Re,25.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_high
2011,eolrr,Re,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_lower_bound
2011,osr,Hg,97.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from Brooks and Matos (2005)",transcribed_table_point
2011,rc,Hg,25.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_low
2011,rc,Hg,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_high
2011,eolrr,Hg,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_low
2011,eolrr,Hg,10.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_range_high
2011,eolrr,Hg,62.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from Brooks and Matos (2005)",transcribed_table_point
2011,osr,Tl,0.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_point
2011,rc,Tl,0.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_point
2011,eolrr,Tl,0.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_point
2011,osr,Bi,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,eolrr,Bi,1.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, table F1, pp. 36-37; estimate from working group expert opinion",transcribed_table_upper_bound
2011,eolrr_iron_and_steel_low,Fe,70.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, appendix C, p. 30",transcribed
2011,eolrr_iron_and_steel_high,Fe,90.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, appendix C, p. 30",transcribed
2011,n_metals_studied,all,60.0,count,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed
2011,n_metals_eolrr_above_50pc,all,18.0,count,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed
2011,n_metals_eolrr_25_to_50pc,all,3.0,count,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed
2011,n_metals_eolrr_10_to_25pc,all,3.0,count,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed
2011,eolrr_bin_above_50pc,Al,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Co,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Cr,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Cu,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Au,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Fe,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Pb,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Mn,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Nb,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Ni,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Pd,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Pt,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Re,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Rh,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Ag,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Sn,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Ti,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
2011,eolrr_bin_above_50pc,Zn,50.0,percent,"UNEP IRP 2011, Recycling Rates of Metals, p. 17",transcribed_lower_bound
