year,check,category,inflow,outflow,residual,residual_share
1950,cross_source_input_equals_output,total,15.4302956,15.43225849,-0.00196289275,-0.0001272103141
1951,cross_source_input_equals_output,total,16.07850591,16.08510245,-0.00659654063,-0.000410270747
1952,cross_source_input_equals_output,total,16.51888442,16.52548297,-0.00659855509,-0.0003994552491
1953,cross_source_input_equals_output,total,16.95283209,16.95943789,-0.00660580308,-0.0003896577897
1954,cross_source_input_equals_output,total,17.49603479,17.50266131,-0.00662651656,-0.0003787439062
1955,cross_source_input_equals_output,total,18.15324234,18.15991467,-0.0066723397,-0.0003675563614
1956,cross_source_input_equals_output,total,18.90268827,18.90939988,-0.00671161263,-0.0003550612768
1957,cross_source_input_equals_output,total,19.46698323,19.47375599,-0.00677275617,-0.000347909899
1958,cross_source_input_equals_output,total,19.98705954,19.99388941,-0.00682987635,-0.000341714915
1959,cross_source_input_equals_output,total,20.7933839,20.80026565,-0.00688175657,-0.0003309589533
1960,cross_source_input_equals_output,total,21.73338112,21.74032629,-0.00694517286,-0.0003195624657
1961,cross_source_input_equals_output,total,22.29244152,22.29965546,-0.00721394828,-0.0003236051231
1962,cross_source_input_equals_output,total,23.14909551,23.15378746,-0.00469194697,-0.0002026838141
1963,cross_source_input_equals_output,total,24.16518476,24.17166641,-0.00648165183,-0.0002682227301
1964,cross_source_input_equals_output,total,25.53954818,25.55331571,-0.0137675335,-0.0005390672303
1965,cross_source_input_equals_output,total,26.12312259,26.13779268,-0.01467008597,-0.0005615747474
1966,cross_source_input_equals_output,total,27.49127076,27.50235032,-0.01107956577,-0.0004030212305
1967,cross_source_input_equals_output,total,28.02361702,28.03791189,-0.01429487101,-0.0005101008553
1968,cross_source_input_equals_output,total,29.35715254,29.36735926,-0.01020671101,-0.0003476737396
1969,cross_source_input_equals_output,total,30.15973336,30.16931923,-0.00958586569,-0.000317836553
1970,cross_source_input_equals_output,total,31.75864133,31.77159993,-0.01295860283,-0.0004080339174
1971,cross_source_input_equals_output,total,32.58312989,32.60340143,-0.02027153797,-0.0006221482724
1972,cross_source_input_equals_output,total,34.27100465,34.28879447,-0.01778981421,-0.0005190922877
1973,cross_source_input_equals_output,total,35.63533653,35.65240195,-0.01706542511,-0.0004788905275
1974,cross_source_input_equals_output,total,36.28879124,36.3007853,-0.01199405761,-0.0003305168677
1975,cross_source_input_equals_output,total,36.17453551,36.17150913,0.00302637628,8.366040467e-05
1976,cross_source_input_equals_output,total,37.04507034,37.05296894,-0.007898603074,-0.0002132160366
1977,cross_source_input_equals_output,total,37.83580294,37.8438359,-0.008032960304,-0.0002123110832
1978,cross_source_input_equals_output,total,39.06389629,39.07340633,-0.009510037082,-0.0002434482472
1979,cross_source_input_equals_output,total,39.99930775,40.01657779,-0.01727004218,-0.0004317585267
1980,cross_source_input_equals_output,total,40.1152948,40.1301979,-0.01490310106,-0.0003715067066
1981,cross_source_input_equals_output,total,39.88345977,39.89309209,-0.009632322155,-0.0002415116996
1982,cross_source_input_equals_output,total,40.15090725,40.16075896,-0.009851704886,-0.0002453669309
1983,cross_source_input_equals_output,total,40.32259352,40.33498005,-0.01238653262,-0.0003071859109
1984,cross_source_input_equals_output,total,42.1600821,42.16854321,-0.008461111596,-0.000200690112
1985,cross_source_input_equals_output,total,42.7344991,42.74557051,-0.01107140604,-0.0002590741971
1986,cross_source_input_equals_output,total,43.83158975,43.84085223,-0.009262481115,-0.000211319762
1987,cross_source_input_equals_output,total,45.0106233,45.02609413,-0.01547082748,-0.0003437150243
1988,cross_source_input_equals_output,total,46.8663705,46.87853879,-0.01216829018,-0.0002596379887
1989,cross_source_input_equals_output,total,47.33334661,47.35165057,-0.01830395433,-0.000386703152
1990,cross_source_input_equals_output,total,47.76678863,47.77916804,-0.01237940426,-0.0002591634192
1991,cross_source_input_equals_output,total,48.86734019,48.87574592,-0.008405723717,-0.000172011075
1992,cross_source_input_equals_output,total,49.12825728,49.13921538,-0.01095810183,-0.0002230508964
1993,cross_source_input_equals_output,total,50.61037561,50.60558332,0.004792286447,9.468980203e-05
1994,cross_source_input_equals_output,total,52.07982921,52.0909487,-0.01111948936,-0.0002135085605
1995,cross_source_input_equals_output,total,55.15504992,55.1670422,-0.01199227909,-0.0002174284876
1996,cross_source_input_equals_output,total,56.06144661,56.07010352,-0.008656914633,-0.0001544183241
1997,cross_source_input_equals_output,total,56.82906993,56.82774938,0.001320553717,2.323729244e-05
1998,cross_source_input_equals_output,total,58.23841776,58.23671479,0.00170296137,2.924120255e-05
1999,cross_source_input_equals_output,total,59.1936702,59.20063268,-0.00696247857,-0.0001176220117
2000,cross_source_input_equals_output,total,60.30386219,60.31654317,-0.01268097793,-0.0002102846728
2001,cross_source_input_equals_output,total,60.83172173,60.84186997,-0.01014824207,-0.0001668248371
2002,cross_source_input_equals_output,total,61.54236089,61.55897998,-0.01661909307,-0.0002700431513
2003,cross_source_input_equals_output,total,64.44151301,64.45358541,-0.01207239338,-0.0001873387637
2004,cross_source_input_equals_output,total,67.53406796,67.55546228,-0.02139431839,-0.0003167929763
2005,cross_source_input_equals_output,total,70.32953724,70.35114045,-0.02160321056,-0.0003071712314
2006,cross_source_input_equals_output,total,73.95695939,73.97527632,-0.01831692725,-0.0002476700962
2007,cross_source_input_equals_output,total,76.98845346,77.00701833,-0.01856486547,-0.0002411383089
2008,cross_source_input_equals_output,total,78.32135439,78.33215461,-0.01080022005,-0.000137896237
2009,cross_source_input_equals_output,total,79.81450233,79.82346317,-0.00896084415,-0.0001122708767
2010,cross_source_input_equals_output,total,83.4196366,83.43186138,-0.01222477757,-0.0001465455625
2011,cross_source_input_equals_output,total,88.3101469,88.31777206,-0.00762515302,-8.634515158e-05
2012,cross_source_input_equals_output,total,90.2378479,90.23966943,-0.00182152701,-2.018584277e-05
2013,cross_source_input_equals_output,total,93.45067216,93.457617,-0.00694484295,-7.43156019e-05
2014,cross_source_input_equals_output,total,95.12723692,95.1404446,-0.01320767256,-0.0001388421759
2015,cross_source_input_equals_output,total,95.01933262,95.03694165,-0.01760902579,-0.0001853204533
