year,series,category,value,unit,source,method
1980,N,total,38.45403387,Gt/yr,unep_irp,observed
1981,N,total,38.41855627,Gt/yr,unep_irp,observed
1982,N,total,38.59815573,Gt/yr,unep_irp,observed
1983,N,total,39.25854792,Gt/yr,unep_irp,observed
1984,N,total,40.85972385,Gt/yr,unep_irp,observed
1985,N,total,42.0307919,Gt/yr,unep_irp,observed
1986,N,total,43.2894671,Gt/yr,unep_irp,observed
1987,N,total,44.68238035,Gt/yr,unep_irp,observed
1988,N,total,46.07905027,Gt/yr,unep_irp,observed
1989,N,total,46.96187391,Gt/yr,unep_irp,observed
1990,N,total,47.43812665,Gt/yr,unep_irp,observed
1991,N,total,46.97861636,Gt/yr,unep_irp,observed
1992,N,total,48.47243586,Gt/yr,unep_irp,observed
1993,N,total,49.24174718,Gt/yr,unep_irp,observed
1994,N,total,50.68856822,Gt/yr,unep_irp,observed
1995,N,total,52.11642398,Gt/yr,unep_irp,observed
1996,N,total,53.32097761,Gt/yr,unep_irp,observed
1997,N,total,54.37770328,Gt/yr,unep_irp,observed
1998,N,total,55.56796736,Gt/yr,unep_irp,observed
1999,N,total,56.61099981,Gt/yr,unep_irp,observed
2000,N,total,57.84204218,Gt/yr,unep_irp,observed
2001,N,total,58.77947618,Gt/yr,unep_irp,observed
2002,N,total,60.01017218,Gt/yr,unep_irp,observed
2003,N,total,62.43334388,Gt/yr,unep_irp,observed
2004,N,total,65.79054711,Gt/yr,unep_irp,observed
2005,N,total,68.30651078,Gt/yr,unep_irp,observed
2006,N,total,71.42385556,Gt/yr,unep_irp,observed
2007,N,total,74.25506736,Gt/yr,unep_irp,observed
2008,N,total,75.37180256,Gt/yr,unep_irp,observed
2009,N,total,75.74563472,Gt/yr,unep_irp,observed
2010,N,total,79.92872961,Gt/yr,unep_irp,observed
2011,N,total,84.99675422,Gt/yr,unep_irp,observed
2012,N,total,87.74256748,Gt/yr,unep_irp,observed
2013,N,total,90.88568805,Gt/yr,unep_irp,observed
2014,N,total,92.34157283,Gt/yr,unep_irp,observed
2015,N,total,92.19153888,Gt/yr,unep_irp,observed
2016,N,total,92.46052344,Gt/yr,unep_irp,observed
2017,N,total,93.59855818,Gt/yr,unep_irp,observed
2018,N,total,93.98460089,Gt/yr,unep_irp,observed
2019,N,total,96.18874109,Gt/yr,unep_irp,observed
