year,series,region_or_material,value,unit,source,method
2014,allwaste_dsp_i_kg_per_head,AL,13.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,AL,44.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed_flag_d
2004,allwaste_dsp_i_kg_per_head,AT,227.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,AT,169.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,AT,192.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,AT,197.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,AT,9.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,BA,1.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,BE,246.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed_flag_e
2006,allwaste_dsp_i_kg_per_head,BE,225.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,BE,363.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,BE,181.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,BE,245.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,BE,151.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,BE,159.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,BE,153.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2020,allwaste_dsp_i_kg_per_head,BE,51.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,BE,29.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,BG,19.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,BG,26.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,BG,8.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,BG,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,BG,2.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,BG,3.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,BG,2.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,BG,1.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2020,allwaste_dsp_i_kg_per_head,BG,15.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,BG,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,CY,12.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,CY,19.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,CY,18.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,CY,8.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,CY,8.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,CY,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,CY,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,CY,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2020,allwaste_dsp_i_kg_per_head,CY,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,CY,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,CZ,4.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,CZ,7.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,CZ,7.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,CZ,5.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,CZ,7.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,CZ,8.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,CZ,8.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,CZ,9.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed_flag_b
2020,allwaste_dsp_i_kg_per_head,CZ,8.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,CZ,7.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,DE,176.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,DE,185.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,DE,169.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,DE,155.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,DE,137.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,DE,103.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,DE,55.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,DE,23.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2020,allwaste_dsp_i_kg_per_head,DE,24.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,DE,21.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,DK,586.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,DK,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,DK,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,DK,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,DK,1.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,DK,1.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,DK,1.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,DK,1.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2020,allwaste_dsp_i_kg_per_head,DK,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,DK,1.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,EE,2.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,EE,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,EE,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,EE,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,EE,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,EE,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,EE,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,EE,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2020,allwaste_dsp_i_kg_per_head,EE,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,EE,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,EL,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,EL,1.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,EL,3.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,EL,2.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,EL,2.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,EL,2.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,EL,1.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,EL,1.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2020,allwaste_dsp_i_kg_per_head,EL,1.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed_flag_p
2022,allwaste_dsp_i_kg_per_head,EL,1.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed_flag_p
2004,allwaste_dsp_i_kg_per_head,ES,4.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,ES,12.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,ES,11.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,ES,9.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,ES,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,ES,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,ES,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,ES,3.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2020,allwaste_dsp_i_kg_per_head,ES,2.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,ES,2.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,EU27_2020,84.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,EU27_2020,98.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,EU27_2020,98.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,EU27_2020,82.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,EU27_2020,68.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,EU27_2020,58.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,EU27_2020,40.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,EU27_2020,32.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2020,allwaste_dsp_i_kg_per_head,EU27_2020,22.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,EU27_2020,19.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,EU28,76.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,EU28,97.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,EU28,97.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,EU28,83.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,EU28,71.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,EU28,66.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,EU28,46.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,EU28,42.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,FI,30.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,FI,25.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,FI,32.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,FI,73.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,FI,82.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,FI,91.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,FI,10.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,FI,18.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2020,allwaste_dsp_i_kg_per_head,FI,25.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,FI,40.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,FR,14.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed_flag_i
2006,allwaste_dsp_i_kg_per_head,FR,114.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,FR,134.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,FR,120.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,FR,109.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,FR,91.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,FR,75.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,FR,65.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2020,allwaste_dsp_i_kg_per_head,FR,62.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,FR,50.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,HR,5.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,HR,20.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,HR,6.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,HR,5.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,HR,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed_flag_b
2014,allwaste_dsp_i_kg_per_head,HR,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,HR,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,HR,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2020,allwaste_dsp_i_kg_per_head,HR,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,HR,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,HU,6.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,HU,7.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,HU,6.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,HU,8.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,HU,9.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,HU,9.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,HU,8.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,HU,8.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2020,allwaste_dsp_i_kg_per_head,HU,9.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,HU,9.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,IE,9.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,IE,8.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,IE,5.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,IE,9.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,IE,3.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,IE,3.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,IE,2.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,IE,2.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2020,allwaste_dsp_i_kg_per_head,IE,2.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,IE,2.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,IS,58.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,IS,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,IS,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,IS,0.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,IS,39.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,IS,40.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,IS,40.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2020,allwaste_dsp_i_kg_per_head,IS,33.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,IS,36.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,IT,84.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,IT,104.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2008,allwaste_dsp_i_kg_per_head,IT,88.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2010,allwaste_dsp_i_kg_per_head,IT,102.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2012,allwaste_dsp_i_kg_per_head,IT,97.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2014,allwaste_dsp_i_kg_per_head,IT,111.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2016,allwaste_dsp_i_kg_per_head,IT,62.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2018,allwaste_dsp_i_kg_per_head,IT,62.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2020,allwaste_dsp_i_kg_per_head,IT,11.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2022,allwaste_dsp_i_kg_per_head,IT,11.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2004,allwaste_dsp_i_kg_per_head,LT,8.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
2006,allwaste_dsp_i_kg_per_head,LT,5.0,kg_per_head,"Eurostat env_wastrt, treatment of waste by waste category, hazardousness and waste management operations",observed
