year,series,category,value,unit,source,method
1976,MK,metals,11.39819935,Gt,krausmann2018,observed
1977,MK,metals,11.81241677,Gt,krausmann2018,observed
1978,MK,metals,12.24541811,Gt,krausmann2018,observed
1979,MK,metals,12.69673855,Gt,krausmann2018,observed
1980,MK,metals,13.1350708,Gt,krausmann2018,observed
1981,MK,metals,13.55596961,Gt,krausmann2018,observed
1982,MK,metals,13.93509311,Gt,krausmann2018,observed
1983,MK,metals,14.31413447,Gt,krausmann2018,observed
1984,MK,metals,14.72603588,Gt,krausmann2018,observed
1985,MK,metals,15.14276205,Gt,krausmann2018,observed
1986,MK,metals,15.55580323,Gt,krausmann2018,observed
1987,MK,metals,15.97842086,Gt,krausmann2018,observed
1988,MK,metals,16.42726917,Gt,krausmann2018,observed
1989,MK,metals,16.88088453,Gt,krausmann2018,observed
1990,MK,metals,17.31946669,Gt,krausmann2018,observed
1991,MK,metals,17.73317528,Gt,krausmann2018,observed
1992,MK,metals,18.13929462,Gt,krausmann2018,observed
1993,MK,metals,18.5413833,Gt,krausmann2018,observed
1994,MK,metals,18.94998691,Gt,krausmann2018,observed
1995,MK,metals,19.37701106,Gt,krausmann2018,observed
1996,MK,metals,19.79767617,Gt,krausmann2018,observed
1997,MK,metals,20.24040611,Gt,krausmann2018,observed
1998,MK,metals,20.67627989,Gt,krausmann2018,observed
1999,MK,metals,21.11177272,Gt,krausmann2018,observed
2000,MK,metals,21.57922103,Gt,krausmann2018,observed
2001,MK,metals,22.04907259,Gt,krausmann2018,observed
2002,MK,metals,22.54336941,Gt,krausmann2018,observed
2003,MK,metals,23.09099563,Gt,krausmann2018,observed
2004,MK,metals,23.68758759,Gt,krausmann2018,observed
2005,MK,metals,24.35479719,Gt,krausmann2018,observed
2006,MK,metals,25.08880241,Gt,krausmann2018,observed
2007,MK,metals,25.90600262,Gt,krausmann2018,observed
2008,MK,metals,26.71692925,Gt,krausmann2018,observed
2009,MK,metals,27.49185228,Gt,krausmann2018,observed
2010,MK,metals,28.37152531,Gt,krausmann2018,observed
2011,MK,metals,29.32183744,Gt,krausmann2018,observed
2012,MK,metals,30.28295878,Gt,krausmann2018,observed
2013,MK,metals,31.32160981,Gt,krausmann2018,observed
2014,MK,metals,32.3452635,Gt,krausmann2018,observed
2015,MK,metals,33.34610747,Gt,krausmann2018,observed
1900,MK,total,35.860714,Gt,krausmann2018,observed
1901,MK,total,36.33711072,Gt,krausmann2018,observed
1902,MK,total,36.81852636,Gt,krausmann2018,observed
1903,MK,total,37.31991643,Gt,krausmann2018,observed
1904,MK,total,37.82800402,Gt,krausmann2018,observed
1905,MK,total,38.38167614,Gt,krausmann2018,observed
1906,MK,total,38.94144266,Gt,krausmann2018,observed
1907,MK,total,39.53385543,Gt,krausmann2018,observed
1908,MK,total,40.13977075,Gt,krausmann2018,observed
1909,MK,total,40.78128115,Gt,krausmann2018,observed
1910,MK,total,41.43196542,Gt,krausmann2018,observed
1911,MK,total,42.07846212,Gt,krausmann2018,observed
1912,MK,total,42.74475186,Gt,krausmann2018,observed
1913,MK,total,43.4360884,Gt,krausmann2018,observed
1914,MK,total,44.07155812,Gt,krausmann2018,observed
1915,MK,total,44.67486551,Gt,krausmann2018,observed
1916,MK,total,45.29133137,Gt,krausmann2018,observed
1917,MK,total,45.8673695,Gt,krausmann2018,observed
1918,MK,total,46.45143257,Gt,krausmann2018,observed
1919,MK,total,46.93668422,Gt,krausmann2018,observed
1920,MK,total,47.4925416,Gt,krausmann2018,observed
1921,MK,total,48.02083286,Gt,krausmann2018,observed
1922,MK,total,48.65308124,Gt,krausmann2018,observed
1923,MK,total,49.31816427,Gt,krausmann2018,observed
1924,MK,total,50.06934005,Gt,krausmann2018,observed
1925,MK,total,50.8833297,Gt,krausmann2018,observed
1926,MK,total,51.76691636,Gt,krausmann2018,observed
1927,MK,total,52.73028638,Gt,krausmann2018,observed
1928,MK,total,53.72040272,Gt,krausmann2018,observed
1929,MK,total,54.75664296,Gt,krausmann2018,observed
1930,MK,total,55.75634784,Gt,krausmann2018,observed
1931,MK,total,56.69369251,Gt,krausmann2018,observed
1932,MK,total,57.52177916,Gt,krausmann2018,observed
1933,MK,total,58.3551282,Gt,krausmann2018,observed
1934,MK,total,59.29831571,Gt,krausmann2018,observed
1935,MK,total,60.28976197,Gt,krausmann2018,observed
1936,MK,total,61.33778219,Gt,krausmann2018,observed
1937,MK,total,62.58305882,Gt,krausmann2018,observed
1938,MK,total,63.8390494,Gt,krausmann2018,observed
1939,MK,total,65.16445782,Gt,krausmann2018,observed
1940,MK,total,66.47956827,Gt,krausmann2018,observed
1941,MK,total,67.86532034,Gt,krausmann2018,observed
1942,MK,total,69.20905748,Gt,krausmann2018,observed
1943,MK,total,70.53135913,Gt,krausmann2018,observed
1944,MK,total,71.80163721,Gt,krausmann2018,observed
1945,MK,total,73.03470739,Gt,krausmann2018,observed
1946,MK,total,74.47406447,Gt,krausmann2018,observed
1947,MK,total,76.14131462,Gt,krausmann2018,observed
1948,MK,total,78.00482781,Gt,krausmann2018,observed
1949,MK,total,80.05491409,Gt,krausmann2018,observed
1950,MK,total,82.39491516,Gt,krausmann2018,observed
1951,MK,total,84.99220558,Gt,krausmann2018,observed
1952,MK,total,87.79903039,Gt,krausmann2018,observed
1953,MK,total,90.78108637,Gt,krausmann2018,observed
1954,MK,total,94.03801165,Gt,krausmann2018,observed
1955,MK,total,97.47823273,Gt,krausmann2018,observed
1956,MK,total,101.2396356,Gt,krausmann2018,observed
1957,MK,total,105.204615,Gt,krausmann2018,observed
1958,MK,total,109.3757241,Gt,krausmann2018,observed
1959,MK,total,113.874714,Gt,krausmann2018,observed
1960,MK,total,118.7240922,Gt,krausmann2018,observed
1961,MK,total,123.8701717,Gt,krausmann2018,observed
1962,MK,total,129.3393483,Gt,krausmann2018,observed
1963,MK,total,135.1681448,Gt,krausmann2018,observed
1964,MK,total,141.5554366,Gt,krausmann2018,observed
1965,MK,total,148.2985626,Gt,krausmann2018,observed
1966,MK,total,155.630023,Gt,krausmann2018,observed
1967,MK,total,163.0032882,Gt,krausmann2018,observed
1968,MK,total,170.9821707,Gt,krausmann2018,observed
1969,MK,total,179.2752296,Gt,krausmann2018,observed
1970,MK,total,188.3605686,Gt,krausmann2018,observed
1971,MK,total,197.5538617,Gt,krausmann2018,observed
1972,MK,total,207.9834695,Gt,krausmann2018,observed
1973,MK,total,218.7474855,Gt,krausmann2018,observed
1974,MK,total,229.6848084,Gt,krausmann2018,observed
1975,MK,total,240.1318732,Gt,krausmann2018,observed
1976,MK,total,250.5638719,Gt,krausmann2018,observed
1977,MK,total,261.2309228,Gt,krausmann2018,observed
1978,MK,total,272.3758097,Gt,krausmann2018,observed
1979,MK,total,283.8377988,Gt,krausmann2018,observed
1980,MK,total,295.1701295,Gt,krausmann2018,observed
1981,MK,total,305.8502861,Gt,krausmann2018,observed
1982,MK,total,316.1740988,Gt,krausmann2018,observed
1983,MK,total,326.5362674,Gt,krausmann2018,observed
1984,MK,total,337.3928012,Gt,krausmann2018,observed
1985,MK,total,348.328773,Gt,krausmann2018,observed
1986,MK,total,359.7164484,Gt,krausmann2018,observed
1987,MK,total,371.6482511,Gt,krausmann2018,observed
1988,MK,total,384.5572587,Gt,krausmann2018,observed
1989,MK,total,396.9242739,Gt,krausmann2018,observed
1990,MK,total,409.1785519,Gt,krausmann2018,observed
1991,MK,total,422.5836629,Gt,krausmann2018,observed
1992,MK,total,435.9363158,Gt,krausmann2018,observed
1993,MK,total,450.6645414,Gt,krausmann2018,observed
1994,MK,total,466.101777,Gt,krausmann2018,observed
1995,MK,total,483.3535382,Gt,krausmann2018,observed
1996,MK,total,500.4433745,Gt,krausmann2018,observed
1997,MK,total,517.9071579,Gt,krausmann2018,observed
1998,MK,total,536.0881774,Gt,krausmann2018,observed
1999,MK,total,554.5875959,Gt,krausmann2018,observed
2000,MK,total,573.4185142,Gt,krausmann2018,observed
2001,MK,total,592.0483263,Gt,krausmann2018,observed
2002,MK,total,610.7609496,Gt,krausmann2018,observed
2003,MK,total,630.9682515,Gt,krausmann2018,observed
2004,MK,total,652.4617302,Gt,krausmann2018,observed
2005,MK,total,675.0161689,Gt,krausmann2018,observed
2006,MK,total,699.6189347,Gt,krausmann2018,observed
2007,MK,total,725.3346835,Gt,krausmann2018,observed
2008,MK,total,750.6297801,Gt,krausmann2018,observed
2009,MK,total,776.6912466,Gt,krausmann2018,observed
2010,MK,total,804.3832061,Gt,krausmann2018,observed
2011,MK,total,834.4065738,Gt,krausmann2018,observed
2012,MK,total,865.0805843,Gt,krausmann2018,observed
2013,MK,total,897.0272349,Gt,krausmann2018,observed
2014,MK,total,929.3638444,Gt,krausmann2018,observed
2015,MK,total,960.6508063,Gt,krausmann2018,observed
1900,MK,wood_glass_plastics,4.28210457,Gt,krausmann2018,observed
1901,MK,wood_glass_plastics,4.293273492,Gt,krausmann2018,observed
1902,MK,wood_glass_plastics,4.306994367,Gt,krausmann2018,observed
1903,MK,wood_glass_plastics,4.32177893,Gt,krausmann2018,observed
1904,MK,wood_glass_plastics,4.338328453,Gt,krausmann2018,observed
1905,MK,wood_glass_plastics,4.35569532,Gt,krausmann2018,observed
1906,MK,wood_glass_plastics,4.374310195,Gt,krausmann2018,observed
1907,MK,wood_glass_plastics,4.393757078,Gt,krausmann2018,observed
1908,MK,wood_glass_plastics,4.414338211,Gt,krausmann2018,observed
1909,MK,wood_glass_plastics,4.435808273,Gt,krausmann2018,observed
1910,MK,wood_glass_plastics,4.45838757,Gt,krausmann2018,observed
1911,MK,wood_glass_plastics,4.481819453,Gt,krausmann2018,observed
1912,MK,wood_glass_plastics,4.506561453,Gt,krausmann2018,observed
1913,MK,wood_glass_plastics,4.532911453,Gt,krausmann2018,observed
1914,MK,wood_glass_plastics,4.560756883,Gt,krausmann2018,observed
1915,MK,wood_glass_plastics,4.589572609,Gt,krausmann2018,observed
1916,MK,wood_glass_plastics,4.619674188,Gt,krausmann2018,observed
1917,MK,wood_glass_plastics,4.65114818,Gt,krausmann2018,observed
1918,MK,wood_glass_plastics,4.684034398,Gt,krausmann2018,observed
1919,MK,wood_glass_plastics,4.718180828,Gt,krausmann2018,observed
1920,MK,wood_glass_plastics,4.753821516,Gt,krausmann2018,observed
1921,MK,wood_glass_plastics,4.791904,Gt,krausmann2018,observed
1922,MK,wood_glass_plastics,4.831396445,Gt,krausmann2018,observed
1923,MK,wood_glass_plastics,4.873222625,Gt,krausmann2018,observed
1924,MK,wood_glass_plastics,4.917068461,Gt,krausmann2018,observed
1925,MK,wood_glass_plastics,4.962543992,Gt,krausmann2018,observed
1926,MK,wood_glass_plastics,5.010001094,Gt,krausmann2018,observed
1927,MK,wood_glass_plastics,5.059046766,Gt,krausmann2018,observed
1928,MK,wood_glass_plastics,5.109307531,Gt,krausmann2018,observed
1929,MK,wood_glass_plastics,5.161091906,Gt,krausmann2018,observed
1930,MK,wood_glass_plastics,5.213710578,Gt,krausmann2018,observed
1931,MK,wood_glass_plastics,5.267908313,Gt,krausmann2018,observed
1932,MK,wood_glass_plastics,5.321874242,Gt,krausmann2018,observed
1933,MK,wood_glass_plastics,5.377299883,Gt,krausmann2018,observed
1934,MK,wood_glass_plastics,5.43330543,Gt,krausmann2018,observed
1935,MK,wood_glass_plastics,5.489253203,Gt,krausmann2018,observed
1936,MK,wood_glass_plastics,5.546712164,Gt,krausmann2018,observed
1937,MK,wood_glass_plastics,5.604648109,Gt,krausmann2018,observed
1938,MK,wood_glass_plastics,5.663154047,Gt,krausmann2018,observed
1939,MK,wood_glass_plastics,5.722329906,Gt,krausmann2018,observed
1940,MK,wood_glass_plastics,5.781168188,Gt,krausmann2018,observed
1941,MK,wood_glass_plastics,5.840570109,Gt,krausmann2018,observed
1942,MK,wood_glass_plastics,5.899898359,Gt,krausmann2018,observed
1943,MK,wood_glass_plastics,5.958938,Gt,krausmann2018,observed
1944,MK,wood_glass_plastics,6.019384141,Gt,krausmann2018,observed
1945,MK,wood_glass_plastics,6.079301594,Gt,krausmann2018,observed
1946,MK,wood_glass_plastics,6.138205969,Gt,krausmann2018,observed
1947,MK,wood_glass_plastics,6.198270047,Gt,krausmann2018,observed
1948,MK,wood_glass_plastics,6.258340625,Gt,krausmann2018,observed
1949,MK,wood_glass_plastics,6.318270922,Gt,krausmann2018,observed
1950,MK,wood_glass_plastics,6.379397286,Gt,krausmann2018,observed
1951,MK,wood_glass_plastics,6.446276549,Gt,krausmann2018,observed
1952,MK,wood_glass_plastics,6.517815085,Gt,krausmann2018,observed
1953,MK,wood_glass_plastics,6.593011314,Gt,krausmann2018,observed
1954,MK,wood_glass_plastics,6.672612902,Gt,krausmann2018,observed
1955,MK,wood_glass_plastics,6.755633572,Gt,krausmann2018,observed
1956,MK,wood_glass_plastics,6.842168473,Gt,krausmann2018,observed
1957,MK,wood_glass_plastics,6.932955418,Gt,krausmann2018,observed
1958,MK,wood_glass_plastics,7.027827367,Gt,krausmann2018,observed
1959,MK,wood_glass_plastics,7.127707078,Gt,krausmann2018,observed
1960,MK,wood_glass_plastics,7.231638729,Gt,krausmann2018,observed
1961,MK,wood_glass_plastics,7.340089352,Gt,krausmann2018,observed
1962,MK,wood_glass_plastics,7.454219367,Gt,krausmann2018,observed
1963,MK,wood_glass_plastics,7.581281957,Gt,krausmann2018,observed
1964,MK,wood_glass_plastics,7.731556398,Gt,krausmann2018,observed
1965,MK,wood_glass_plastics,7.905520773,Gt,krausmann2018,observed
1966,MK,wood_glass_plastics,8.092118352,Gt,krausmann2018,observed
1967,MK,wood_glass_plastics,8.275089555,Gt,krausmann2018,observed
1968,MK,wood_glass_plastics,8.477685352,Gt,krausmann2018,observed
1969,MK,wood_glass_plastics,8.69054068,Gt,krausmann2018,observed
1970,MK,wood_glass_plastics,8.909677531,Gt,krausmann2018,observed
1971,MK,wood_glass_plastics,9.134700625,Gt,krausmann2018,observed
1972,MK,wood_glass_plastics,9.373979531,Gt,krausmann2018,observed
1973,MK,wood_glass_plastics,9.636170875,Gt,krausmann2018,observed
1974,MK,wood_glass_plastics,9.871120281,Gt,krausmann2018,observed
1975,MK,wood_glass_plastics,10.05062666,Gt,krausmann2018,observed
1976,MK,wood_glass_plastics,10.28737225,Gt,krausmann2018,observed
1977,MK,wood_glass_plastics,10.53083203,Gt,krausmann2018,observed
1978,MK,wood_glass_plastics,10.78095041,Gt,krausmann2018,observed
1979,MK,wood_glass_plastics,11.03882275,Gt,krausmann2018,observed
1980,MK,wood_glass_plastics,11.28182047,Gt,krausmann2018,observed
1981,MK,wood_glass_plastics,11.50537903,Gt,krausmann2018,observed
1982,MK,wood_glass_plastics,11.71095166,Gt,krausmann2018,observed
1983,MK,wood_glass_plastics,11.94497991,Gt,krausmann2018,observed
1984,MK,wood_glass_plastics,12.19760038,Gt,krausmann2018,observed
1985,MK,wood_glass_plastics,12.447306,Gt,krausmann2018,observed
1986,MK,wood_glass_plastics,12.71364306,Gt,krausmann2018,observed
1987,MK,wood_glass_plastics,12.99720237,Gt,krausmann2018,observed
1988,MK,wood_glass_plastics,13.28885169,Gt,krausmann2018,observed
1989,MK,wood_glass_plastics,13.58138325,Gt,krausmann2018,observed
1990,MK,wood_glass_plastics,13.85447388,Gt,krausmann2018,observed
1991,MK,wood_glass_plastics,14.09025119,Gt,krausmann2018,observed
1992,MK,wood_glass_plastics,14.29491081,Gt,krausmann2018,observed
1993,MK,wood_glass_plastics,14.49718331,Gt,krausmann2018,observed
1994,MK,wood_glass_plastics,14.7143435,Gt,krausmann2018,observed
1995,MK,wood_glass_plastics,14.93410737,Gt,krausmann2018,observed
1996,MK,wood_glass_plastics,15.13972288,Gt,krausmann2018,observed
1997,MK,wood_glass_plastics,15.3891685,Gt,krausmann2018,observed
1998,MK,wood_glass_plastics,15.58946706,Gt,krausmann2018,observed
1999,MK,wood_glass_plastics,15.825758,Gt,krausmann2018,observed
2000,MK,wood_glass_plastics,16.07084494,Gt,krausmann2018,observed
2001,MK,wood_glass_plastics,16.28784906,Gt,krausmann2018,observed
2002,MK,wood_glass_plastics,16.53503819,Gt,krausmann2018,observed
2003,MK,wood_glass_plastics,16.81902763,Gt,krausmann2018,observed
2004,MK,wood_glass_plastics,17.14229819,Gt,krausmann2018,observed
2005,MK,wood_glass_plastics,17.47416963,Gt,krausmann2018,observed
2006,MK,wood_glass_plastics,17.8353975,Gt,krausmann2018,observed
2007,MK,wood_glass_plastics,18.21222338,Gt,krausmann2018,observed
2008,MK,wood_glass_plastics,18.54088588,Gt,krausmann2018,observed
2009,MK,wood_glass_plastics,18.78293575,Gt,krausmann2018,observed
2010,MK,wood_glass_plastics,19.10566538,Gt,krausmann2018,observed
2011,MK,wood_glass_plastics,19.4565185,Gt,krausmann2018,observed
2012,MK,wood_glass_plastics,19.83427112,Gt,krausmann2018,observed
2013,MK,wood_glass_plastics,20.23370575,Gt,krausmann2018,observed
2014,MK,wood_glass_plastics,20.68171038,Gt,krausmann2018,observed
2015,MK,wood_glass_plastics,21.16330875,Gt,krausmann2018,observed
1900,N,biomass,5.271598443,Gt/yr,krausmann2018,observed
1901,N,biomass,5.332061472,Gt/yr,krausmann2018,observed
1902,N,biomass,5.392524501,Gt/yr,krausmann2018,observed
1903,N,biomass,5.452987529,Gt/yr,krausmann2018,observed
1904,N,biomass,5.513450558,Gt/yr,krausmann2018,observed
1905,N,biomass,5.573913587,Gt/yr,krausmann2018,observed
1906,N,biomass,5.634376615,Gt/yr,krausmann2018,observed
1907,N,biomass,5.694839644,Gt/yr,krausmann2018,observed
1908,N,biomass,5.755302673,Gt/yr,krausmann2018,observed
1909,N,biomass,5.815765702,Gt/yr,krausmann2018,observed
1910,N,biomass,5.87622873,Gt/yr,krausmann2018,observed
1911,N,biomass,5.947307715,Gt/yr,krausmann2018,observed
1912,N,biomass,6.0183867,Gt/yr,krausmann2018,observed
1913,N,biomass,6.089465684,Gt/yr,krausmann2018,observed
1914,N,biomass,6.160544669,Gt/yr,krausmann2018,observed
1915,N,biomass,6.231623654,Gt/yr,krausmann2018,observed
1916,N,biomass,6.302702638,Gt/yr,krausmann2018,observed
1917,N,biomass,6.373781623,Gt/yr,krausmann2018,observed
1918,N,biomass,6.444860608,Gt/yr,krausmann2018,observed
1919,N,biomass,6.515939593,Gt/yr,krausmann2018,observed
1920,N,biomass,6.587018577,Gt/yr,krausmann2018,observed
1921,N,biomass,6.658097562,Gt/yr,krausmann2018,observed
1922,N,biomass,6.729176547,Gt/yr,krausmann2018,observed
1923,N,biomass,6.800255531,Gt/yr,krausmann2018,observed
1924,N,biomass,6.871334516,Gt/yr,krausmann2018,observed
1925,N,biomass,6.942413501,Gt/yr,krausmann2018,observed
1926,N,biomass,7.013492485,Gt/yr,krausmann2018,observed
1927,N,biomass,7.08457147,Gt/yr,krausmann2018,observed
1928,N,biomass,7.155650455,Gt/yr,krausmann2018,observed
1929,N,biomass,7.22672944,Gt/yr,krausmann2018,observed
1930,N,biomass,7.297808424,Gt/yr,krausmann2018,observed
1931,N,biomass,7.342558234,Gt/yr,krausmann2018,observed
1932,N,biomass,7.387308043,Gt/yr,krausmann2018,observed
1933,N,biomass,7.432057852,Gt/yr,krausmann2018,observed
1934,N,biomass,7.476807662,Gt/yr,krausmann2018,observed
1935,N,biomass,7.521557471,Gt/yr,krausmann2018,observed
1936,N,biomass,7.566307281,Gt/yr,krausmann2018,observed
1937,N,biomass,7.61105709,Gt/yr,krausmann2018,observed
1938,N,biomass,7.6558069,Gt/yr,krausmann2018,observed
1939,N,biomass,7.700556709,Gt/yr,krausmann2018,observed
1940,N,biomass,7.745306518,Gt/yr,krausmann2018,observed
1941,N,biomass,7.790056328,Gt/yr,krausmann2018,observed
1942,N,biomass,7.834806137,Gt/yr,krausmann2018,observed
1943,N,biomass,7.879555947,Gt/yr,krausmann2018,observed
1944,N,biomass,7.924305756,Gt/yr,krausmann2018,observed
1945,N,biomass,7.969055566,Gt/yr,krausmann2018,observed
1946,N,biomass,8.013805375,Gt/yr,krausmann2018,observed
1947,N,biomass,8.058555184,Gt/yr,krausmann2018,observed
1948,N,biomass,8.103304994,Gt/yr,krausmann2018,observed
1949,N,biomass,8.148054803,Gt/yr,krausmann2018,observed
1950,N,biomass,8.192804613,Gt/yr,krausmann2018,observed
1951,N,biomass,8.309263353,Gt/yr,krausmann2018,observed
1952,N,biomass,8.425722093,Gt/yr,krausmann2018,observed
1953,N,biomass,8.542180833,Gt/yr,krausmann2018,observed
1954,N,biomass,8.658639574,Gt/yr,krausmann2018,observed
1955,N,biomass,8.775098314,Gt/yr,krausmann2018,observed
1956,N,biomass,8.891557054,Gt/yr,krausmann2018,observed
1957,N,biomass,9.008015794,Gt/yr,krausmann2018,observed
1958,N,biomass,9.124474534,Gt/yr,krausmann2018,observed
1959,N,biomass,9.240933275,Gt/yr,krausmann2018,observed
1960,N,biomass,9.357392015,Gt/yr,krausmann2018,observed
1961,N,biomass,9.473850755,Gt/yr,krausmann2018,observed
1962,N,biomass,9.616477254,Gt/yr,krausmann2018,observed
1963,N,biomass,9.737299986,Gt/yr,krausmann2018,observed
1964,N,biomass,10.11986499,Gt/yr,krausmann2018,observed
1965,N,biomass,10.30190887,Gt/yr,krausmann2018,observed
1966,N,biomass,10.68614457,Gt/yr,krausmann2018,observed
1967,N,biomass,10.98178634,Gt/yr,krausmann2018,observed
1968,N,biomass,11.18348722,Gt/yr,krausmann2018,observed
1969,N,biomass,11.28885261,Gt/yr,krausmann2018,observed
1970,N,biomass,11.57350618,Gt/yr,krausmann2018,observed
1971,N,biomass,11.92007202,Gt/yr,krausmann2018,observed
1972,N,biomass,11.91285869,Gt/yr,krausmann2018,observed
1973,N,biomass,12.38955295,Gt/yr,krausmann2018,observed
1974,N,biomass,12.5200675,Gt/yr,krausmann2018,observed
1975,N,biomass,12.59878556,Gt/yr,krausmann2018,observed
1976,N,biomass,12.96998909,Gt/yr,krausmann2018,observed
1977,N,biomass,13.08525345,Gt/yr,krausmann2018,observed
1978,N,biomass,13.4567124,Gt/yr,krausmann2018,observed
1979,N,biomass,13.5171866,Gt/yr,krausmann2018,observed
1980,N,biomass,13.51803751,Gt/yr,krausmann2018,observed
1981,N,biomass,13.89319371,Gt/yr,krausmann2018,observed
1982,N,biomass,14.18902226,Gt/yr,krausmann2018,observed
1983,N,biomass,14.1474248,Gt/yr,krausmann2018,observed
1984,N,biomass,14.6905423,Gt/yr,krausmann2018,observed
1985,N,biomass,14.89941964,Gt/yr,krausmann2018,observed
1986,N,biomass,15.06484129,Gt/yr,krausmann2018,observed
1987,N,biomass,15.15500489,Gt/yr,krausmann2018,observed
1988,N,biomass,15.21320124,Gt/yr,krausmann2018,observed
1989,N,biomass,15.74169017,Gt/yr,krausmann2018,observed
1990,N,biomass,16.04596797,Gt/yr,krausmann2018,observed
1991,N,biomass,15.94001386,Gt/yr,krausmann2018,observed
1992,N,biomass,16.14785439,Gt/yr,krausmann2018,observed
1993,N,biomass,15.87673699,Gt/yr,krausmann2018,observed
1994,N,biomass,16.10603627,Gt/yr,krausmann2018,observed
1995,N,biomass,16.2174489,Gt/yr,krausmann2018,observed
1996,N,biomass,16.68329088,Gt/yr,krausmann2018,observed
1997,N,biomass,16.75297711,Gt/yr,krausmann2018,observed
1998,N,biomass,16.79842385,Gt/yr,krausmann2018,observed
1999,N,biomass,17.04088603,Gt/yr,krausmann2018,observed
2000,N,biomass,17.14054848,Gt/yr,krausmann2018,observed
2001,N,biomass,17.22129193,Gt/yr,krausmann2018,observed
2002,N,biomass,17.41902762,Gt/yr,krausmann2018,observed
2003,N,biomass,17.73274993,Gt/yr,krausmann2018,observed
2004,N,biomass,18.38029679,Gt/yr,krausmann2018,observed
2005,N,biomass,18.68878601,Gt/yr,krausmann2018,observed
2006,N,biomass,19.02984543,Gt/yr,krausmann2018,observed
2007,N,biomass,19.7396055,Gt/yr,krausmann2018,observed
2008,N,biomass,20.38369123,Gt/yr,krausmann2018,observed
2009,N,biomass,20.41650414,Gt/yr,krausmann2018,observed
2010,N,biomass,20.81683143,Gt/yr,krausmann2018,observed
2011,N,biomass,21.34257868,Gt/yr,krausmann2018,observed
2012,N,biomass,21.53982488,Gt/yr,krausmann2018,observed
2013,N,biomass,22.250732,Gt/yr,krausmann2018,observed
2014,N,biomass,22.52203074,Gt/yr,krausmann2018,observed
2015,N,biomass,22.6824349,Gt/yr,krausmann2018,observed
1900,N,fossil,0.9674449631,Gt/yr,krausmann2018,observed
1901,N,fossil,0.9945563339,Gt/yr,krausmann2018,observed
1902,N,fossil,1.016628579,Gt/yr,krausmann2018,observed
1903,N,fossil,1.114395693,Gt/yr,krausmann2018,observed
1904,N,fossil,1.125502716,Gt/yr,krausmann2018,observed
1905,N,fossil,1.188792326,Gt/yr,krausmann2018,observed
1906,N,fossil,1.280764473,Gt/yr,krausmann2018,observed
1907,N,fossil,1.417625727,Gt/yr,krausmann2018,observed
1908,N,fossil,1.349321262,Gt/yr,krausmann2018,observed
1909,N,fossil,1.40820668,Gt/yr,krausmann2018,observed
1910,N,fossil,1.473345563,Gt/yr,krausmann2018,observed
1911,N,fossil,1.503989375,Gt/yr,krausmann2018,observed
1912,N,fossil,1.584716221,Gt/yr,krausmann2018,observed
1913,N,fossil,1.699370061,Gt/yr,krausmann2018,observed
1914,N,fossil,1.529214891,Gt/yr,krausmann2018,observed
1915,N,fossil,1.514020971,Gt/yr,krausmann2018,observed
1916,N,fossil,1.629912112,Gt/yr,krausmann2018,observed
1917,N,fossil,1.720420503,Gt/yr,krausmann2018,observed
1918,N,fossil,1.694956301,Gt/yr,krausmann2018,observed
1919,N,fossil,1.496440284,Gt/yr,krausmann2018,observed
1920,N,fossil,1.723399927,Gt/yr,krausmann2018,observed
1921,N,fossil,1.476020173,Gt/yr,krausmann2018,observed
1922,N,fossil,1.57814278,Gt/yr,krausmann2018,observed
1923,N,fossil,1.79387524,Gt/yr,krausmann2018,observed
1924,N,fossil,1.775711243,Gt/yr,krausmann2018,observed
1925,N,fossil,1.785741231,Gt/yr,krausmann2018,observed
1926,N,fossil,1.782714467,Gt/yr,krausmann2018,observed
1927,N,fossil,1.902372897,Gt/yr,krausmann2018,observed
1928,N,fossil,2.065291264,Gt/yr,krausmann2018,observed
1929,N,fossil,2.060073193,Gt/yr,krausmann2018,observed
1930,N,fossil,1.896365959,Gt/yr,krausmann2018,observed
1931,N,fossil,1.691397595,Gt/yr,krausmann2018,observed
1932,N,fossil,1.520362939,Gt/yr,krausmann2018,observed
1933,N,fossil,1.599461733,Gt/yr,krausmann2018,observed
1934,N,fossil,1.746018057,Gt/yr,krausmann2018,observed
1935,N,fossil,1.838210724,Gt/yr,krausmann2018,observed
1936,N,fossil,2.015176554,Gt/yr,krausmann2018,observed
1937,N,fossil,2.14894637,Gt/yr,krausmann2018,observed
1938,N,fossil,1.961674599,Gt/yr,krausmann2018,observed
1939,N,fossil,2.158324311,Gt/yr,krausmann2018,observed
1940,N,fossil,2.370280257,Gt/yr,krausmann2018,observed
1941,N,fossil,2.447681176,Gt/yr,krausmann2018,observed
1942,N,fossil,2.469791584,Gt/yr,krausmann2018,observed
1943,N,fossil,2.543647746,Gt/yr,krausmann2018,observed
1944,N,fossil,2.529573132,Gt/yr,krausmann2018,observed
1945,N,fossil,2.065616949,Gt/yr,krausmann2018,observed
1946,N,fossil,2.206678535,Gt/yr,krausmann2018,observed
1947,N,fossil,2.477714917,Gt/yr,krausmann2018,observed
1948,N,fossil,2.603893228,Gt/yr,krausmann2018,observed
1949,N,fossil,2.517806111,Gt/yr,krausmann2018,observed
1950,N,fossil,2.751761411,Gt/yr,krausmann2018,observed
1951,N,fossil,2.935821511,Gt/yr,krausmann2018,observed
1952,N,fossil,2.984792357,Gt/yr,krausmann2018,observed
