year,series,category,value,unit,source,method
1927,DPOstar,total,10.0231089,Gt/yr,krausmann2018,observed
1928,DPOstar,total,10.30284577,Gt/yr,krausmann2018,observed
1929,DPOstar,total,10.41956436,Gt/yr,krausmann2018,observed
1930,DPOstar,total,10.3049074,Gt/yr,krausmann2018,observed
1931,DPOstar,total,10.08147694,Gt/yr,krausmann2018,observed
1932,DPOstar,total,9.885003346,Gt/yr,krausmann2018,observed
1933,DPOstar,total,10.04612382,Gt/yr,krausmann2018,observed
1934,DPOstar,total,10.31373748,Gt/yr,krausmann2018,observed
1935,DPOstar,total,10.50689332,Gt/yr,krausmann2018,observed
1936,DPOstar,total,10.80343984,Gt/yr,krausmann2018,observed
1937,DPOstar,total,11.08839482,Gt/yr,krausmann2018,observed
1938,DPOstar,total,10.90696548,Gt/yr,krausmann2018,observed
1939,DPOstar,total,11.21180973,Gt/yr,krausmann2018,observed
1940,DPOstar,total,11.53095194,Gt/yr,krausmann2018,observed
1941,DPOstar,total,11.69825085,Gt/yr,krausmann2018,observed
1942,DPOstar,total,11.75396594,Gt/yr,krausmann2018,observed
1943,DPOstar,total,11.90076126,Gt/yr,krausmann2018,observed
1944,DPOstar,total,11.87989088,Gt/yr,krausmann2018,observed
1945,DPOstar,total,11.40988694,Gt/yr,krausmann2018,observed
1946,DPOstar,total,11.61407768,Gt/yr,krausmann2018,observed
1947,DPOstar,total,12.02679942,Gt/yr,krausmann2018,observed
1948,DPOstar,total,12.29019287,Gt/yr,krausmann2018,observed
1949,DPOstar,total,12.2811986,Gt/yr,krausmann2018,observed
1950,DPOstar,total,12.64945579,Gt/yr,krausmann2018,observed
1951,DPOstar,total,13.04193592,Gt/yr,krausmann2018,observed
1952,DPOstar,total,13.27350071,Gt/yr,krausmann2018,observed
1953,DPOstar,total,13.5278783,Gt/yr,krausmann2018,observed
1954,DPOstar,total,13.79675346,Gt/yr,krausmann2018,observed
1955,DPOstar,total,14.26571351,Gt/yr,krausmann2018,observed
1956,DPOstar,total,14.69413612,Gt/yr,krausmann2018,observed
1957,DPOstar,total,15.05236754,Gt/yr,krausmann2018,observed
1958,DPOstar,total,15.36416005,Gt/yr,krausmann2018,observed
1959,DPOstar,total,15.84226254,Gt/yr,krausmann2018,observed
1960,DPOstar,total,16.42441642,Gt/yr,krausmann2018,observed
1961,DPOstar,total,16.67984192,Gt/yr,krausmann2018,observed
1962,DPOstar,total,17.20877592,Gt/yr,krausmann2018,observed
1963,DPOstar,total,17.86102573,Gt/yr,krausmann2018,observed
1964,DPOstar,total,18.66485241,Gt/yr,krausmann2018,observed
1965,DPOstar,total,18.88480405,Gt/yr,krausmann2018,observed
1966,DPOstar,total,19.65508436,Gt/yr,krausmann2018,observed
1967,DPOstar,total,20.12971616,Gt/yr,krausmann2018,observed
1968,DPOstar,total,20.84508871,Gt/yr,krausmann2018,observed
1969,DPOstar,total,21.32544066,Gt/yr,krausmann2018,observed
1970,DPOstar,total,22.1116689,Gt/yr,krausmann2018,observed
1971,DPOstar,total,22.79886327,Gt/yr,krausmann2018,observed
1972,DPOstar,total,23.21931464,Gt/yr,krausmann2018,observed
1973,DPOstar,total,24.217973,Gt/yr,krausmann2018,observed
1974,DPOstar,total,24.66054029,Gt/yr,krausmann2018,observed
1975,DPOstar,total,25.00868129,Gt/yr,krausmann2018,observed
1976,DPOstar,total,25.85821123,Gt/yr,krausmann2018,observed
1977,DPOstar,total,26.36791934,Gt/yr,krausmann2018,observed
1978,DPOstar,total,27.07385019,Gt/yr,krausmann2018,observed
1979,DPOstar,total,27.64651999,Gt/yr,krausmann2018,observed
1980,DPOstar,total,27.82975022,Gt/yr,krausmann2018,observed
1981,DPOstar,total,28.1873851,Gt/yr,krausmann2018,observed
1982,DPOstar,total,28.75171078,Gt/yr,krausmann2018,observed
1983,DPOstar,total,28.80671377,Gt/yr,krausmann2018,observed
1984,DPOstar,total,30.07243576,Gt/yr,krausmann2018,observed
1985,DPOstar,total,30.48563782,Gt/yr,krausmann2018,observed
1986,DPOstar,total,31.04289652,Gt/yr,krausmann2018,observed
1987,DPOstar,total,31.58435565,Gt/yr,krausmann2018,observed
1988,DPOstar,total,32.35776925,Gt/yr,krausmann2018,observed
1989,DPOstar,total,33.26094397,Gt/yr,krausmann2018,observed
1990,DPOstar,total,33.70781184,Gt/yr,krausmann2018,observed
1991,DPOstar,total,33.5440734,Gt/yr,krausmann2018,observed
1992,DPOstar,total,33.715895,Gt/yr,krausmann2018,observed
1993,DPOstar,total,33.69717334,Gt/yr,krausmann2018,observed
1994,DPOstar,total,34.31641805,Gt/yr,krausmann2018,observed
1995,DPOstar,total,35.45133738,Gt/yr,krausmann2018,observed
1996,DPOstar,total,36.37443707,Gt/yr,krausmann2018,observed
1997,DPOstar,total,36.63042123,Gt/yr,krausmann2018,observed
1998,DPOstar,total,37.19102459,Gt/yr,krausmann2018,observed
1999,DPOstar,total,37.70097768,Gt/yr,krausmann2018,observed
2000,DPOstar,total,38.33966332,Gt/yr,krausmann2018,observed
2001,DPOstar,total,38.91994273,Gt/yr,krausmann2018,observed
2002,DPOstar,total,39.42155553,Gt/yr,krausmann2018,observed
2003,DPOstar,total,40.67533392,Gt/yr,krausmann2018,observed
2004,DPOstar,total,42.33114543,Gt/yr,krausmann2018,observed
2005,DPOstar,total,43.8813811,Gt/yr,krausmann2018,observed
2006,DPOstar,total,45.29444262,Gt/yr,krausmann2018,observed
2007,DPOstar,total,47.03758263,Gt/yr,krausmann2018,observed
2008,DPOstar,total,48.5836526,Gt/yr,krausmann2018,observed
2009,DPOstar,total,49.12228143,Gt/yr,krausmann2018,observed
2010,DPOstar,total,50.86766771,Gt/yr,krausmann2018,observed
2011,DPOstar,total,53.22585674,Gt/yr,krausmann2018,observed
2012,DPOstar,total,54.2411051,Gt/yr,krausmann2018,observed
2013,DPOstar,total,55.92600328,Gt/yr,krausmann2018,observed
2014,DPOstar,total,56.9546607,Gt/yr,krausmann2018,observed
2015,DPOstar,total,57.61993023,Gt/yr,krausmann2018,observed
1900,MK,aggregates,16.89176325,Gt,krausmann2018,observed
1901,MK,aggregates,17.1469045,Gt,krausmann2018,observed
1902,MK,aggregates,17.39190925,Gt,krausmann2018,observed
1903,MK,aggregates,17.63974575,Gt,krausmann2018,observed
1904,MK,aggregates,17.8802265,Gt,krausmann2018,observed
1905,MK,aggregates,18.1439615,Gt,krausmann2018,observed
1906,MK,aggregates,18.404277,Gt,krausmann2018,observed
1907,MK,aggregates,18.66978,Gt,krausmann2018,observed
1908,MK,aggregates,18.945505,Gt,krausmann2018,observed
1909,MK,aggregates,19.2332795,Gt,krausmann2018,observed
1910,MK,aggregates,19.510067,Gt,krausmann2018,observed
1911,MK,aggregates,19.774841,Gt,krausmann2018,observed
1912,MK,aggregates,20.0376285,Gt,krausmann2018,observed
1913,MK,aggregates,20.2962315,Gt,krausmann2018,observed
1914,MK,aggregates,20.55642,Gt,krausmann2018,observed
1915,MK,aggregates,20.814046,Gt,krausmann2018,observed
1916,MK,aggregates,21.0936605,Gt,krausmann2018,observed
1917,MK,aggregates,21.363629,Gt,krausmann2018,observed
1918,MK,aggregates,21.6709355,Gt,krausmann2018,observed
1919,MK,aggregates,21.917529,Gt,krausmann2018,observed
1920,MK,aggregates,22.1834155,Gt,krausmann2018,observed
1921,MK,aggregates,22.4420205,Gt,krausmann2018,observed
1922,MK,aggregates,22.7134705,Gt,krausmann2018,observed
1923,MK,aggregates,22.992372,Gt,krausmann2018,observed
1924,MK,aggregates,23.2920345,Gt,krausmann2018,observed
1925,MK,aggregates,23.575918,Gt,krausmann2018,observed
1926,MK,aggregates,23.886024,Gt,krausmann2018,observed
1927,MK,aggregates,24.23282,Gt,krausmann2018,observed
1928,MK,aggregates,24.575883,Gt,krausmann2018,observed
1929,MK,aggregates,24.93019,Gt,krausmann2018,observed
1930,MK,aggregates,25.280172,Gt,krausmann2018,observed
1931,MK,aggregates,25.668438,Gt,krausmann2018,observed
1932,MK,aggregates,26.0678815,Gt,krausmann2018,observed
1933,MK,aggregates,26.4682845,Gt,krausmann2018,observed
1934,MK,aggregates,26.893589,Gt,krausmann2018,observed
1935,MK,aggregates,27.3143505,Gt,krausmann2018,observed
1936,MK,aggregates,27.7909855,Gt,krausmann2018,observed
1937,MK,aggregates,28.306307,Gt,krausmann2018,observed
1938,MK,aggregates,28.839684,Gt,krausmann2018,observed
1939,MK,aggregates,29.379649,Gt,krausmann2018,observed
1940,MK,aggregates,29.9906775,Gt,krausmann2018,observed
1941,MK,aggregates,30.627669,Gt,krausmann2018,observed
1942,MK,aggregates,31.2589855,Gt,krausmann2018,observed
1943,MK,aggregates,31.9327225,Gt,krausmann2018,observed
1944,MK,aggregates,32.675476,Gt,krausmann2018,observed
1945,MK,aggregates,33.4367485,Gt,krausmann2018,observed
1946,MK,aggregates,34.252842,Gt,krausmann2018,observed
1947,MK,aggregates,35.177249,Gt,krausmann2018,observed
1948,MK,aggregates,36.1613465,Gt,krausmann2018,observed
1949,MK,aggregates,37.2313605,Gt,krausmann2018,observed
1950,MK,aggregates,38.4384085,Gt,krausmann2018,observed
1951,MK,aggregates,39.759796,Gt,krausmann2018,observed
1952,MK,aggregates,41.1852125,Gt,krausmann2018,observed
1953,MK,aggregates,42.647941,Gt,krausmann2018,observed
1954,MK,aggregates,44.2382645,Gt,krausmann2018,observed
1955,MK,aggregates,45.87151,Gt,krausmann2018,observed
1956,MK,aggregates,47.66354,Gt,krausmann2018,observed
1957,MK,aggregates,49.550932,Gt,krausmann2018,observed
1958,MK,aggregates,51.559804,Gt,krausmann2018,observed
1959,MK,aggregates,53.670207,Gt,krausmann2018,observed
1960,MK,aggregates,55.9203865,Gt,krausmann2018,observed
1961,MK,aggregates,58.3427955,Gt,krausmann2018,observed
1962,MK,aggregates,60.896873,Gt,krausmann2018,observed
1963,MK,aggregates,63.628386,Gt,krausmann2018,observed
1964,MK,aggregates,66.571034,Gt,krausmann2018,observed
1965,MK,aggregates,69.684317,Gt,krausmann2018,observed
1966,MK,aggregates,73.1257785,Gt,krausmann2018,observed
1967,MK,aggregates,76.5231295,Gt,krausmann2018,observed
1968,MK,aggregates,80.205675,Gt,krausmann2018,observed
1969,MK,aggregates,83.974165,Gt,krausmann2018,observed
1970,MK,aggregates,88.2411265,Gt,krausmann2018,observed
1971,MK,aggregates,92.491024,Gt,krausmann2018,observed
1972,MK,aggregates,97.3087335,Gt,krausmann2018,observed
1973,MK,aggregates,102.158921,Gt,krausmann2018,observed
1974,MK,aggregates,107.208101,Gt,krausmann2018,observed
1975,MK,aggregates,111.941143,Gt,krausmann2018,observed
1976,MK,aggregates,116.417395,Gt,krausmann2018,observed
1977,MK,aggregates,120.845354,Gt,krausmann2018,observed
1978,MK,aggregates,125.3710535,Gt,krausmann2018,observed
1979,MK,aggregates,130.062456,Gt,krausmann2018,observed
1980,MK,aggregates,134.645071,Gt,krausmann2018,observed
1981,MK,aggregates,138.786075,Gt,krausmann2018,observed
1982,MK,aggregates,142.633063,Gt,krausmann2018,observed
1983,MK,aggregates,146.350722,Gt,krausmann2018,observed
1984,MK,aggregates,150.184476,Gt,krausmann2018,observed
1985,MK,aggregates,154.03047,Gt,krausmann2018,observed
1986,MK,aggregates,158.031345,Gt,krausmann2018,observed
1987,MK,aggregates,162.180054,Gt,krausmann2018,observed
1988,MK,aggregates,166.69843,Gt,krausmann2018,observed
1989,MK,aggregates,171.257293,Gt,krausmann2018,observed
1990,MK,aggregates,175.764007,Gt,krausmann2018,observed
1991,MK,aggregates,180.733824,Gt,krausmann2018,observed
1992,MK,aggregates,186.041262,Gt,krausmann2018,observed
1993,MK,aggregates,191.544355,Gt,krausmann2018,observed
1994,MK,aggregates,197.21223,Gt,krausmann2018,observed
1995,MK,aggregates,203.379696,Gt,krausmann2018,observed
1996,MK,aggregates,209.369423,Gt,krausmann2018,observed
1997,MK,aggregates,215.571601,Gt,krausmann2018,observed
1998,MK,aggregates,222.333786,Gt,krausmann2018,observed
1999,MK,aggregates,229.171976,Gt,krausmann2018,observed
2000,MK,aggregates,236.019308,Gt,krausmann2018,observed
2001,MK,aggregates,242.58715,Gt,krausmann2018,observed
2002,MK,aggregates,249.059608,Gt,krausmann2018,observed
2003,MK,aggregates,255.81158,Gt,krausmann2018,observed
2004,MK,aggregates,262.899446,Gt,krausmann2018,observed
2005,MK,aggregates,270.138684,Gt,krausmann2018,observed
2006,MK,aggregates,277.674196,Gt,krausmann2018,observed
2007,MK,aggregates,285.247022,Gt,krausmann2018,observed
2008,MK,aggregates,292.571656,Gt,krausmann2018,observed
2009,MK,aggregates,299.732044,Gt,krausmann2018,observed
2010,MK,aggregates,307.11692,Gt,krausmann2018,observed
2011,MK,aggregates,314.733,Gt,krausmann2018,observed
2012,MK,aggregates,322.282984,Gt,krausmann2018,observed
2013,MK,aggregates,329.753296,Gt,krausmann2018,observed
2014,MK,aggregates,337.346544,Gt,krausmann2018,observed
2015,MK,aggregates,344.459811,Gt,krausmann2018,observed
1900,MK,asphalt,0,Gt,krausmann2018,observed
1901,MK,asphalt,0,Gt,krausmann2018,observed
1902,MK,asphalt,0,Gt,krausmann2018,observed
1903,MK,asphalt,0,Gt,krausmann2018,observed
1904,MK,asphalt,0,Gt,krausmann2018,observed
1905,MK,asphalt,0,Gt,krausmann2018,observed
1906,MK,asphalt,0,Gt,krausmann2018,observed
1907,MK,asphalt,0,Gt,krausmann2018,observed
1908,MK,asphalt,0,Gt,krausmann2018,observed
1909,MK,asphalt,0,Gt,krausmann2018,observed
1910,MK,asphalt,0,Gt,krausmann2018,observed
1911,MK,asphalt,0,Gt,krausmann2018,observed
1912,MK,asphalt,0,Gt,krausmann2018,observed
1913,MK,asphalt,0,Gt,krausmann2018,observed
1914,MK,asphalt,0,Gt,krausmann2018,observed
1915,MK,asphalt,0,Gt,krausmann2018,observed
1916,MK,asphalt,0,Gt,krausmann2018,observed
1917,MK,asphalt,0,Gt,krausmann2018,observed
1918,MK,asphalt,0,Gt,krausmann2018,observed
1919,MK,asphalt,0,Gt,krausmann2018,observed
1920,MK,asphalt,0,Gt,krausmann2018,observed
1921,MK,asphalt,0.00138484021,Gt,krausmann2018,observed
1922,MK,asphalt,0.004152288086,Gt,krausmann2018,observed
1923,MK,asphalt,0.009690773437,Gt,krausmann2018,observed
1924,MK,asphalt,0.01801944141,Gt,krausmann2018,observed
1925,MK,asphalt,0.02910353125,Gt,krausmann2018,observed
1926,MK,asphalt,0.04293454297,Gt,krausmann2018,observed
1927,MK,asphalt,0.05950116406,Gt,krausmann2018,observed
1928,MK,asphalt,0.078952375,Gt,krausmann2018,observed
1929,MK,asphalt,0.1010682891,Gt,krausmann2018,observed
1930,MK,asphalt,0.1259305391,Gt,krausmann2018,observed
1931,MK,asphalt,0.1536165781,Gt,krausmann2018,observed
1932,MK,asphalt,0.1845573281,Gt,krausmann2018,observed
1933,MK,asphalt,0.2189445,Gt,krausmann2018,observed
1934,MK,asphalt,0.2574464844,Gt,krausmann2018,observed
1935,MK,asphalt,0.3004241875,Gt,krausmann2018,observed
1936,MK,asphalt,0.3483502187,Gt,krausmann2018,observed
1937,MK,asphalt,0.4018765,Gt,krausmann2018,observed
1938,MK,asphalt,0.461543875,Gt,krausmann2018,observed
1939,MK,asphalt,0.52835975,Gt,krausmann2018,observed
1940,MK,asphalt,0.6025751875,Gt,krausmann2018,observed
1941,MK,asphalt,0.685214,Gt,krausmann2018,observed
1942,MK,asphalt,0.77733525,Gt,krausmann2018,observed
1943,MK,asphalt,0.879675875,Gt,krausmann2018,observed
1944,MK,asphalt,0.9935254375,Gt,krausmann2018,observed
1945,MK,asphalt,1.119341375,Gt,krausmann2018,observed
1946,MK,asphalt,1.258966625,Gt,krausmann2018,observed
1947,MK,asphalt,1.4133855,Gt,krausmann2018,observed
1948,MK,asphalt,1.5843725,Gt,krausmann2018,observed
1949,MK,asphalt,1.7738475,Gt,krausmann2018,observed
1950,MK,asphalt,1.99380575,Gt,krausmann2018,observed
1951,MK,asphalt,2.22658575,Gt,krausmann2018,observed
1952,MK,asphalt,2.48264675,Gt,krausmann2018,observed
1953,MK,asphalt,2.754026,Gt,krausmann2018,observed
1954,MK,asphalt,3.04047875,Gt,krausmann2018,observed
1955,MK,asphalt,3.34310825,Gt,krausmann2018,observed
1956,MK,asphalt,3.68399225,Gt,krausmann2018,observed
1957,MK,asphalt,4.050972,Gt,krausmann2018,observed
1958,MK,asphalt,4.432234,Gt,krausmann2018,observed
1959,MK,asphalt,4.835529,Gt,krausmann2018,observed
1960,MK,asphalt,5.267884,Gt,krausmann2018,observed
1961,MK,asphalt,5.732298,Gt,krausmann2018,observed
1962,MK,asphalt,6.2245885,Gt,krausmann2018,observed
1963,MK,asphalt,6.7547345,Gt,krausmann2018,observed
1964,MK,asphalt,7.3313785,Gt,krausmann2018,observed
1965,MK,asphalt,7.953647,Gt,krausmann2018,observed
1966,MK,asphalt,8.631227,Gt,krausmann2018,observed
1967,MK,asphalt,9.323842,Gt,krausmann2018,observed
1968,MK,asphalt,10.079747,Gt,krausmann2018,observed
1969,MK,asphalt,10.85836,Gt,krausmann2018,observed
1970,MK,asphalt,11.740556,Gt,krausmann2018,observed
1971,MK,asphalt,12.619948,Gt,krausmann2018,observed
1972,MK,asphalt,13.649696,Gt,krausmann2018,observed
1973,MK,asphalt,14.701983,Gt,krausmann2018,observed
1974,MK,asphalt,15.80566,Gt,krausmann2018,observed
1975,MK,asphalt,16.854806,Gt,krausmann2018,observed
1976,MK,asphalt,17.799366,Gt,krausmann2018,observed
1977,MK,asphalt,18.714162,Gt,krausmann2018,observed
1978,MK,asphalt,19.688372,Gt,krausmann2018,observed
1979,MK,asphalt,20.738448,Gt,krausmann2018,observed
1980,MK,asphalt,21.769638,Gt,krausmann2018,observed
1981,MK,asphalt,22.679144,Gt,krausmann2018,observed
1982,MK,asphalt,23.494184,Gt,krausmann2018,observed
1983,MK,asphalt,24.280978,Gt,krausmann2018,observed
1984,MK,asphalt,25.116774,Gt,krausmann2018,observed
1985,MK,asphalt,25.948352,Gt,krausmann2018,observed
1986,MK,asphalt,26.822314,Gt,krausmann2018,observed
1987,MK,asphalt,27.702314,Gt,krausmann2018,observed
1988,MK,asphalt,28.60907,Gt,krausmann2018,observed
1989,MK,asphalt,29.53799,Gt,krausmann2018,observed
1990,MK,asphalt,30.396834,Gt,krausmann2018,observed
1991,MK,asphalt,31.428174,Gt,krausmann2018,observed
1992,MK,asphalt,32.480128,Gt,krausmann2018,observed
