STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,OBS_STATUS_4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type,BASE_PER,Base period,PRICE_BASE,Price base
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,LANDFILL,Landfill,T,Tonnes,2018,,5191.09961,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,LANDFILL,Landfill,T,Tonnes,2019,,5487.18293,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,DISPOSAL,Disposal operations,T,Tonnes,2019,,5665.73297,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2019,,2741.81263,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,COMPOST,Composting,T,Tonnes,2019,,1153.18007,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,INCINERATION,Memo: total incineration,T,Tonnes,2019,,2920.363,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,TREATMENT,Amounts designated for treatment operations,T,Tonnes,2019,,12752.77817,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,RECOVERY,Recovery operations,T,Tonnes,2019,,7087.0452,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,INCINERATION_WITHOUT,Incineration without energy recovery,T,Tonnes,2019,,178.55004,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,POL,Poland,A,Annual,RECYCLING,Recycling,T,Tonnes,2019,,3192.0525,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,RECYCLING,Recycling,T,Tonnes,1995,,23.76,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,COMPOST,Composting,T,Tonnes,1995,,20.38,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,COMPOST,Composting,T,Tonnes,1996,,19.07,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,RECYCLING,Recycling,T,Tonnes,1996,,22.23,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,RECYCLING,Recycling,T,Tonnes,1997,,34.71,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,COMPOST,Composting,T,Tonnes,1997,,38.79,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,1997,,154.49,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,INCINERATION,Memo: total incineration,T,Tonnes,1997,,162.16,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVK,Slovak Republic,A,Annual,LANDFILL,Landfill,T,Tonnes,2001,,1048.75,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,LANDFILL,Landfill,T,Tonnes,1996,,925,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,RECYCLING,Recycling,T,Tonnes,1996,,54.07,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,RECYCLING,Recycling,T,Tonnes,1997,,53.84,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,LANDFILL,Landfill,T,Tonnes,1997,,975,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,RECYCLING,Recycling,T,Tonnes,1999,,50.16,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,LANDFILL,Landfill,T,Tonnes,1999,,900,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,LANDFILL,Landfill,T,Tonnes,2000,,800,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,RECYCLING,Recycling,T,Tonnes,2000,,46.94,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,COMPOST,Composting,T,Tonnes,2015,,70.8,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2016,,169.1,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,COMPOST,Composting,T,Tonnes,2016,,143.5,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,RECYCLING,Recycling,T,Tonnes,2016,,379.72,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,INCINERATION,Memo: total incineration,T,Tonnes,2016,,188.19,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,INCINERATION,Memo: total incineration,T,Tonnes,2017,,110.77,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,RECYCLING,Recycling,T,Tonnes,2017,,411.74,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2017,,74.18,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2018,,97.94,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,RECYCLING,Recycling,T,Tonnes,2018,,428.52,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,INCINERATION,Memo: total incineration,T,Tonnes,2018,,104.63,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,INCINERATION,Memo: total incineration,T,Tonnes,2019,,136.821,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,RECYCLING,Recycling,T,Tonnes,2019,,446.716,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2019,,136.191,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2020,,113.011,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,RECYCLING,Recycling,T,Tonnes,2020,,459.605,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SVN,Slovenia,A,Annual,INCINERATION,Memo: total incineration,T,Tonnes,2020,,133.594,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,LANDFILL,Landfill,T,Tonnes,2023,,10490.965,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,RECYCLING,Recycling,T,Tonnes,2023,,5002.224,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,COMPOST,Composting,T,Tonnes,2023,,4712.458,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2023,,2227.313,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,RECOVERY,Recovery operations,T,Tonnes,2023,,11941.995,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,TREATMENT,Amounts designated for treatment operations,T,Tonnes,2023,,22432.96,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,DISPOSAL,Disposal operations,T,Tonnes,2023,,10490.965,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,INCINERATION,Memo: total incineration,T,Tonnes,2023,,2227.313,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,INCINERATION,Memo: total incineration,T,Tonnes,2024,,2275.558,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,DISPOSAL,Disposal operations,T,Tonnes,2024,,10551.024,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,TREATMENT,Amounts designated for treatment operations,T,Tonnes,2024,,22291.741,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,RECOVERY,Recovery operations,T,Tonnes,2024,,11740.717,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,INCINERATION_WITH,Incineration with energy recovery,T,Tonnes,2024,,2275.558,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,COMPOST,Composting,T,Tonnes,2024,,4671.939,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,RECYCLING,Recycling,T,Tonnes,2024,,4793.22,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,ESP,Spain,A,Annual,LANDFILL,Landfill,T,Tonnes,2024,,10551.024,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,OTH_DISP,Other disposal,T,Tonnes,2020,,2.092,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,LANDFILL,Landfill,T,Tonnes,2021,,20.143,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,OTH_DISP,Other disposal,T,Tonnes,2021,,3.871,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,INCINERATION,Memo: total incineration,T,Tonnes,2021,,2598.598,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,INCINERATION,Memo: total incineration,T,Tonnes,2022,,2438.999,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,OTH_DISP,Other disposal,T,Tonnes,2022,,3.665,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,LANDFILL,Landfill,T,Tonnes,2022,,21.665,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,OTH_DISP,Other disposal,T,Tonnes,2023,,4.736,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,INCINERATION,Memo: total incineration,T,Tonnes,2023,,2422.624,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,INCINERATION,Memo: total incineration,T,Tonnes,2024,,2378.379,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,SWE,Sweden,A,Annual,OTH_DISP,Other disposal,T,Tonnes,2024,,1.313,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,COMPOST,Composting,T,Tonnes,2012,,851,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,COMPOST,Composting,T,Tonnes,2013,,991,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,COMPOST,Composting,T,Tonnes,2015,,1256,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,COMPOST,Composting,T,Tonnes,2016,,1300,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,COMPOST,Composting,T,Tonnes,2017,,1300,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,COMPOST,Composting,T,Tonnes,2018,,1300,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,COMPOST,Composting,T,Tonnes,2019,,1405,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,COMPOST,Composting,T,Tonnes,2020,,1405,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,COMPOST,Composting,T,Tonnes,2021,,1405,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,COMPOST,Composting,T,Tonnes,2022,,1405,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,COMPOST,Composting,T,Tonnes,2023,,1405,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHE,Switzerland,A,Annual,COMPOST,Composting,T,Tonnes,2024,,1405,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,TUR,Türkiye,A,Annual,RECOVERY,Recovery operations,T,Tonnes,1999,,225.48,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,TUR,Türkiye,A,Annual,COMPOST,Composting,T,Tonnes,1999,,225.48,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,TUR,Türkiye,A,Annual,LANDFILL,Landfill,T,Tonnes,1999,,23256.87,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,TUR,Türkiye,A,Annual,OTH_DISP,Other disposal,T,Tonnes,1999,,606,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,TUR,Türkiye,A,Annual,OTH_DISP,Other disposal,T,Tonnes,2000,,563,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,TUR,Türkiye,A,Annual,LANDFILL,Landfill,T,Tonnes,2000,,23894.07,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,TUR,Türkiye,A,Annual,COMPOST,Composting,T,Tonnes,2000,,239,,E,Estimated value,,,,,,,3,Thousands,1,One,,,,,,
