STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,OBS_STATUS_4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type,BASE_PER,Base period,PRICE_BASE,Price base
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,LANDFILL,Landfill,T,Tonnes,1996,,12634.93,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,LANDFILL,Landfill,T,Tonnes,1998,,17193.02,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,LANDFILL,Landfill,T,Tonnes,2000,,22010.43,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,LANDFILL,Landfill,T,Tonnes,2002,,22877.3,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,LANDFILL,Landfill,T,Tonnes,2004,,23965.43,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,LANDFILL,Landfill,T,Tonnes,2006,,25096.16,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,LANDFILL,Landfill,T,Tonnes,2008,,24630.152,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,LANDFILL,Landfill,T,Tonnes,2010,,23704.794,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,LANDFILL,Landfill,T,Tonnes,2012,,23447.4,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,LANDFILL,Landfill,T,Tonnes,2014,,23528.318,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,LANDFILL,Landfill,T,Tonnes,2016,,23693.71,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,LANDFILL,Landfill,T,Tonnes,2018,,24446.4,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2000,,4520.3,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2001,,4514.7,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2002,,4647.1,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2003,,4802.3,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2004,,4964.1,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2005,,5113.7,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2007,,5492.9,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2008,,5608,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2009,,5779.5,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2010,,5935.7,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2011,,6142.4,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2014,,5465.23,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2015,,7171.86,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2016,,7127.04,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2017,,7965.84,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2018,,7869.6141,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2019,,7681.9665,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2020,,4935.6182,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2021,,6435.0574,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2022,,6426.306178,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CHL,Chile,A,Annual,LANDFILL,Landfill,T,Tonnes,2023,,7405.56901,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,LANDFILL,Landfill,T,Tonnes,2005,,5526.02,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,LANDFILL,Landfill,T,Tonnes,2006,,6154.7,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,LANDFILL,Landfill,T,Tonnes,2007,,8329.03,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,LANDFILL,Landfill,T,Tonnes,2008,,8498.48,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,LANDFILL,Landfill,T,Tonnes,2009,,10432.02,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,LANDFILL,Landfill,T,Tonnes,2010,,8394.49,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,LANDFILL,Landfill,T,Tonnes,2011,,9158.25,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,LANDFILL,Landfill,T,Tonnes,2012,,8285,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,LANDFILL,Landfill,T,Tonnes,2013,,8555.14,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,LANDFILL,Landfill,T,Tonnes,2014,,8555.27,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,LANDFILL,Landfill,T,Tonnes,2015,,9744.96,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,LANDFILL,Landfill,T,Tonnes,2016,,11032.47,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,LANDFILL,Landfill,T,Tonnes,2017,,10007.42,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,COL,Colombia,A,Annual,LANDFILL,Landfill,T,Tonnes,2018,,10872.52,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,LANDFILL,Landfill,T,Tonnes,2010,,686,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,LANDFILL,Landfill,T,Tonnes,2011,,748,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,LANDFILL,Landfill,T,Tonnes,2012,,860,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,LANDFILL,Landfill,T,Tonnes,2013,,903,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,LANDFILL,Landfill,T,Tonnes,2014,,949,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,LANDFILL,Landfill,T,Tonnes,2015,,1813,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,LANDFILL,Landfill,T,Tonnes,2016,,988.4,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,LANDFILL,Landfill,T,Tonnes,2017,,1043.5,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,LANDFILL,Landfill,T,Tonnes,2018,,1296.2,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,LANDFILL,Landfill,T,Tonnes,2019,,1162,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,LANDFILL,Landfill,T,Tonnes,2020,,1223.21,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,LANDFILL,Landfill,T,Tonnes,2021,,1282.1,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,LANDFILL,Landfill,T,Tonnes,2022,,1324,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CRI,Costa Rica,A,Annual,LANDFILL,Landfill,T,Tonnes,2023,,1342.01,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,LANDFILL,Landfill,T,Tonnes,1995,,3120,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,LANDFILL,Landfill,T,Tonnes,1996,,3200,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,LANDFILL,Landfill,T,Tonnes,1997,,3280,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,LANDFILL,Landfill,T,Tonnes,1998,,2800,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,LANDFILL,Landfill,T,Tonnes,1999,,2850,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,LANDFILL,Landfill,T,Tonnes,2000,,2900,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,LANDFILL,Landfill,T,Tonnes,2002,,2097,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,LANDFILL,Landfill,T,Tonnes,2003,,2049,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,LANDFILL,Landfill,T,Tonnes,2018,,2430.025896,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,LANDFILL,Landfill,T,Tonnes,2019,,2467.138233,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,LANDFILL,Landfill,T,Tonnes,2020,,2773.756423,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,LANDFILL,Landfill,T,Tonnes,2021,,2767.658762,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,LANDFILL,Landfill,T,Tonnes,2022,,2655.198,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,LANDFILL,Landfill,T,Tonnes,2023,,2473.117,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CZE,Czechia,A,Annual,LANDFILL,Landfill,T,Tonnes,2024,,2664.596,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,1985,,500,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,1993,,468,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,1994,,511,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,1996,,432,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,1997,,344,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,1998,,357,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,1999,,361,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2000,,355,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2001,,251,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2002,,218,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2003,,184,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2004,,169,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2005,,207,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2006,,203,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2007,,204,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2008,,175,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2012,,98,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2013,,78,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2014,,66,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2015,,61,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2016,,56,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2017,,48,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2018,,53,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2019,,45.0382812,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,DNK,Denmark,A,Annual,LANDFILL,Landfill,T,Tonnes,2020,,41.4645739,,A,Normal value,,,,,,,3,Thousands,1,One,,,,,,
