"Country","Category","Flow name","Flow code","Flow unit","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Madagascar","Fossil fuels","Domestic Material Input","DMI","t","589000","544000","656000","658000","618000","802000","575000","467000","501000","307000","140000","498000","367000","511000","204000","301000","124000","294000","432000","169000","171000","203000","198000","219000","259000","269000","280000","337000","327000","398000","475323","343802","194085","366252","228687","17064","15081","10203","13232","14457","39774","152744","263063","425675","384187","395900","386225","548504","560000","570000"
"Madagascar","Fossil fuels","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Madagascar","Fossil fuels","Imports","IMP","t","589000","544000","656000","658000","618000","802000","575000","467000","501000","307000","140000","498000","367000","511000","204000","301000","124000","294000","432000","169000","171000","203000","198000","219000","259000","269000","280000","337000","327000","398000","475323","343802","194085","366252","228687","17064","15081","10203","13232","14457","39774","152744","263063","425675","384187","395900","386225","548504","560000","570000"
"Madagascar","Fossil fuels","Physical Trade Balance","PTB","t","589000","544000","656000","658000","618000","802000","575000","467000","501000","307000","140000","498000","367000","511000","204000","301000","124000","294000","432000","169000","171000","203000","198000","219000","259000","269000","280000","337000","327000","398000","475323","343802","194085","366252","228687","17064","15081","10203","13232","14457","39774","152744","263063","425675","384187","395900","386225","548504","560000","570000"
"Madagascar","Fossil fuels","Raw Material Consumption","RMC","t","809543","885905","911874","1067431","1024208","1017870","1102672","1079663","1153312","1342572","1219968","925114","894452","862817","1002229","1010723","1090764","1143572","1282781","1353520","1249092","879335","1168342","2316923","2222046","1979087","1287743","1354823","1346099","1302569","1538416","1607333","1489843","1886922","1600832","1479824","1459486","1713773","2195415","1753593","1597713","1805023","2894512","3052196","3086917","3468604","3219199","3140468","1646928","1763788"
"Madagascar","Fossil fuels","Raw Material Equivalents of exports","RME_EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Madagascar","Fossil fuels","Raw Material Equivalents of imports","RME_IMP","t","809543","885905","911874","1067431","1024208","1017870","1102672","1079663","1153312","1342572","1219968","925114","894452","862817","1002229","1010723","1090764","1143572","1282781","1353520","1249092","879335","1168342","2316923","2222046","1979087","1287743","1354823","1346099","1302569","1538416","1607333","1489843","1886922","1600832","1479824","1459486","1713773","2195415","1753593","1597713","1805023","2894512","3052196","3086917","3468604","3219199","3140468","1646928","1763788"
"Madagascar","Metal ores","Domestic Extraction","DE","t","113382","156655","114843","103525","156992","196725","212471","165832","121353","128867","148600","100213","45842","42990","60888","126867","90883","127691","218705","165527","122379","166786","160884","149758","80474","126308","143126","138357","172773","57043","134148","60930","10738","50832","100663","99234","133934","78303","142191","318668","448003","605849","1787255","3951442","4912196","5714983","5696677","6279788","6180406","6676360"
"Madagascar","Metal ores","Domestic Material Consumption","DMC","t","-16380","73016","13369","17594","4545","54298","123185","95162","17377","80525","126748","53903","-16684","9290","65929","45569","90883","127691","218705","165527","80614","60322","79227","35386","39811","33624","20435","14319","77144","40526","83937","46018","-43330","107460","126502","86176","93299","31121","242493","318201","119060","88612","1148655","3411762","4567048","5412357","5446419","5920234","5987684","6126049"
"Madagascar","Metal ores","Domestic Material Input","DMI","t","120455","179010","131767","116160","185421","227754","240879","213401","167171","189711","212917","135148","66941","73649","92995","150354","90883","127691","218705","165527","156734","190055","187861","173576","114120","162643","177828","178584","225242","98322","202549","132421","58744","152510","191465","173861","212715","178275","375331","464162","563755","704610","1875214","4035895","5048154","5854833","5871638","6341970","6255821","6754459"
"Madagascar","Metal ores","Exports","EXP","t","136835","105993","118398","98567","180876","173456","117694","118239","149794","109186","86169","81245","83625","64359","27066","104785","0","0","0","0","76120","129732","108634","138190","74308","129018","157393","164265","148098","57796","118612","86403","102074","45050","64963","87686","119416","147155","132837","145961","444695","615998","726559","624134","481106","442476","425220","421736","268137","628410"
"Madagascar","Metal ores","Imports","IMP","t","7073","22355","16925","12635","28429","31028","28408","47569","45818","60843","64317","34935","21098","30659","32107","23487","0","0","0","0","34355","23268","26977","23817","33645","36335","34702","40228","52469","41278","68401","71491","48006","101677","90801","74627","78781","99973","233139","145494","115752","98761","87959","84454","135958","139850","174961","62183","75415","78099"
"Madagascar","Metal ores","Physical Trade Balance","PTB","t","-129762","-83638","-101474","-85932","-152446","-142428","-89286","-70670","-103976","-48343","-21852","-46310","-62526","-33700","5041","-81298","0","0","0","0","-41765","-106464","-81657","-114372","-40663","-92683","-122691","-124037","-95629","-16517","-50211","-14912","-54068","56627","25839","-13058","-40635","-47182","100302","-467","-328943","-517237","-638600","-539680","-345149","-302626","-250259","-359553","-192722","-550311"
"Madagascar","Metal ores","Raw Material Consumption","RMC","t","608890","633210","647892","678879","702888","662022","667956","670770","638515","640269","657700","673516","665314","666669","795912","829462","848328","888029","933467","918947","936678","731975","758818","1054690","1109739","702281","731795","905709","1061086","1287077","1600236","1437462","1615367","1670768","1504588","1350050","1297388","1581042","1897494","1702399","1571452","1345587","1454102","1791348","2178591","2239173","2351064","2461496","2693787","2757942"
"Madagascar","Metal ores","Raw Material Equivalents of exports","RME_EXP","t","96294","132198","96628","86830","131587","165097","178035","138991","101918","107965","124729","83976","38621","35988","51135","106204","76331","110203","190541","138570","102448","153463","154801","140474","76885","124077","138582","133018","165629","54929","127204","58708","9011","47519","99407","95785","129294","75632","138764","298309","433876","589464","1750458","3862884","4799622","5564019","5515011","6176698","5459038","5934827"
"Madagascar","Metal ores","Raw Material Equivalents of imports","RME_IMP","t","591802","608753","629677","662183","677484","630394","633520","643929","619080","619366","633829","657279","658092","659666","786159","808798","833775","870541","905302","891990","916747","718651","752734","1045406","1106150","700050","727251","900371","1053942","1284963","1593292","1435240","1613639","1667454","1503332","1346601","1292748","1578372","1894067","1682039","1557325","1329202","1417305","1702790","2066017","2088209","2169397","2358406","1972419","2016410"
"Madagascar","Mixed and complex products nec.","Domestic Extraction","DE","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Madagascar","Mixed and complex products nec.","Domestic Material Consumption","DMC","t","7881","9599","6995","6265","4511","5500","3655","4423","2818","3692","3393","3876","3108","2756","3246","2825","-8","1","1","39","5600","1998","2997","6314","8084","9010","7003","9656","12276","9982","9988","3885","-25713","-82307","-159699","-44671","-53972","416733","183128","134340","144122","264381","272684","245958","293209","293832","923114","1121062","1139351","1383775"
"Madagascar","Mixed and complex products nec.","Domestic Material Input","DMI","t","8101","9786","7182","6452","4868","6045","3921","4717","3026","3893","4085","4108","3405","2836","3400","2893","5","1","1","39","7745","7047","6690","10790","12079","12982","8512","11086","13554","11617","24227","40320","33023","43839","46505","141725","32362","505824","242352","172533","205957","315134","326110","291810","355065","367119","1071798","1360845","1428134","1736582"
"Madagascar","Mixed and complex products nec.","Exports","EXP","t","220","186","187","186","357","545","266","294","208","202","692","232","297","81","154","68","13","0","0","0","2145","5049","3693","4476","3995","3972","1508","1430","1278","1635","14240","36435","58736","126146","206204","186396","86334","89091","59223","38193","61835","50753","53425","45852","61856","73287","148685","239783","288783","352806"
"Madagascar","Mixed and complex products nec.","Imports","IMP","t","8101","9786","7182","6452","4868","6045","3921","4717","3026","3893","4085","4108","3405","2836","3400","2893","5","1","1","39","7745","7047","6690","10790","12079","12982","8512","11086","13554","11617","24227","40320","33023","43839","46505","141725","32362","505824","242352","172533","205957","315134","326110","291810","355065","367119","1071798","1360845","1428134","1736582"
"Madagascar","Mixed and complex products nec.","Physical Trade Balance","PTB","t","7881","9599","6995","6265","4511","5500","3655","4423","2818","3692","3393","3876","3108","2756","3246","2825","-8","1","1","39","5600","1998","2997","6314","8084","9010","7003","9656","12276","9982","9988","3885","-25713","-82307","-159699","-44671","-53972","416733","183128","134340","144122","264381","272684","245958","293209","293832","923114","1121062","1139351","1383775"
"Madagascar","Non-metallic minerals","Domestic Extraction","DE","t","1014176","1207818","902035","773861","626878","1894901","3458122","666703","7556788","4030557","910979","1264116","601481","607895","563713","714291","791722","876615","827334","1015088","1363365","1286571","1499519","1353176","1473585","1280514","1166369","1535029","1399313","1243477","1542005","1512680","1402218","3168117","3719092","2909488","3781608","4358162","6763651","5095845","5507844","4909031","3473910","4155269","5046006","4367161","5662975","5821928","1675440","1687814"
"Madagascar","Non-metallic minerals","Domestic Material Consumption","DMC","t","1009664","1211655","895590","769192","619005","1894819","3450716","658372","7560617","4034152","924584","1255984","612643","608484","568493","717781","791963","876615","827334","1015088","1370585","1274591","1493200","1344206","1461117","1263108","1173563","1533507","1390387","1249202","1552607","1522388","1409016","3173186","3729790","2941343","3815862","4379346","6799539","5109378","5518332","5001108","3936433","5301581","6703811","6144937","7415477","7492167","3086853","3482896"
"Madagascar","Non-metallic minerals","Domestic Material Input","DMI","t","1032486","1232787","917726","791151","641719","1915311","3469991","680250","7580192","4051868","936563","1277921","630140","624041","593340","746294","791963","876615","827334","1015088","1400166","1299542","1515617","1370605","1493812","1295202","1193534","1552261","1418698","1261088","1572531","1548444","1422541","3204110","3766490","2973481","3856802","4415474","6833175","5146017","5567914","5056775","3998578","5412963","6859884","6395473","7635822","7580016","3211269","3607076"
"Madagascar","Non-metallic minerals","Exports","EXP","t","22822","21132","22135","21959","22715","20492","19275","21878","19576","17717","11980","21938","17497","15557","24847","28513","0","0","0","0","29582","24951","22417","26399","32694","32093","19971","18754","28312","11886","19925","26056","13525","30924","36700","32138","40939","36129","33636","36640","49582","55667","62145","111382","156073","250536","220345","87849","124417","124180"
"Madagascar","Non-metallic minerals","Imports","IMP","t","18310","24969","15690","17290","14842","20410","11869","13548","23405","21311","25584","13806","28659","16146","29627","32003","241","0","0","0","36801","12971","16099","17429","20227","14688","27165","17232","19385","17612","30526","35764","20324","35994","47399","63993","75194","57313","69525","50173","60070","147744","524667","1257694","1813877","2028313","1972847","1758088","1535829","1919261"
"Madagascar","Non-metallic minerals","Physical Trade Balance","PTB","t","-4512","3837","-6445","-4669","-7873","-82","-7406","-8331","3829","3594","13604","-8132","11162","589","4779","3490","241","0","0","0","7219","-11980","-6319","-8970","-12467","-17405","7195","-1522","-8926","5726","10601","9707","6798","5069","10698","31855","34255","21184","35888","13533","10488","92077","462522","1146312","1657805","1777777","1752502","1670239","1411413","1795082"
"Madagascar","Non-metallic minerals","Raw Material Consumption","RMC","t","2363593","2680939","2474010","2477185","2441342","2861411","3316508","2993078","4291590","3936686","3685162","4142102","3499995","3692922","3840353","3868890","3672648","4001753","4088306","4295799","4671249","3457405","4213085","3859442","3918622","4100156","3876973","4482425","3530043","3547148","4112555","4329831","5383551","7785256","7830693","6333409","7246473","9378763","11734260","9569851","9541853","9237918","8819871","9665693","10850890","10219990","10776840","11184850","4518314","4699406"
"Madagascar","Non-metallic minerals","Raw Material Equivalents of exports","RME_EXP","t","47837","53454","42867","35635","48357","1026465","2427685","55084","5877989","2830762","64722","76300","57835","31528","39594","35778","87531","74946","84122","95205","111073","125810","159170","128699","166533","145537","155059","235340","577351","618003","846674","688024","113881","269467","499896","884519","940594","792862","1079752","731015","875034","861830","678987","761586","816760","614787","842713","921480","388898","394555"
"Madagascar","Non-metallic minerals","Raw Material Equivalents of imports","RME_IMP","t","1397254","1526574","1614841","1738959","1862821","1992975","2286072","2381459","2612791","2736891","2838904","2954287","2956348","3116555","3316233","3190377","2968457","3200083","3345094","3375916","3418956","2296644","2872736","2634966","2611570","2965179","2865663","3182736","2708081","2921675","3417223","3505174","4095215","4886606","4611498","4308440","4405459","5813464","6050361","5205022","4909043","5190718","6024948","6272009","6621647","6467618","5956581","6284406","3231772","3406146"
"Madagascar","Products from biomass","Domestic Extraction","DE","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Madagascar","Products from biomass","Domestic Material Consumption","DMC","t","1494","5943","-439","-930","-685","11648","6748","6456","12030","11109","6622","3562","9783","10656","9892","12908","16147","11104","11695","13525","11752","8955","-1289","1674","666","-3143","-7724","1799","1692","-8057","1837","1858","-7611","14611","6318","45148","41594","39368","62069","57187","65937","79415","63427","66532","57915","62901","73814","98850","106826","139555"
"Madagascar","Products from biomass","Domestic Material Input","DMI","t","23545","28541","21392","16572","15123","19315","12308","13792","17592","18790","14679","6827","11532","11535","14488","15280","16610","16072","13340","15816","18363","19395","15859","19833","20233","24733","17533","17455","25105","20366","28757","28629","19667","48817","50438","80622","86544","86705","102858","92383","107029","116593","95857","104903","101376","107840","117314","144058","152393","171911"
"Madagascar","Products from biomass","Exports","EXP","t","22051","22597","21830","17502","15808","7667","5560","7336","5562","7681","8057","3265","1749","879","4596","2372","463","4968","1645","2290","6610","10440","17148","18159","19567","27876","25257","15656","23413","28423","26920","26771","27278","34206","44120","35474","44950","47336","40789","35196","41092","37178","32430","38371","43461","44939","43500","45209","45567","32356"
"Madagascar","Products from biomass","Imports","IMP","t","23545","28541","21392","16572","15123","19315","12308","13792","17592","18790","14679","6827","11532","11535","14488","15280","16610","16072","13340","15816","18363","19395","15859","19833","20233","24733","17533","17455","25105","20366","28757","28629","19667","48817","50438","80622","86544","86705","102858","92383","107029","116593","95857","104903","101376","107840","117314","144058","152393","171911"
"Madagascar","Products from biomass","Physical Trade Balance","PTB","t","1494","5943","-439","-930","-685","11648","6748","6456","12030","11109","6622","3562","9783","10656","9892","12908","16147","11104","11695","13525","11752","8955","-1289","1674","666","-3143","-7724","1799","1692","-8057","1837","1858","-7611","14611","6318","45148","41594","39368","62069","57187","65937","79415","63427","66532","57915","62901","73814","98850","106826","139555"
"Madagascar","Products from fossil fuels","Domestic Extraction","DE","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Madagascar","Products from fossil fuels","Domestic Material Consumption","DMC","t","-198454","-108690","-139112","-176085","-197691","-250699","-189674","-94307","-17883","37464","117342","-1882","-6448","8236","212024","82964","163000","133000","62000","116000","191117","195365","196096","195236","234483","242233","247611","288651","327826","290067","236041","343487","318002","259295","399319","663881","656497","681817","734893","606203","625101","717021","794655","781754","809916","861021","984958","1012959","948646","1166775"
"Madagascar","Products from fossil fuels","Domestic Material Input","DMI","t","35698","67456","48980","27075","40428","23370","18392","35795","58167","115513","230378","64249","60635","66304","216174","120102","195000","158000","119000","176000","235308","245036","252360","255535","256601","262393","267953","310072","349669","347169","401939","457708","389732","474000","526116","677027","668537","701036","751414","620085","633859","724622","803139","790671","819444","870198","995677","1021794","958011","1177883"
"Madagascar","Products from fossil fuels","Exports","EXP","t","234152","176146","188092","203159","238119","274069","208066","130102","76050","78048","113036","66131","67082","58068","4150","37138","32000","25000","57000","60000","44191","49671","56264","60299","22117","20160","20342","21421","21844","57102","165898","114222","71730","214705","126797","13145","12040","19219","16520","13882","8758","7601","8484","8917","9528","9177","10719","8835","9365","11108"
"Madagascar","Products from fossil fuels","Imports","IMP","t","35698","67456","48980","27075","40428","23370","18392","35795","58167","115513","230378","64249","60635","66304","216174","120102","195000","158000","119000","176000","235308","245036","252360","255535","256601","262393","267953","310072","349669","347169","401939","457708","389732","474000","526116","677027","668537","701036","751414","620085","633859","724622","803139","790671","819444","870198","995677","1021794","958011","1177883"
"Madagascar","Products from fossil fuels","Physical Trade Balance","PTB","t","-198454","-108690","-139112","-176085","-197691","-250699","-189674","-94307","-17883","37464","117342","-1882","-6448","8236","212024","82964","163000","133000","62000","116000","191117","195365","196096","195236","234483","242233","247611","288651","327826","290067","236041","343487","318002","259295","399319","663881","656497","681817","734893","606203","625101","717021","794655","781754","809916","861021","984958","1012959","948646","1166775"
"Madagascar","Products from metals","Domestic Extraction","DE","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Madagascar","Products from metals","Domestic Material Consumption","DMC","t","11866","12530","20859","9595","10234","12292","10066","13215","17481","19682","23003","25112","21353","13095","13727","28620","0","0","0","0","20770","21227","14412","18980","17584","18569","19229","26028","25968","24971","28259","48205","26994","40426","55189","49185","35949","51166","104207","58635","43508","49268","56953","57401","70756","56825","76011","97347","94862","89695"
"Madagascar","Products from metals","Domestic Material Input","DMI","t","16348","20373","21447","12971","10380","13743","11269","13750","18154","20825","23084","25511","21942","13366","14442","28811","0","0","0","0","21424","21427","15356","20129","17663","19049","19318","26228","26120","25036","28522","48728","28513","41476","56528","51692","36981","53196","106592","65477","60661","57179","59714","59363","72857","59961","77854","98751","97287","91194"
"Madagascar","Products from metals","Exports","EXP","t","4482","7843","588","3376","146","1452","1203","535","673","1143","81","399","589","271","715","191","0","0","0","0","653","200","944","1149","79","480","89","201","152","66","263","523","1518","1050","1339","2507","1033","2030","2385","6842","17153","7912","2761","1962","2101","3137","1844","1403","2424","1500"
"Madagascar","Products from metals","Imports","IMP","t","16348","20373","21447","12971","10380","13743","11269","13750","18154","20825","23084","25511","21942","13366","14442","28811","0","0","0","0","21424","21427","15356","20129","17663","19049","19318","26228","26120","25036","28522","48728","28513","41476","56528","51692","36981","53196","106592","65477","60661","57179","59714","59363","72857","59961","77854","98751","97287","91194"
"Madagascar","Products from metals","Physical Trade Balance","PTB","t","11866","12530","20859","9595","10234","12292","10066","13215","17481","19682","23003","25112","21353","13095","13727","28620","0","0","0","0","20770","21227","14412","18980","17584","18569","19229","26028","25968","24971","28259","48205","26994","40426","55189","49185","35949","51166","104207","58635","43508","49268","56953","57401","70756","56825","76011","97347","94862","89695"
"Madagascar","Products from non-metallic minerals","Domestic Extraction","DE","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Madagascar","Products from non-metallic minerals","Domestic Material Consumption","DMC","t","89332","119376","79889","61225","46776","71258","39003","55715","68502","67801","91339","158309","60562","67132","60098","85862","0","0","0","0","102999","81875","118080","96629","115999","108137","54676","70771","134117","99615","146592","150746","143456","330998","401770","234296","343586","339257","591394","476108","498548","430342","385558","477385","813498","725201","946062","863764","1052993","1175372"
"Madagascar","Products from non-metallic minerals","Domestic Material Input","DMI","t","90400","120128","81529","61855","47360","71938","39591","56454","68894","68444","91588","158845","61318","67824","61137","86076","0","0","0","0","103295","83154","118142","96853","116080","108375","54854","71046","134352","100567","148933","154094","145477","333589","403203","236782","345108","341349","592747","477581","501837","431798","386849","479316","816460","733456","950311","867808","1054810","1180048"
"Madagascar","Products from non-metallic minerals","Exports","EXP","t","1068","752","1640","630","584","680","588","739","393","643","249","536","757","692","1038","214","0","0","0","0","296","1280","62","224","81","238","178","275","235","952","2342","3348","2022","2590","1434","2486","1522","2092","1353","1473","3290","1457","1291","1931","2963","8255","4250","4044","1817","4676"
"Madagascar","Products from non-metallic minerals","Imports","IMP","t","90400","120128","81529","61855","47360","71938","39591","56454","68894","68444","91588","158845","61318","67824","61137","86076","0","0","0","0","103295","83154","118142","96853","116080","108375","54854","71046","134352","100567","148933","154094","145477","333589","403203","236782","345108","341349","592747","477581","501837","431798","386849","479316","816460","733456","950311","867808","1054810","1180048"
"Madagascar","Products from non-metallic minerals","Physical Trade Balance","PTB","t","89332","119376","79889","61225","46776","71258","39003","55715","68502","67801","91339","158309","60562","67132","60098","85862","0","0","0","0","102999","81875","118080","96629","115999","108137","54676","70771","134117","99615","146592","150746","143456","330998","401770","234296","343586","339257","591394","476108","498548","430342","385558","477385","813498","725201","946062","863764","1052993","1175372"
"Madagascar","Waste for final treatment and disposal","Domestic Extraction","DE","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Madagascar","Waste for final treatment and disposal","Domestic Material Consumption","DMC","t","252","476","365","292","455","419","606","876","381","1002","754","161","187","136","368","658","0","0","0","0","162","287","656","361","480","1944","2931","4513","3802","727","72","-28","157","4452","1540","1997","13928","23021","18997","21744","26371","28152","25327","22631","34137","38103","57945","63970","50556","53328"
"Madagascar","Waste for final treatment and disposal","Domestic Material Input","DMI","t","253","477","366","293","456","420","606","876","382","1003","754","244","187","136","368","660","0","0","0","0","164","288","657","363","480","1944","2931","4513","3802","727","427","19","162","4454","1541","2017","13929","23021","19001","21806","26489","28452","25378","22686","34216","38174","58046","64096","50714","53456"
"Madagascar","Waste for final treatment and disposal","Exports","EXP","t","1","0","1","1","1","0","0","0","0","0","0","83","0","0","0","1","0","0","0","0","3","1","0","2","0","0","0","0","0","0","355","46","5","2","1","20","1","0","4","61","117","300","51","55","79","72","100","125","159","128"
"Madagascar","Waste for final treatment and disposal","Imports","IMP","t","253","477","366","293","456","420","606","876","382","1003","754","244","187","136","368","660","0","0","0","0","164","288","657","363","480","1944","2931","4513","3802","727","427","19","162","4454","1541","2017","13929","23021","19001","21806","26489","28452","25378","22686","34216","38174","58046","64096","50714","53456"
"Madagascar","Waste for final treatment and disposal","Physical Trade Balance","PTB","t","252","476","365","292","455","419","606","876","381","1002","754","161","187","136","368","658","0","0","0","0","162","287","656","361","480","1944","2931","4513","3802","727","72","-28","157","4452","1540","1997","13928","23021","18997","21744","26371","28152","25327","22631","34137","38103","57945","63970","50556","53328"
"Malawi","Biomass","Domestic Extraction","DE","t","10044410","11904790","12600905","12741687","12867596","12968255","14128377","14440353","14615866","14686141","14564720","15498178","16500379","15797582","15974347","16049381","16238657","16122183","16929083","17619837","17102707","24189924","19954278","24809773","21630259","24932711","26538931","24989407","28488085","32495952","36259550","35655493","30308127","32856461","33087087","30371299","39798283","45018024","44290873","50130171","50473134","52843144","55418941","58140743","56230844","51289620","49569831","57723619","56243645","57794711"
"Malawi","Biomass","Domestic Material Consumption","DMC","t","10054168","11809237","12458813","12569464","12741416","12864427","14002510","14275307","14466950","14502216","14332142","15330725","16333184","15508524","15676040","15803625","15932634","15975979","16828782","17649328","17069417","24208954","20213609","25201492","21977409","25029294","26480524","24918261","28629776","32410278","36136872","35460799","30588105","32640840","32951633","30358967","39720539","44368991","44245282","49910503","50310735","52039135","55096424","57907410","55998550","51211875","49668020","57604758","56065491","57521343"
"Malawi","Biomass","Domestic Material Input","DMI","t","10165121","11940948","12638264","12779216","12898339","13017268","14174737","14468598","14634125","14712492","14625072","15582815","16533854","15825686","15998717","16089420","16262236","16194060","17072050","17821544","17288049","24425536","20413464","25395053","22172819","25263410","26727798","25175666","28919502","32628041","36355961","35783076","30856607","33069320","33271688","30654272","40052038","45233154","44637260","50431154","50776972","53110145","55663197","58497303","56519954","51726987","50150048","58061928","56531753","58082372"
"Malawi","Biomass","Exports","EXP","t","110953","131711","179451","209752","156923","152841","172227","193291","167175","210276","292930","252090","200670","317162","322677","285795","329602","218081","243268","172216","218632","216582","199855","193561","195410","234116","247274","257404","289726","217762","219089","322277","268501","428480","320055","295305","331500","864164","391977","520650","466237","1071009","566773","589893","521404","515112","482028","457170","466262","561029"
"Malawi","Biomass","Imports","IMP","t","120711","36158","37359","37529","30743","49013","46360","28245","18259","26351","60352","84637","33475","28104","24370","40039","23579","71877","142967","201707","185342","235612","459186","585280","542559","330699","188867","186259","431417","132089","96412","127583","548480","212858","184601","282974","253755","215130","346387","300983","303838","267000","244256","356560","289109","437367","580217","338309","288108","287662"
"Malawi","Biomass","Physical Trade Balance","PTB","t","9758","-95553","-142092","-172223","-126180","-103828","-125867","-165046","-148916","-183925","-232578","-167453","-167195","-289058","-298307","-245756","-306023","-146204","-100301","29491","-33290","19030","259331","391719","347150","96583","-58407","-71145","141691","-85673","-122677","-194694","279979","-215622","-135455","-12332","-77744","-649033","-45591","-219668","-162399","-804009","-322516","-233333","-232294","-77745","98189","-118861","-178154","-273367"
"Malawi","Biomass","Raw Material Consumption","RMC","t","7978539","9353442","10272600","9113316","10028260","11266190","11918580","11531810","11128430","10024560","10395670","11258320","10674010","10575360","10765020","11974560","12359850","11839230","14069980","14216380","12714270","16052580","12413740","16556910","11045830","12123100","14971800","13065760","13095950","13709850","15269960","15325350","17498330","15284990","15492460","14368810","14470150","13360830","14588960","15409750","15546640","14427380","16855910","16475150","14878920","15818210","16848930","18469250","22479800","24651020"
"Malawi","Biomass","Raw Material Equivalents of exports","RME_EXP","t","5919404","7367176","7834943","8119245","8151472","7738438","8562956","9226784","9338446","9317010","9089824","9703836","10515230","10006090","10064320","9994477","10009650","9762252","10522820","10863110","10396970","14298400","12441470","15483880","15844660","17453370","15972080","16778790","20414020","23821700","25836970","24951010","20383340","24634070","24787330","22073040","30811110","37287820","34101090","39717280","39210220","42225470","43025840","46845210","46184100","39877780","37174590","43218800","36447640","35711730"
"Malawi","Biomass","Raw Material Equivalents of imports","RME_IMP","t","3853532","4815828","5506642","4490874","5312134","6036369","6353154","6318241","5851011","4655427","4920777","5463977","4688861","4783868","4854988","5919653","6130851","5479300","7663720","7459658","6008531","6161050","4900933","7231016","5260230","4643752","4404954","4855149","5021886","5035605","4847378","4620864","7573549","7062599","7192709","6070551","5482975","5630632","4399174","4996862","4283723","3809704","4462812","5179618","4832181","4406365","4453694","3964429","2683797","2568040"
"Malawi","Excavated earthen materials (including soil) nec","Domestic Extraction","DE","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malawi","Excavated earthen materials (including soil) nec","Domestic Material Consumption","DMC","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malawi","Excavated earthen materials (including soil) nec","Domestic Material Input","DMI","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malawi","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malawi","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malawi","Excavated earthen materials (including soil) nec","Physical Trade Balance","PTB","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
