"Country","Category","Flow name","Flow code","Flow unit","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Chile","Metal ores","Domestic Extraction","DE","t","57262946","59599291","58388505","59930745","76119554","72480813","84321673","81446683","81471802","84897570","88856949","94657155","108456117","107750767","114124859","120114217","124469815","126823373","134479999","148580040","149841353","172423815","192747821","208951738","233219665","263710184","327662444","365153574","414433421","504545683","567370209","595501497","577176289","621616088","696265896","703314557","720231493","756460574","718660036","729244184","739793284","738428412","769167398","821850778","832279168","832863704","814154581","814436975","860113271","871345662"
"Chile","Metal ores","Domestic Material Consumption","DMC","t","46758352","48453603","52199226","51108918","65713539","62541205","74080985","73666843","77771211","77474661","83564849","89321304","101226573","101617405","107145114","113285607","117970498","119634211","125921710","139807084","142300845","163809685","184580732","201621693","224549486","255909591","318317863","353731884","404689823","494788313","557011955","583061977","563502091","614945551","693320168","694667572","713962127","749084004","713561017","720830056","726130195","724443013","753871559","805475089","813925931","814742769","794872794","795211100","841683859","858745237"
"Chile","Metal ores","Domestic Material Input","DMI","t","57396423","59715621","58546939","60042231","76333731","72583670","84398762","81538906","81573505","85085661","89046638","94863111","108565742","107847296","114264876","120277549","124707483","127103837","134751873","149016510","150320313","173021333","193461926","209726536","233932778","264800922","328652407","366432543","415759639","505255340","568484909","596475983","578081497","622735452","697588309","704657299","721810829","758014947","720799606","730327946","742211869","740605401","771498472","824018339","834454915","835400397","816496004","816094297","861902695","873336840"
"Chile","Metal ores","Exports","EXP","t","10638071","11262018","6347712","8933314","10620192","10042465","10317777","7872063","3802294","7611000","5481789","5541807","7339169","6229891","7119762","6991942","6736985","7469626","8830163","9209425","8019468","9211648","8881194","8104843","9383292","8891331","10334545","12700659","11069816","10467027","11472954","13414006","14579406","7789901","4268141","9989727","7848702","8930943","7238589","9497890","16081673","16162388","17626913","18543250","20528984","20657628","21623210","20883197","20218836","14591603"
"Chile","Metal ores","Imports","IMP","t","133477","116329","158433","111486","214177","102857","77089","92223","101703","188091","189689","205956","109625","96529","140017","163332","237668","280464","271874","436470","478960","597519","714105","774797","713113","1090738","989963","1278969","1326218","709658","1114700","974486","905208","1119365","1322413","1342742","1579335","1554373","2139570","1083762","2418585","2176989","2331073","2167560","2175747","2536694","2341424","1657322","1789424","1991178"
"Chile","Metal ores","Physical Trade Balance","PTB","t","-10504594","-11145688","-6189279","-8821828","-10406015","-9939608","-10240687","-7779840","-3700592","-7422909","-5292100","-5335851","-7229544","-6133362","-6979745","-6828610","-6499317","-7189162","-8558289","-8772955","-7540508","-8614129","-8167089","-7330045","-8670179","-7800593","-9344582","-11421690","-9743598","-9757370","-10358255","-12439520","-13674198","-6670537","-2945728","-8646985","-6269367","-7376570","-5099019","-8414128","-13663089","-13985399","-15295840","-16375689","-18353237","-18120935","-19281786","-19225875","-18429411","-12600425"
"Chile","Metal ores","Raw Material Consumption","RMC","t","8902311","8449535","8392400","8717143","9659444","9284724","9943287","8692799","8562100","8669656","8919770","9125999","9305225","8581697","9665406","9783614","10238570","10654350","11108760","11969390","11646660","12711460","11469120","15734120","13471230","13942240","18528230","14780780","16058150","16836940","28256650","30060210","27844500","33083140","29564310","34230160","34640060","32143680","35715480","25937720","33261830","36891940","31465220","42989160","45278640","57409680","57886110","55187090","61608740","69569700"
"Chile","Metal ores","Raw Material Equivalents of exports","RME_EXP","t","53439160","55668620","54900370","56351240","71571700","68006180","79443620","77225820","77180250","80428390","84235080","89929730","103431300","103037200","108960900","114769800","118983700","121263800","128609800","142094000","143631400","165383100","186979600","200677500","226361500","256944600","318876400","359682000","408405100","498058500","553084400","580996400","564008200","603740000","688098700","685254700","704580800","742499500","706610700","717223300","727472900","725886600","756440300","800056700","805273800","791617400","773151300","777310000","819379500","822465100"
"Chile","Metal ores","Raw Material Equivalents of imports","RME_IMP","t","5078529","4518858","4904268","5137641","5111590","4810094","5065233","4471935","4270543","4200480","4297900","4398572","4280439","3868151","4501483","4439213","4752456","5094775","5238577","5483389","5436720","5670778","5700925","7459869","6613097","7176685","9742163","9309163","10029820","10349810","13970840","15555140","14676410","15207100","21397130","16170270","18989380","18182610","23666170","13916830","20941460","24350090","18738090","21195080","18273250","16163390","16882860","18060100","20874930","20689190"
"Chile","Mixed and complex products nec.","Domestic Extraction","DE","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chile","Mixed and complex products nec.","Domestic Material Consumption","DMC","t","7","18128","13234","11518","12104","10738","11334","19523","21950","198447","93176","143038","46362","47370","45100","13227","-73768","-94056","64315","93032","32265","29919","57925","86666","54008","112669","69870","-515715","147449","-119523","146963","-669892","-333885","723954","1606748","3069023","14832381","5709816","3114350","1665438","2864109","4076972","4605176","3847851","1554758","331490","728587","2533680","2080407","4170643"
"Chile","Mixed and complex products nec.","Domestic Material Input","DMI","t","7","18462","13503","12466","12543","12154","13349","44123","63876","201012","138921","151403","48487","53277","63820","77281","59304","82732","99816","155390","109967","167362","146828","246642","257330","249864","404281","313495","236467","213373","795113","1197213","1216571","2129708","3423502","6064908","16803749","7130379","3751172","2016362","3223272","4564618","5050167","4211863","5307828","2392534","2993465","10846627","9718431","12465586"
"Chile","Mixed and complex products nec.","Exports","EXP","t","0","334","269","948","439","1416","2015","24600","41926","2565","45745","8366","2125","5907","18720","64053","133072","176788","35500","62357","77702","137443","88902","159976","203322","137194","334410","829210","89018","332895","648150","1867105","1550456","1405754","1816754","2995885","1971368","1420563","636822","350924","359163","487647","444991","364012","3753070","2061045","2264878","8312947","7638023","8294943"
"Chile","Mixed and complex products nec.","Imports","IMP","t","7","18462","13503","12466","12543","12154","13349","44123","63876","201012","138921","151403","48487","53277","63820","77281","59304","82732","99816","155390","109967","167362","146828","246642","257330","249864","404281","313495","236467","213373","795113","1197213","1216571","2129708","3423502","6064908","16803749","7130379","3751172","2016362","3223272","4564618","5050167","4211863","5307828","2392534","2993465","10846627","9718431","12465586"
"Chile","Mixed and complex products nec.","Physical Trade Balance","PTB","t","7","18128","13234","11518","12104","10738","11334","19523","21950","198447","93176","143038","46362","47370","45100","13227","-73768","-94056","64315","93032","32265","29919","57925","86666","54008","112669","69870","-515715","147449","-119523","146963","-669892","-333885","723954","1606748","3069023","14832381","5709816","3114350","1665438","2864109","4076972","4605176","3847851","1554758","331490","728587","2533680","2080407","4170643"
"Chile","Non-metallic minerals","Domestic Extraction","DE","t","14636518","10974208","11097269","10548020","11040623","7769805","7754715","8605777","9907633","11192480","12799707","15128827","9408792","10428850","11517457","11999946","12892876","13939445","16526891","17580845","18781565","19623761","23357470","27081818","28976703","30609551","36082971","38422634","40019666","34442082","35149920","36974259","34763184","38814258","40168077","48520882","42054395","44768137","49124672","44957994","48948614","56206821","48831904","41773072","29712482","30610249","58137027","55807238","61626004","62242161"
"Chile","Non-metallic minerals","Domestic Material Consumption","DMC","t","14502186","10771110","10895384","10626247","11165535","7869347","7800681","8465486","9869924","11187602","12445975","14841374","8839872","10169324","11315590","11760841","12441932","13732363","16251588","17186637","18675488","18889260","22693905","26175785","26279658","29739060","32788389","35887751","38622842","32379715","33661128","36994348","35042022","39688298","41218104","49675369","43035858","46377244","51179825","45852907","43299090","48616003","43906558","36456290","20899252","22217067","53501901","50623473","53339780","54514494"
"Chile","Non-metallic minerals","Domestic Material Input","DMI","t","15078967","11356755","11377730","11067795","11698612","8361296","8192059","8991171","10224243","11714925","13241255","15589022","9627465","10763522","11935407","12468129","13459522","14700100","17353318","18483918","19575533","20421318","24238150","27963323","29895811","31683642","37363813","39651056","41423031","35764873","37030080","38088556","35912360","40231974","41750980","50083333","43621582","46817951","51472611","46260000","50902566","58486380","51224867","44265925","31944969","33160776","60375095","57422473","63334668","63732207"
"Chile","Non-metallic minerals","Exports","EXP","t","576781","585645","482346","441548","533076","491949","391378","525685","354319","527323","795280","747647","787594","594198","619817","707289","1017591","967737","1101730","1297281","900045","1532058","1544245","1787539","3616153","1944582","4575423","3763305","2800188","3385158","3368952","1094208","870338","543675","532877","407964","585723","440707","292786","407093","7603476","9870378","7318309","7809636","11045717","10943709","6873193","6799000","9994888","9217713"
"Chile","Non-metallic minerals","Imports","IMP","t","442449","382547","280461","519775","657988","591492","437344","385393","316610","522445","441548","460195","218673","334672","417949","468184","566646","760655","826427","903073","793968","797557","880679","881505","919108","1074091","1280841","1228422","1403365","1322791","1880159","1114297","1149176","1417716","1582903","1562451","1567187","2049814","2347939","1302006","1953952","2279559","2392963","2492853","2232487","2550526","2238068","1615235","1708664","1490046"
"Chile","Non-metallic minerals","Physical Trade Balance","PTB","t","-134332","-203098","-201885","78227","124912","99542","45966","-140292","-37709","-4878","-353732","-287452","-568921","-259526","-201867","-239105","-450944","-207082","-275302","-394208","-106078","-734501","-663565","-906033","-2697044","-870491","-3294582","-2534883","-1396823","-2062367","-1488792","20090","278837","874040","1050026","1154487","981464","1609108","2055153","894913","-5649524","-7590818","-4925346","-5316782","-8813230","-8393183","-4635125","-5183765","-8286225","-7727667"
"Chile","Non-metallic minerals","Raw Material Consumption","RMC","t","17013900","14014530","14268830","14263990","14995280","11867510","12178590","13180080","14823220","16005260","17537940","19687670","13951420","14978970","16373890","16985120","17500680","19084030","21409210","22261650","22711440","23017620","28339290","33030310","33788450","36903230","44443750","42754320","42901390","36214020","41127110","41688090","41828220","42882290","47952890","64119770","64200700","70701220","75479950","58311290","73013890","81474950","68099420","63136180","46503870","42712870","70374550","73328270","85091400","85973140"
"Chile","Non-metallic minerals","Raw Material Equivalents of exports","RME_EXP","t","2070377","1667334","1704727","1543198","1427850","1196956","1329645","1457394","1669315","1978935","2042868","2168944","1912671","1966077","1987982","2166613","2524732","2497673","3037617","3095777","4033776","4153309","4528110","4421940","5541182","6074007","7270747","9143624","11564080","11535720","9073265","10054450","7808683","10406010","9686014","10747320","9197222","9031515","11350930","13050480","13812040","16243240","13782900","11597440","12763250","14969490","13778110","12977740","14272080","14653570"
"Chile","Non-metallic minerals","Raw Material Equivalents of imports","RME_IMP","t","4447758","4707651","4876292","5259170","5382507","5294665","5753518","6031699","6584906","6791712","6781105","6727788","6455294","6516199","6844410","7151790","7132534","7642259","7919935","7776585","7963649","7547166","9509930","10370430","10352920","12367680","15631530","13475310","14445810","13307660","15050450","14768280","14873720","14474040","17470820","26346210","31343530","34964600","37706210","26403780","37877310","41511370","33050410","32960550","29554640","27072110","26015630","30498770","37737480","38384550"
"Chile","Products from biomass","Domestic Extraction","DE","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chile","Products from biomass","Domestic Material Consumption","DMC","t","77736","125355","212782","101710","116249","-59403","-75518","-44516","-17558","-34202","-33841","23001","-12904","-15194","-45528","-57964","-122627","-141527","-134658","-144782","-235263","-245678","-156039","-169314","-317521","-438011","-392171","-289258","-6982","-147610","-84933","-412551","-263064","-180157","-310136","-368336","-350635","-276524","-43967","-182539","431846","232654","795280","303892","42032","228019","241460","474555","671501","745317"
"Chile","Products from biomass","Domestic Material Input","DMI","t","104291","147009","227753","113468","150863","21412","30163","70050","88758","103478","113625","144540","90082","88887","84412","51632","33325","60283","82370","107508","93207","108740","194449","222605","220134","240733","275385","412534","707928","698230","807709","721137","805980","1060047","1281234","1375496","1678825","1995192","2196520","1988168","2703053","2859770","3115143","2555655","2420569","2642859","2730450","2854873","3235332","3079510"
"Chile","Products from biomass","Exports","EXP","t","26555","21654","14972","11758","34614","80816","105681","114566","106316","137680","147466","121539","102986","104081","129940","109596","155952","201809","217027","252289","328469","354419","350488","391919","537655","678744","667557","701792","714910","845840","892642","1133688","1069044","1240205","1591370","1743832","2029460","2271716","2240487","2170707","2271206","2627116","2319863","2251763","2378537","2414840","2488990","2380318","2563830","2334193"
"Chile","Products from biomass","Imports","IMP","t","104291","147009","227753","113468","150863","21412","30163","70050","88758","103478","113625","144540","90082","88887","84412","51632","33325","60283","82370","107508","93207","108740","194449","222605","220134","240733","275385","412534","707928","698230","807709","721137","805980","1060047","1281234","1375496","1678825","1995192","2196520","1988168","2703053","2859770","3115143","2555655","2420569","2642859","2730450","2854873","3235332","3079510"
"Chile","Products from biomass","Physical Trade Balance","PTB","t","77736","125355","212782","101710","116249","-59403","-75518","-44516","-17558","-34202","-33841","23001","-12904","-15194","-45528","-57964","-122627","-141527","-134658","-144782","-235263","-245678","-156039","-169314","-317521","-438011","-392171","-289258","-6982","-147610","-84933","-412551","-263064","-180157","-310136","-368336","-350635","-276524","-43967","-182539","431846","232654","795280","303892","42032","228019","241460","474555","671501","745317"
"Chile","Products from fossil fuels","Domestic Extraction","DE","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chile","Products from fossil fuels","Domestic Material Consumption","DMC","t","884843","489514","315844","312045","-37697","-74702","-64562","36790","75256","73428","122072","774628","1017896","606650","665101","490565","777244","416648","244070","414364","483423","797815","1142513","1212189","1736035","1930662","2776834","2674568","2257056","2106992","1471756","715250","1587838","811626","1586365","2270867","2454594","6751269","7144560","6075720","7359048","7466554","7658669","7564493","7546531","8094726","8976473","8601019","8845162","8787643"
"Chile","Products from fossil fuels","Domestic Material Input","DMI","t","897843","528236","413992","363738","127463","33888","61288","103102","155511","138126","215423","794614","1087928","642747","697992","501882","784564","449277","546632","736708","705837","922960","1231221","1250651","1792986","2016212","2868920","2869351","2466064","2473264","2451671","2103489","2615864","2578531","3199282","4124600","4642501","8138749","8618551","7366469","8192252","8300336","8786600","8740510","8366730","8854317","9652155","9243086","9591595","9570701"
"Chile","Products from fossil fuels","Exports","EXP","t","13000","38722","98148","51693","165160","108590","125850","66312","80256","64697","93351","19986","70031","36097","32891","11316","7320","32628","302562","322344","222413","125145","88708","38463","56950","85550","92085","194784","209008","366272","979915","1388239","1028026","1766905","1612917","1853733","2187907","1387480","1473991","1290749","833204","833782","1127931","1176017","820199","759591","675682","642068","746433","783058"
"Chile","Products from fossil fuels","Imports","IMP","t","897843","528236","413992","363738","127463","33888","61288","103102","155511","138126","215423","794614","1087928","642747","697992","501882","784564","449277","546632","736708","705837","922960","1231221","1250651","1792986","2016212","2868920","2869351","2466064","2473264","2451671","2103489","2615864","2578531","3199282","4124600","4642501","8138749","8618551","7366469","8192252","8300336","8786600","8740510","8366730","8854317","9652155","9243086","9591595","9570701"
"Chile","Products from fossil fuels","Physical Trade Balance","PTB","t","884843","489514","315844","312045","-37697","-74702","-64562","36790","75256","73428","122072","774628","1017896","606650","665101","490565","777244","416648","244070","414364","483423","797815","1142513","1212189","1736035","1930662","2776834","2674568","2257056","2106992","1471756","715250","1587838","811626","1586365","2270867","2454594","6751269","7144560","6075720","7359048","7466554","7658669","7564493","7546531","8094726","8976473","8601019","8845162","8787643"
"Chile","Products from metals","Domestic Extraction","DE","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chile","Products from metals","Domestic Material Consumption","DMC","t","89157","115123","130595","99677","102513","119556","89040","81880","109026","237848","198527","244010","134000","49434","106481","91300","100967","197702","207965","296954","290335","230129","260801","295976","279325","419522","470775","612682","417901","283541","371561","349285","351957","446593","485635","854517","782781","882849","1079093","651488","1155630","1543770","1683693","1561193","1098626","1093158","1150822","1122779","1226678","1082209"
"Chile","Products from metals","Domestic Material Input","DMI","t","92440","121380","135419","103614","109894","127422","99944","101361","113080","252697","243295","359890","144901","91296","118763","104197","141822","240469","253090","343585","315227","258377","310552","358365","347429","490440","514696","693061","483452","351025","426455","409844","408721","510486","584737","992231","939402","997104","1203539","731995","1299370","1706163","1814710","1711385","1283156","1249104","1391707","1296578","1383224","1191425"
"Chile","Products from metals","Exports","EXP","t","3283","6256","4824","3937","7380","7866","10904","19482","4054","14850","44767","115880","10901","41862","12282","12898","40855","42766","45125","46631","24892","28248","49751","62389","68104","70918","43921","80379","65551","67484","54894","60559","56764","63894","99102","137713","156621","114255","124446","80507","143740","162393","131017","150192","184530","155945","240885","173799","156546","109215"
"Chile","Products from metals","Imports","IMP","t","92440","121380","135419","103614","109894","127422","99944","101361","113080","252697","243295","359890","144901","91296","118763","104197","141822","240469","253090","343585","315227","258377","310552","358365","347429","490440","514696","693061","483452","351025","426455","409844","408721","510486","584737","992231","939402","997104","1203539","731995","1299370","1706163","1814710","1711385","1283156","1249104","1391707","1296578","1383224","1191425"
"Chile","Products from metals","Physical Trade Balance","PTB","t","89157","115123","130595","99677","102513","119556","89040","81880","109026","237848","198527","244010","134000","49434","106481","91300","100967","197702","207965","296954","290335","230129","260801","295976","279325","419522","470775","612682","417901","283541","371561","349285","351957","446593","485635","854517","782781","882849","1079093","651488","1155630","1543770","1683693","1561193","1098626","1093158","1150822","1122779","1226678","1082209"
"Chile","Products from non-metallic minerals","Domestic Extraction","DE","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chile","Products from non-metallic minerals","Domestic Material Consumption","DMC","t","92930","111981","120551","116650","130500","43967","-6741","16839","163774","176243","156559","427828","208206","182255","272754","211906","231901","106571","231362","-213098","52635","-150879","-273002","7257","-442014","68748","697522","375430","-11050","-1082552","-891472","-231008","51880","1332757","1618880","2325947","2295825","3795432","5050530","4177494","5114029","6494242","7576321","7559045","6697231","7064388","6041649","6511796","7650253","7679222"
"Chile","Products from non-metallic minerals","Domestic Material Input","DMI","t","108521","166183","162157","135728","152460","119272","107888","171736","210008","309519","278230","464356","248385","223030","313014","270075","360314","389052","479048","707691","798590","658617","676462","889537","721340","973027","1716342","2208187","1895755","1500631","2220387","2177437","2052470","2377617","2596980","3205776","3233943","4350735","5726322","4862881","6326365","7688657","8370179","8126224","7262515","7667339","6916818","7272742","8538525","8910065"
"Chile","Products from non-metallic minerals","Exports","EXP","t","15591","54202","41606","19077","21960","75305","114629","154897","46235","133276","121670","36528","40179","40775","40260","58169","128413","282481","247685","920789","745954","809495","949464","882280","1163354","904279","1018820","1832757","1906805","2583183","3111859","2408444","2000590","1044860","978099","879829","938118","555303","675792","685386","1212336","1194415","793858","567179","565284","602951","875170","760946","888272","1230843"
"Chile","Products from non-metallic minerals","Imports","IMP","t","108521","166183","162157","135728","152460","119272","107888","171736","210008","309519","278230","464356","248385","223030","313014","270075","360314","389052","479048","707691","798590","658617","676462","889537","721340","973027","1716342","2208187","1895755","1500631","2220387","2177437","2052470","2377617","2596980","3205776","3233943","4350735","5726322","4862881","6326365","7688657","8370179","8126224","7262515","7667339","6916818","7272742","8538525","8910065"
"Chile","Products from non-metallic minerals","Physical Trade Balance","PTB","t","92930","111981","120551","116650","130500","43967","-6741","16839","163774","176243","156559","427828","208206","182255","272754","211906","231901","106571","231362","-213098","52635","-150879","-273002","7257","-442014","68748","697522","375430","-11050","-1082552","-891472","-231008","51880","1332757","1618880","2325947","2295825","3795432","5050530","4177494","5114029","6494242","7576321","7559045","6697231","7064388","6041649","6511796","7650253","7679222"
"Chile","Waste for final treatment and disposal","Domestic Extraction","DE","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chile","Waste for final treatment and disposal","Domestic Material Consumption","DMC","t","-30022","-351","-2851","-58890","-78970","-31093","-21781","-939","-5535","-27522","-4794","-4361","-2132","-6069","-4982","1924","2011","4234","5557","7337","12934","13395","18373","21044","20439","20083","19120","13521","11817","9005","10395","-43029","-43424","-90573","-112294","-167455","-184529","5288","-113076","-182806","6665","10730","12468","7096","3845","10690","7376","21736","16428","31373"
"Chile","Waste for final treatment and disposal","Domestic Material Input","DMI","t","251","100","993","1795","643","425","216","215","921","3100","2474","1987","1138","1463","2346","1927","2734","4279","5672","7441","13450","14075","18474","21154","20512","20258","19156","14419","13484","10890","12163","22388","19701","8994","9874","9846","8490","9429","18945","9544","12518","13360","14348","14564","14466","14884","30247","31541","31933","33876"
"Chile","Waste for final treatment and disposal","Exports","EXP","t","30273","451","3844","60685","79613","31517","21997","1154","6456","30622","7267","6348","3270","7532","7328","3","723","45","115","104","516","681","101","110","72","175","36","899","1667","1885","1769","65417","63126","99567","122168","177301","193019","4141","132021","192350","5852","2631","1880","7468","10621","4194","22872","9805","15505","2503"
"Chile","Waste for final treatment and disposal","Imports","IMP","t","251","100","993","1795","643","425","216","215","921","3100","2474","1987","1138","1463","2346","1927","2734","4279","5672","7441","13450","14075","18474","21154","20512","20258","19156","14419","13484","10890","12163","22388","19701","8994","9874","9846","8490","9429","18945","9544","12518","13360","14348","14564","14466","14884","30247","31541","31933","33876"
"Chile","Waste for final treatment and disposal","Physical Trade Balance","PTB","t","-30022","-351","-2851","-58890","-78970","-31093","-21781","-939","-5535","-27522","-4794","-4361","-2132","-6069","-4982","1924","2011","4234","5557","7337","12934","13395","18373","21044","20439","20083","19120","13521","11817","9005","10395","-43029","-43424","-90573","-112294","-167455","-184529","5288","-113076","-182806","6665","10730","12468","7096","3845","10690","7376","21736","16428","31373"
"China","Biomass","Domestic Extraction","DE","t","1448151358","1476233124","1457589134","1579321356","1594893860","1637406184","1633666832","1639698491","1740534933","1766489240","1763432602","1783343770","1886325443","2005087192","2089195838","2035343664","2091085310","2178855210","2174501357","2219872045","2371767043","2405045878","2442810712","2525968780","2535002838","2701073106","2900623434","2745299951","2924721300","2936030470","2895305604","2906564185","2955047906","2881834128","3007271914","3049843083","3087067756","3116369767","3277278427","3243463050","3308731458","3404799059","3482311318","3537579901","3545166854","3715600542","3721648742","3723839632","3750829928","3809375382"
"China","Biomass","Domestic Material Consumption","DMC","t","1451625406","1477639530","1460983216","1584955558","1599495513","1639301088","1635345133","1647946337","1749981752","1779274760","1778572833","1799008825","1905265585","2021447769","2100313691","2036738828","2090343546","2190366208","2187207432","2234996409","2381531961","2409183355","2444367332","2520089563","2536718894","2730109892","2925427879","2764150217","2944169000","2962142965","2921985186","2948779163","2993828714","2930324975","3091249175","3135246225","3186053376","3215856352","3390350766","3384363866","3466910286","3580568587","3685227624","3754420719","3779318889","3981451809","3979699734","4011041501","4025381608","4082344326"
"China","Biomass","Domestic Material Input","DMI","t","1454676629","1480863524","1464243054","1589107836","1603743800","1643113524","1638400096","1650437335","1752802223","1782178242","1781903692","1802442502","1908688200","2026001117","2106999363","2050430599","2107364932","2206231361","2203725608","2249282475","2396087124","2430426996","2468764635","2545817152","2560731069","2741594017","2936835758","2782289177","2963302848","2981398275","2949399415","2972168046","3024610676","2968590887","3112720880","3163799288","3211410125","3247198700","3413205055","3407739701","3490581698","3605945135","3710864074","3780934361","3807180192","4008583842","4009137806","4041006437","4055876599","4114186911"
"China","Biomass","Exports","EXP","t","3051223","3223994","3259838","4152278","4248287","3812436","3054963","2490998","2820471","2903482","3330859","3433677","3422615","4553348","6685672","13691771","17021386","15865153","16518176","14286066","14555163","21243641","24397303","25727590","24012175","11484125","11407879","18138960","19133848","19255310","27414230","23388883","30781962","38265913","21471705","28553064","25356749","31342348","22854289","23375835","23671412","25376549","25636450","26513642","27861303","27132033","29438072","29964936","30494991","31842585"
"China","Biomass","Imports","IMP","t","6525271","4630400","6653920","9786480","8849940","5707340","4733264","10738844","12267290","15689002","18471090","19098732","22362757","20913925","17803525","15086935","16279622","27376151","29224251","29410430","24320081","25381118","25953924","19848373","25728230","40520911","36212324","36989226","38581548","45367805","54093811","65603861","69562770","86756759","105448966","113956205","124342369","130828933","135926627","164276651","181850240","201146077","228552756","243354460","262013338","292983300","287489064","317166805","305046671","304811529"
"China","Biomass","Physical Trade Balance","PTB","t","3474048","1406406","3394082","5634202","4601653","1894904","1678301","8247846","9446819","12785520","15140231","15665055","18940142","16360577","11117853","1395164","-741764","11510998","12706075","15124364","9764918","4137477","1556620","-5879217","1716056","29036786","24804445","18850266","19447700","26112495","26679581","42214978","38780808","48490846","83977261","85403141","98985620","99486585","113072338","140900816","158178828","175769528","202916306","216840819","234152035","265851267","258050991","287201869","274551680","272968944"
"China","Biomass","Raw Material Consumption","RMC","t","1326257000","1353015000","1334072000","1445083000","1459385000","1497594000","1493643000","1499359000","1593590000","1617448000","1614691000","1636484000","1731097000","1838115000","1917733000","1871285000","1923371000","2002815000","1999918000","2044751000","2184290000","2171783000","2160052000","2283688000","2170946000","2416611000","2579616000","2495327000","2634970000","2701298000","2668302000","2701024000","2759066000","2658592000","2775158000","2877701000","2932270000","2971435000","3206079000","3272675000","3387976000","3574762000","3725666000","3887095000","4167603000","4388124000","4436756000","4495773000","4559107000","4613420000"
"China","Biomass","Raw Material Equivalents of exports","RME_EXP","t","162702300","165521400","164411300","175308700","178180600","183323100","184470700","184892300","192660600","194923400","194686700","195595100","203538300","213423900","219957400","213662800","217725900","225173700","223632200","226938800","240397400","281916900","334906500","316134900","443122100","369431800","403792400","344639300","387920400","351837600","370429000","367403400","377195200","436026800","448418000","464628100","489894600","497151900","456516500","372291500","399847300","443094000","427338000","409555000","386528500","353653700","327327600","322107700","296137200","288406900"
"China","Biomass","Raw Material Equivalents of imports","RME_IMP","t","40776710","42287850","40879940","41044280","42650240","43493940","44430630","44545000","45704650","45872260","45936100","48725540","48300660","46443210","48480890","49589770","49998960","49124510","49041200","51808630","52911840","48645590","52139220","73846310","79057350","84961480","82777670","94657820","98160930","117097100","143418000","161855900","181205200","212776800","216296100","292478600","335089900","352210300","385309500","401495900","479084600","613049900","670685600","759063200","1008958000","1026170000","1042428000","1094034000","1104408000","1092445000"
"China","Excavated earthen materials (including soil) nec","Domestic Extraction","DE","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"China","Excavated earthen materials (including soil) nec","Domestic Material Consumption","DMC","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"China","Excavated earthen materials (including soil) nec","Domestic Material Input","DMI","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"China","Excavated earthen materials (including soil) nec","Exports","EXP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"China","Excavated earthen materials (including soil) nec","Imports","IMP","t","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
